"","Facility ID","Facility Name","longitude","latitude"
"1143","110201","COLISEUM NORTHSIDE HOSPITAL",-83.695078,32.870461
"1144","110209","TURNING POINT HOSPITAL",-83.76931,31.13677
"1145","110215","PIEDMONT FAYETTE HOSPITAL",-84.50742,33.453635
"1146","110225","PIEDMONT MOUNTAINSIDE HOSPITAL INC",-84.448216,34.445644
"1147","110226","EMORY HILLANDALE HOSPITAL",-84.14646,33.71426
"1148","110229","PIEDMONT NEWNAN HOSPITAL, INC",-84.755295,33.356759
"1149","110230","EMORY JOHNS CREEK HOSPITAL",-84.176863,34.065568
"1150","110233","SOUTHEASTERN REGIONAL MEDICAL CENTER",-84.757718,33.387583
"1151","110234","SGMC BERRIEN CAMPUS",-83.238721,31.20308
"1152","110236","CHI MEMORIAL HOSPITAL- GEORGIA",-85.263422,34.946484
"1153","110237","NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN",-83.975572,34.522839
"1154","110238","WINDWARD SURGERY CENTER",-84.26248,34.08472
"1155","110239","JOHNS CREEK CENTER FOR PAIN AND SPINE",-84.174073,34.06779
"1156","110240","GRIFFIN CENTER FOR PAIN AND SPINE",-84.26525,33.241
"1157","110241","SURGICARE GWINNETT LLC",-83.925854,33.85343
"1158","110242","ASSOCIATES SURGERY CENTER",-83.63568,32.83129
"1159","110243","MIDTOWN UROLOGY SURGICAL CENTER",-84.36656,33.809812
"1160","11032F","Martin ACH (FT Benning)",-84.86955,32.36192
"1161","11033F","Dwight Eisenhower AMC (FT Gordon)",-82.1272953,33.4253459
"1162","11035F","Winn ACH (FT Stewart)",-81.59843,31.87098
"1163","111300","SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER",-84.793228,31.775363
"1164","111302","BLECKLEY MEMORIAL HOSPITAL",-83.346004,32.385428
"1165","111303","JASPER MEMORIAL HOSPITAL",-83.686336,33.314314
"1166","111304","MORGAN MEDICAL CENTER",-83.472636,33.569079
"1167","111305","MILLER COUNTY HOSPITAL",-84.735266,31.175397
"1168","111306","EFFINGHAM HEALTH SYSTEM",-81.32012,32.36435
"1169","111308","CLINCH MEMORIAL HOSPITAL",-82.764417,31.033906
"1170","111310","MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",-83.759677,32.604962
"1171","111311","JENKINS COUNTY MEDICAL CENTER",-81.934401,32.80428
"1172","111312","OPTIM MEDICAL CENTER - SCREVEN",-81.646582,32.749604
"1173","111313","PUTNAM GENERAL HOSPITAL",-83.37142,33.33587
"1174","111314","LIFEBRITE COMMUNITY HOSPITAL OF EARLY",-84.945665,31.373374
"1175","111316","WARM SPRINGS MEDICAL CENTER",-84.683409,32.889742
"1176","111318","MONROE COUNTY HOSPITAL",-83.945483,33.031247
"1177","111319","WELLSTAR SYLVAN GROVE HOSPITAL",-83.97843,33.30356
"1178","111320","HIGGINS GENERAL HOSPITAL",-85.145257,33.716571
"1179","111323","OPTIM MEDICAL CENTER - TATTNALL",-82.108629,32.080605
"1180","111324","CHATUGE REGIONAL HOSPITAL",-83.752717,34.947059
"1181","111325","WILLS MEMORIAL HOSPITAL",-82.742373,33.728561
"1182","111326","SGMC LANIER CAMPUS",-83.088304,31.043134
"1183","111327","BACON COUNTY HOSPITAL",-82.45912,31.539451
"1184","111328","PHOEBE WORTH MEDICAL CENTER",-83.83979,31.511554
"1185","111329","ST. MARY'S GOOD SAMARITAN HOSPITAL",-83.242338,33.481619
"1186","111330","POLK MEDICAL CENTER",-85.195644,34.013079
"1187","111331","MITCHELL COUNTY HOSPITAL",-84.2061,31.22934
"1188","111332","BROOKS COUNTY HOSPITAL",-83.559182,30.794918
"1189","111333","JEFF DAVIS HOSPITAL",-82.60837,31.8569
"1190","111334","CANDLER COUNTY HOSPITAL",-82.065617,32.406986
"1191","111335","LIBERTY REGIONAL MEDICAL CENTER",-81.601067,31.839582
"1192","111336","MOUNTAIN LAKES MEDICAL CENTER",-83.39515,34.87812
"1193","111337","ELBERT MEMORIAL HOSPITAL",-82.874752,34.112531
"1194","113300","CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON",-84.320386,33.793807
"1195","113301","CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE",-84.354087,33.905762
"1196","114004","SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED",-83.989512,33.942431
"1197","114008","COASTAL HARBOR TREATMENT CENTER",-81.095574,32.012387
"1198","114010","PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA",-84.300069,33.928153
"1199","114012","RIDGEVIEW INSTITUTE",-84.511801,33.85527
"1200","114013","WEST CENTRAL GEORGIA REGIONAL HOSPITAL",-84.868583,32.490199
"1201","114016","ST SIMONS-BY-THE-SEA",-81.402021,31.164483
"1202","114019","GEORGIA REGIONAL HOSPITAL ATLANTA",-84.276819,33.695141
"1203","114028","GEORGIA REGIONAL HOSP SAVANNAH",-81.084903,32.000377
"1204","114029","EAST CENTRAL REGIONAL HOSPITAL",-82.011923,33.395994
"1205","114032","SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS",-84.452992,33.606688
"1206","114035","RIVERWOODS BEHAVIORAL HEALTH SYSTEM",-84.390752,33.581998
"1207","114036","GREENLEAF CENTER",-83.258935,30.860179
"1208","114037","RIDGEVIEW INSTITUTE MONROE",-83.718392,33.78327
"1209","120001","THE QUEENS MEDICAL CENTER",-157.853932,21.307874
"1210","120002","MAUI MEMORIAL MEDICAL CENTER",-156.489528,20.884842
"1211","120004","WAHIAWA GENERAL HOSPITAL",-158.027175,21.498793
"1212","120005","HILO MEDICAL CENTER",-155.113106,19.718361
"1213","120006","ADVENTIST HEALTH CASTLE",-157.756143,21.38166
"1214","120007","KUAKINI MEDICAL CENTER",-157.857188,21.32167
"1215","120011","KAISER FOUNDATION HOSPITAL",-157.899592,21.363242
"1216","120014","WILCOX MEMORIAL HOSPITAL",-159.36638,21.98549
"1217","120019","KONA COMMUNITY HOSPITAL",-155.917555,19.520024
"1218","12001F","Tripler AMC (FT Shafter)",-157.890007,21.360112
"1219","120022","STRAUB CLINIC AND HOSPITAL",-157.85115,21.30301
"1220","120026","PALI MOMI MEDICAL CENTER",-157.938684,21.383205
"1221","120028","NORTH HAWAII COMMUNITY HOSPITAL",-155.681639,19.943864
"1222","121300","KAUAI VETERANS MEMORIAL HOSPITAL",-159.670553,21.960468
"1223","121301","KAU HOSPITAL",-155.474553666408,19.2019020999189
"1224","121302","KOHALA HOSPITAL",-155.798737,20.231313
"1225","121303","MOLOKAI GENERAL HOSPITAL",-157.018026,21.093863
"1226","121304","KAHUKU MEDICAL CENTER",-157.954477,21.677951
"1227","121305","LANAI COMMUNITY HOSPITAL",-156.917127,20.826689
"1228","121306","SAMUEL MAHELONA MEMORIAL HOSPITAL",-159.313206,22.085061
"1229","121307","HALE HO'OLA HAMAKUA",-155.473276,20.072233
"1230","121308","KULA HOSPITAL",-156.357417,20.701517
"1231","123300","KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN",-157.833638,21.299923
"1232","123301","SHRINERS HOSPITAL FOR CHILDREN",-157.83466,21.2999
"1233","124001","KAHI MOHALA",-158.033397,21.373497
"1234","130002","ST LUKES MAGIC VALLEY MEDICAL CENTER",-114.495655,42.590291
"1235","130003","ST JOSEPH REGIONAL MEDICAL CENTER",-117.024408,46.416309
"1236","130006","ST LUKE'S REGIONAL MEDICAL CENTER",-116.192586,43.612402
"1237","130007","SAINT ALPHONSUS REGIONAL MEDICAL CENTER",-116.256175,43.613648
"1238","130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA",-116.51947,43.59341
"1239","130014","WEST VALLEY MEDICAL CENTER",-116.694511,43.654462
"1240","130018","EASTERN IDAHO REGIONAL MEDICAL CENTER",-111.9921,43.469885
"1241","130025","MADISON MEMORIAL HOSPITAL",-111.770884,43.825659
"1242","130028","PORTNEUF MEDICAL CENTER",-112.420894,42.873568
"1243","130049","KOOTENAI HEALTH",-116.794178,47.695587
"1244","130063","TREASURE VALLEY HOSPITAL",-116.291017,43.612379
"1245","130065","MOUNTAIN VIEW HOSPITAL",-111.989769,43.474434
"1246","130066","NORTHWEST SPECIALTY HOSPITAL",-116.924475,47.715414
"1247","130071","ST LUKE'S NAMPA MEDICAL CENTER",-116.591128,43.617367
"1248","130073","GROVE CREEK MEDICAL CENTER",-112.354199,43.196224
"1249","130074","IDAHO FALLS COMMUNITY HOSPITAL, LLC",-111.98771,43.47399
"1250","131301","BOUNDARY COMMUNITY HOSPITAL",-116.321411,48.70226
"1251","131302","NORTH CANYON MEDICAL CENTER",-114.70827,42.94653
"1252","131303","NELL J REDFIELD MEMORIAL HOSPITAL",-112.25063,42.18933
"1253","131304","POWER COUNTY HOSPITAL DISTRICT",-112.848262,42.781619
"1254","131305","STEELE MEMORIAL MEDICAL CENTER",-113.891798,45.173173
"1255","131307","WEISER MEMORIAL HOSPITAL",-116.962447,44.248547
"1256","131308","CASCADE MEDICAL CENTER",-116.049504,44.518327
"1257","131309","CARIBOU MEMORIAL HOSPITAL",-111.614658,42.651734
"1258","131310","ST LUKE'S JEROME",-114.51855,42.72991
"1259","131311","ST LUKE'S ELMORE MEDICAL CENTER",-115.693556,43.1383
"1260","131312","ST LUKE'S MCCALL",-116.110266,44.909143
"1261","131313","TETON VALLEY HOSPITAL",-111.108227,43.726956
"1262","131314","SHOSHONE MEDICAL CENTER",-116.121528,47.538921
"1263","131315","SYRINGA GENERAL HOSPITAL",-116.127466,45.926913
"1264","131316","BEAR LAKE MEMORIAL HOSPITAL",-111.30076,42.31689
"1265","131317","BENEWAH COMMUNITY HOSPITAL",-116.56677,47.31453
"1266","131318","VALOR HEALTH",-116.484374,43.880044
"1267","131319","MINIDOKA MEMORIAL HOSPITAL",-113.686989,42.621165
"1268","131320","CLEARWATER VALLEY HOSPITAL & CLINICS",-116.259696,46.486737
"1269","131321","ST MARYS HOSPITAL AND CLINICS",-116.353642,46.050275
"1270","131322","FRANKLIN COUNTY MEDICAL CENTER",-111.873418,42.097229
"1271","131323","ST LUKE'S WOOD RIVER MEDICAL CENTER",-114.350113,43.648693
"1272","131324","LOST RIVERS MEDICAL CENTER",-113.29693,43.63819
"1273","131325","BINGHAM MEMORIAL HOSPITAL",-112.347267,43.193318
"1274","131326","CASSIA REGIONAL HOSPITAL",-113.781468,42.53485
"1275","131327","GRITMAN MEDICAL CENTER",-117.000601,46.728656
"1276","131328","BONNER GENERAL HOSPITAL",-116.549789,48.277895
"1277","134002","INTERMOUNTAIN HOSPITAL",-116.267743,43.607401
"1278","134009","LIFEWAYS HOSPITAL",-116.282389,43.627162
"1279","134010","STATE HOSPITAL SOUTH",-112.335011,43.18661
"1280","134017","COTTONWOOD CREEK BEHAVIORAL HOSPITAL",-116.358732,43.58641
"1281","140001","GRAHAM HOSPITAL ASSOCIATION",-90.03926,40.55323
"1282","140002","ALTON MEMORIAL HOSPITAL",-90.162271,38.899372
"1283","140007","PRESENCE SAINT JOSEPH MEDICAL CENTER",-88.13472,41.52802
"1284","140008","GOTTLIEB MEMORIAL HOSPITAL",-87.844489,41.910833
"1285","140010","NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",-87.684261,42.06643
"1286","140011","HERRIN HOSPITAL",-89.026484,37.801603
"1287","140012","KATHERINE SHAW BETHEA HOSPITAL",-89.479974,41.844645
"1288","140013","PROCTOR HOSPITAL",-89.597824,40.753166
"1289","140015","BLESSING HOSPITAL",-91.3983344,39.9356394
"1290","140018","MT SINAI HOSPITAL MEDICAL CENTER",-87.6547581,41.8613544
"1291","140019","HSHS GOOD SHEPHERD HOSPITAL",-88.80723,39.4065
"1292","140029","COPLEY MEMORIAL HOSPITAL",-88.270716,41.728696
"1293","140030","ADVOCATE SHERMAN HOSPITAL",-88.331025,42.070245
"1294","140032","ST ANTHONYS MEMORIAL HOSPITAL",-88.550362,39.125641
"1295","140033","LAKE BEHAVIORAL HOSPITAL",-87.867016,42.35759
"1296","140034","SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA",-89.117809,38.530937
"1297","140040","GALESBURG COTTAGE HOSPITAL",-90.365329,40.95569
"1298","140043","CGH MEDICAL CENTER",-89.6965,41.802191
"1299","140046","SSM HEALTH - GOOD SAMARITAN HOSPITAL",-88.93001,38.3114
"1300","140048","ADVOCATE TRINITY HOSPITAL",-87.567295,41.726801
"1301","140049","WEST SUBURBAN MEDICAL CENTER",-87.77604,41.89174
"1302","140052","OSF SAINT ANTHONY'S HEALTH CENTER",-90.174257,38.908815
"1303","140053","ST JOHNS HOSPITAL",-89.643966,39.806591
"1304","140054","MACNEAL  HOSPITAL",-87.792219,41.832615
"1305","140058","PASSAVANT AREA HOSPITAL",-90.260226,39.746327
"1306","140059","JERSEY COMMUNITY HOSPITAL",-90.341777,39.11129
"1307","140062","PALOS COMMUNITY HOSPITAL",-87.813902,41.668742
"1308","140063","RUSH OAK PARK HOSPITAL",-87.803299,41.878654
"1309","140064","ST MARY MEDICAL CENTER",-90.360381,40.987119
"1310","140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL",-87.887775,41.797943
"1311","140067","SAINT FRANCIS MEDICAL CENTER",-89.590661,40.702279
"1312","140068","ROSELAND COMMUNITY HOSPITAL",-87.624934,41.692305
"1313","140077","TOUCHETTE REGIONAL HOSPITAL INC",-90.11088,38.57152
"1314","140080","PRESENCE SAINT FRANCIS HOSPITAL",-87.684834,42.024539
"1315","140082","LOUIS A WEISS MEMORIAL HOSPITAL",-87.649605,41.967139
"1316","140083","LORETTO HOSPITAL",-87.763617,41.872133
"1317","140084","VISTA MEDICAL CENTER EAST",-87.832345,42.378287
"1318","140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER",-87.604277,41.788431
"1319","140089","MC DONOUGH DISTRICT HOSPITAL",-90.664639,40.444983
"1320","140091","THE CARLE FOUNDATION HOSPITAL",-88.215103,40.116972
"1321","140093","OSF SACRED HEART MEDICAL CENTER",-87.64498,40.13545
"1322","140095","SAINT ANTHONY HOSPITAL",-87.697807,41.85509
"1323","140100","MIDWESTERN REGION MED CENTER",-87.827957,42.449372
"1324","140101","MORRIS HOSPITAL & HEALTHCARE CENTERS",-88.42564,41.36904
"1325","140103","ST BERNARD HOSPITAL",-87.633612,41.778534
"1326","140110","OSF SAINT ELIZABETH MDL CTR",-88.824322,41.354767
"1327","140113","OSF HEART OF MARY MEDICAL CENTER",-88.227508,40.117676
"1328","140114","SWEDISH HOSPITAL",-87.700014,41.975014
"1329","140115","THOREK MEMORIAL HOSPITAL",-87.651277,41.954814
"1330","140116","NORTHWESTERN MEDICINE WOODSTOCK HOSPITAL",-88.278288,42.3194
"1331","140117","AMITA HEALTH RESURRECTION MEDICAL CENTER",-87.814394,41.987431
"1332","140119","RUSH UNIVERSITY MEDICAL CENTER",-87.670202,41.876568
"1333","140120","PEKIN MEMORIAL HOSPITAL",-89.633201,40.563205
"1334","140122","ADVENTIST HINSDALE HOSPITAL",-87.921319,41.805379
"1335","140124","JOHN H STROGER JR HOSPITAL",-87.673239,41.87702
"1336","140125","GATEWAY REGIONAL MEDICAL CENTER",-90.143757,38.700971
"1337","140127","ADVOCATE BROMENN MEDICAL CENTER",-88.989827,40.497415
"1338","140130","NORTHWESTERN LAKE FOREST HOSPITAL",-87.86682,42.256738
"1339","140133","HOLY CROSS HOSPITAL",-87.691111,41.769086
"1340","140135","DECATUR MEMORIAL HOSPITAL",-88.961378,39.868052
"1341","140137","HSHS HOLY FAMILY HOSPITAL INC",-89.415512,38.901187
"1342","140143","ST MARGARETS HOSPITAL",-89.19877,41.339736
"1343","140145","ST JOSEPHS HOSPITAL",-89.523362,38.626109
"1344","140147","CARLE RICHLAND MEMORIAL HOSPITAL",-88.077459,38.736569
"1345","140148","MEMORIAL MEDICAL CENTER",-89.65605,39.809702
"1346","140150","UNIVERSITY OF ILLINOIS HOSPITAL",-87.67038,41.86929
"1347","140155","PRESENCE ST MARYS HOSPITAL",-87.87187,41.120485
"1348","140158","MERCY HOSPITAL AND MEDICAL CENTER",-87.621328,41.846666
"1349","140160","FHN MEMORIAL HOSPITAL",-89.63839,42.29573
"1350","140161","SAINT JAMES HOSPITAL",-88.67876,40.86961
"1351","140162","ST JOSEPH MEDICAL CENTER",-88.95835,40.480581
"1352","140164","MEMORIAL HOSPITAL OF CARBONDALE",-89.21899,37.72795
"1353","140166","ST MARYS HOSPITAL",-88.931885,39.827547
"1354","140167","IROQUOIS MEMORIAL HOSPITAL",-87.73104,40.7656
"1355","140172","FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS",-87.71314,41.52257
"1356","140174","PRESENCE MERCY MEDICAL CENTER",-88.325602,41.785749
"1357","140177","JACKSON PARK HOSPITAL",-87.585248,41.757568
"1358","140179","OSF LITTLE COMPANY OF MARY MEDICAL CENTER",-87.690963,41.721346
"1359","140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER",-87.683355,41.902508
"1360","140181","SOUTH SHORE HOSPITAL",-87.569463,41.74936
"1361","140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER",-87.6509,41.93678
"1362","140184","HEARTLAND REGIONAL MEDICAL CENTER",-88.990896,37.74255
"1363","140185","MEMORIAL HOSPITAL - SHILOH",-90.021453,38.550202
"1364","140186","RIVERSIDE MEDICAL CENTER",-87.885628,41.123366
"1365","140187","HSHS ST ELIZABETH'S HOSPITAL",-89.9311643,38.5841137
"1366","140189","SARAH BUSH LINCOLN HEALTH CENTER",-88.39107,39.37239
"1367","140191","INGALLS MEMORIAL HOSPITAL",-87.661033,41.608378
"1368","140197","METHODIST HOSPITAL OF CHICAGO",-87.67104,41.97294
"1369","140200","ELMHURST MEMORIAL HOSPITAL",-87.94135,41.86155
"1370","140202","ADVOCATE CONDELL MEDICAL CENTER",-87.95543,42.2914
"1371","140206","NORWEGIAN-AMERICAN HOSPITAL",-87.699648,41.90071
"1372","140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER",-87.732664,41.720924
"1373","140209","METHODIST MEDICAL CENTER OF ILLINOIS",-89.59525,40.69988
"1374","140210","HARRISBURG MEDICAL CENTER",-88.5405,37.7385
"1375","140211","DELNOR COMMUNITY HOSPITAL",-88.343447,41.886533
"1376","140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS",-87.98603,41.544533
"1377","140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN",-88.326809,42.035605
"1378","140223","ADVOCATE LUTHERAN GENERAL HOSPITAL",-87.84737,42.038474
"1379","140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO",-87.637582,41.934822
"1380","140228","SWEDISH AMERICAN HOSPITAL",-89.074247,42.265686
"1381","140231","EDWARD HOSPITAL",-88.150731,41.762321
"1382","140233","OSF SAINT ANTHONY MEDICAL CENTER",-89.008997,42.266333
"1383","140234","ILLINOIS VALLEY COMMUNITY HOSPITAL",-89.125556,41.329184
"1384","140239","JAVON BEA HOSPITAL",-89.09685,42.29815
"1385","140240","WESTLAKE HOSPITAL",-87.84712,41.891588
"1386","140242","CENTRAL DUPAGE HOSPITAL",-88.14647,41.8708
"1387","140250","ADVOCATE SOUTH SUBURBAN HOSPITAL",-87.697549,41.566363
"1388","140251","COMMUNITY FIRST MEDICAL CENTER",-87.769,41.945596
"1389","140252","NORTHWEST COMMUNITY HOSPITAL 1",-87.995579,42.068989
"1390","140258","ALEXIAN BROTHERS MEDICAL CENTER",-88.01641,42.00346
"1391","140275","GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI",-90.418524,41.495796
"1392","140276","LOYOLA UNIVERSITY MEDICAL CENTER",-87.8351,41.85985
"1393","140280","TRINITY ROCK ISLAND",-90.570465,41.482784
"1394","140281","NORTHWESTERN MEMORIAL HOSPITAL",-87.62226,41.89442
"1395","140286","KISHWAUKEE COMMUNITY HOSPITAL",-88.16,41.87
"1396","140288","ADVOCATE GOOD SAMARITAN HOSPITAL",-88.010123,41.818845
"1397","140289","ANDERSON HOSPITAL",-89.952098,38.734074
"1398","140290","ST ALEXIUS MEDICAL CENTER",-88.14172,42.052845
"1399","140291","ADVOCATE GOOD SHEPHERD HOSPITAL",-88.16002,42.19421
"1400","140292","ADVENTIST GLENOAKS",-88.057243,41.914695
"1401","140294","CROSSROADS COMMUNITY HOSPITAL",-88.937005,38.311671
"1402","140300","PROVIDENT HOSPITAL OF CHICAGO",-87.61417,41.80221
"1403","140304","ADVENTIST BOLINGBROOK HOSPITAL",-88.08362,41.68073
"1404","140307","MEMORIAL HOSPITAL EAST",-89.905329,38.573654
"1405","141300","THOMAS H BOYD MEMORIAL HOSPITAL",-90.41233,39.29628
"1406","141301","KIRBY MEDICAL CENTER",-88.569495,40.034062
"1407","141302","MIDWEST MEDICAL CENTER",-90.45706,42.44651
"1408","141303","WARNER HOSPITAL AND HEALTH SERVICES",-88.964705,40.148508
"1409","141304","GENESIS MEDICAL CENTER, ALEDO",-90.758672,41.205333
"1410","141305","MEMORIAL HOSPITAL",-91.11131,40.40936
"1411","141306","COMMUNITY HOSPITAL OF STAUNTON",-89.789401,39.01468
"1412","141307","PINCKNEYVILLE COMMUNITY HOSPITAL",-89.38041,38.06149
"1413","141308","WASHINGTON COUNTY HOSPITAL",-89.385394,38.343117
"1414","141309","CARLA EUREKA  HOSPITAL",-89.27157,40.72136
"1415","141310","OSF SAINT PAUL MEDICAL CENTER",-89.086605,41.552893
"1416","141311","FAIRFIELD MEMORIAL HOSPITAL 1",-88.3745,38.38097
"1417","141312","ROCHELLE COMMUNITY HOSPITAL",-89.063413,41.928235
"1418","141313","MASON DISTRICT HOSPITAL",-90.05184,40.29737
"1419","141315","ILLINI COMMUNITY HOSPITAL",-90.815086,39.607395
"1420","141316","CARLE HOOPESTON REGIONAL HEALTH CENTER",-87.65999,40.45838
"1421","141317","GIBSON COMMUNITY HOSPITAL",-88.369911,40.478177
"1422","141318","OSF HOLY FAMILY MEDICAL CENTER",-90.658414,40.92225
"1423","141319","HAMMOND HENRY HOSPITAL",-90.157659,41.46
"1424","141320","PARIS COMMUNITY HOSPITAL",-87.676978,39.607106
"1425","141321","FRANKLIN HOSPITAL",-88.918024,38.009999
"1426","141322","ABRAHAM LINCOLN MEMORIAL HOSPITAL",-89.36655,40.09937
"1427","141323","MASSAC MEMORIAL HOSPITAL",-88.71696,37.15211
"1428","141324","FERRELL HOSPITAL COMMUNITY FOUNDATIONS",-88.442238,37.815636
"1429","141325","OSF SAINT LUKES MEDICAL CENTER",-89.947103,41.220944
"1430","141326","HAMILTON MEMORIAL HOSPITAL",-88.540885,38.088766
"1431","141327","WABASH GENERAL HOSPITAL 1",-87.76913,38.42178
"1432","141328","HARDIN COUNTY GENERAL HOSPITAL & CLINIC",-88.350852,37.420783
"1433","141329","MORRISON COMMUNITY HOSPITAL",-89.957972,41.808994
"1434","141330","HOPEDALE HOSPITAL",-89.41652,40.418763
"1435","141331","MARSHALL BROWNING HOSPITAL",-89.236745,38.025133
"1436","141332","HILLSBORO AREA HOSPITAL",-89.481655,39.153247
"1437","141333","SARAH D CULBERTSON MEMORIAL HOSPITAL",-90.564125,40.117883
"1438","141334","ST JOSEPH MEMORIAL HOSPITAL",-89.32606,37.77306
"1439","141335","MERCY HARVARD HOSPITAL",-88.60687,42.42621
"1440","141336","ST JOSEPH'S HOSPITAL",-89.667995,38.755187
"1441","141337","PERRY MEMORIAL HOSPITAL",-89.45558,41.36791
"1442","141338","MEMORIAL HOSPITAL",-89.8121,37.91884
"1443","141339","TAYLORVILLE MEMORIAL HOSPITAL",-89.293745,39.555046
"1444","141340","VALLEY WEST COMMUNITY HOSPITAL",-88.621931,41.656247
"1445","141341","PANA COMMUNITY HOSPITAL",-89.084362,39.379358
"1446","141342","ANNA HOSPITAL CORPORATION D/B/A UNION COUNTY HOSPITAL",-89.24512,37.46589
"1447","141343","CRAWFORD MEMORIAL HOSPITAL",-87.751237,39.014244
"1448","141344","LAWRENCE COUNTY MEMORIAL HOSPITAL",-87.694098,38.728489
"1449","141345","SALEM TOWNSHIP HOSPITAL",-88.94796,38.64063
"1450","141346","FAYETTE COUNTY HOSPITAL",-89.11,38.97
"1451","141347","CARLINVILLE AREA HOSPITAL",-89.882883,39.298431
"1452","141348","RED BUD REGIONAL HOSPITAL",-89.997307,38.20925
"1453","141349","SPARTA COMMUNITY HOSPITAL",-89.691269,38.124115
"1454","141350","ST FRANCIS HOSPITAL",-89.641383,39.181014
"1455","141351","CLAY COUNTY HOSPITAL",-88.472367,38.680835
"1456","143300","ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO",-87.621973,41.896268
"1457","143301","LARABIDA CHILDRENS HOSPITAL I",-87.57,41.77
"1458","143302","SHRINERS HOSPITAL FOR CHILDREN",-87.794654,41.916776
"1459","144009","AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",-87.828157,41.865412
"1460","144010","CHICAGO READ MENTAL HEALTH CENTER",-87.799502,41.954674
"1461","144016","ALTON MENTAL HEALTH CENTER",-90.116977,38.914312
"1462","144021","ANDREW MCFARLAND MENTAL HLTH CTR",-89.64243,39.72839
"1463","144026","HARTGROVE HOSPITAL",-87.767409,41.866515
"1464","144028","MADDEN MENTAL HEALTH CENTER",-87.8395,41.85364
"1465","144029","THE PAVILION",-88.257237,40.117718
"1466","144031","ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP",-88.137404,42.054132
"1467","144034","BHC STREAMWOOD HOSPITAL INC",-88.213053,42.02301
"1468","144035","LINDEN OAKS AT EDWARD",-88.156339,41.759015
"1469","144037","ELGIN MENTAL HEALTH CENTER",-88.287328,42.015168
"1470","144038","CHOATE MENTAL HEALTH & DEVELOPMENT CTR",-89.241282,37.47836
"1471","144039","GARFIELD PARK HOSPITAL",-87.720172,41.890512
"1472","144040","CHICAGO BEHAVIORAL HOSPITAL",-87.879025,42.042913
"1473","144041","SILVER OAKS BEHAVIORAL HOSPITAL",-87.97769,41.54896
"1474","150001","JOHNSON MEMORIAL HOSPITAL",-86.039499,39.480815
"1475","150002","METHODIST HOSPITALS INC",-87.3579,41.599836
"1476","150004","FRANCISCAN ST. MARGARET HEALTH HAMMOND",-87.522475,41.615214
"1477","150005","HENDRICKS REGIONAL HEALTH",-86.502432,39.76052
"1478","150006","NORTHWEST HEALTH-LA PORTE",-86.700874,41.620737
"1479","150007","COMMUNITY HOWARD REGIONAL HEALTH INC.",-86.124279,40.447155
"1480","150008","ST CATHERINE HOSPITAL INC",-87.448655,41.635027
"1481","150009","CLARK MEMORIAL HOSPITAL",-85.750049,38.280948
"1482","150010","ASCENSION ST VINCENT KOKOMO",-86.1572,40.485656
"1483","150011","MARION GENERAL HOSPITAL",-85.666654,40.563494
"1484","150012","SAINT JOSEPH REGIONAL MEDICAL CENTER",-86.174409,41.706418
"1485","150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY",-86.900419,41.66091
"1486","150017","LUTHERAN HOSPITAL OF INDIANA",-85.250503,41.037687
"1487","150018","ELKHART GENERAL HOSPITAL",-85.993953,41.679763
"1488","150021","PARKVIEW REGIONAL MEDICAL CENTER",-85.101681,41.187013
"1489","150022","FRANCISCAN HEALTH CRAWFORDSVILLE",-86.90722,40.067257
"1490","150023","UNION HOSPITAL INC",-87.409437,39.485052
"1491","150024","ESKENAZI HEALTH",-86.184128,39.778229
"1492","150026","GOSHEN HOSPITAL",-85.830439,41.563373
"1493","150029","ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS",-86.182037,41.65849
"1494","150030","HENRY COUNTY MEMORIAL HOSPITAL",-85.363982,39.943009
"1495","150034","ST MARY MEDICAL CENTER INC",-87.261372,41.512668
