,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/jim-hogg-county-tx/,C minus,D+,C,C+,C minus,C+,D,A,A,B minus,C,B minus,"Jim Hogg County is located in Texas with a population of 5,231. In Jim Hogg County, most residents own their homes. Many retirees live in Jim Hogg County and residents tend to be liberal.",5231,65000,584,33382,-0.7011494252873562,-0.4500941619585688,-0.468803207994526,0.28,0.72,,,,,,,,,,,,,,,0.17,0.15,0.1,0.1,0.12,0.07,0.16,0.14,0.03,-0.75,0.11,-0.45000000000000007,0.23,-0.2068965517241378,0.38,0.40740740740740744,0.25,1.0833333333333335,,,,,,,,0.062,0.3,0.03,0.08,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.39,0.18,0.18,0.21,0.03,0.4,0.34,0.19,0.08
0,https://www.niche.com/places-to-live/c/vinton-county-oh/,C minus,C+,B minus,C minus,C minus,C,B minus,C+,A,C minus,C+,C,"Vinton County is located in Ohio with a population of 13,083. In Vinton County, most residents own their homes. Many families live in Vinton County and residents tend to be conservative.",13083,91500,602,45673,-0.5793103448275863,-0.4331450094161958,-0.27322056553633656,0.24,0.76,0,-1.0,0,-1.0,0,-1.0,61.1,-0.5490774907749078,489,-0.022195560887822485,1956,-0.0424906990405326,183.4,-0.35422535211267603,0.11,0.12,0.07,0.11,0.12,0.14,0.16,0.17,0.03,-0.75,0.1,-0.5,0.24,-0.1724137931034483,0.44,0.6296296296296295,0.19,0.5833333333333335,3.67,3,1,1,0,1,0,0.039,0.18899999999999997,0.002,0.97,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.28,0.22,0.26,0.23,0.02,0.32,0.35,0.24,0.09
0,https://www.niche.com/places-to-live/c/bollinger-county-mo/,C minus,C,B,C,C minus,C,B+,B minus,A minus,C+,C+,C,"Bollinger County is located in Missouri with a population of 12,225. In Bollinger County, most residents own their homes. Many retirees live in Bollinger County and residents tend to be conservative.",12225,110800,647,44158,-0.49057471264367813,-0.3907721280602636,-0.2973282624954251,0.19,0.81,0,-1.0,0,-1.0,0,-1.0,0,-1.0,137,-0.7260547890421916,2191.8,0.07293910319169772,68.5,-0.7588028169014085,0.11,0.1,0.07,0.11,0.11,0.14,0.16,0.2,0.03,-0.75,0.06,-0.7,0.24,-0.1724137931034483,0.47,0.7407407407407405,0.2,0.6666666666666667,,,,,,,,0.022000000000000002,0.149,0.001,0.96,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.28,0.23,0.25,0.21,0.03,0.34,0.35,0.24,0.07
0,https://www.niche.com/places-to-live/c/glacier-county-mt/,C minus,D minus,C minus,B,C minus,B+,C+,C+,B minus,C minus,C+,A,"Glacier County is located in Montana with a population of 13,732. In Glacier County, most residents own their homes. Many families live in Glacier County and residents tend to be liberal.",13732,107700,499,36045,-0.5048275862068965,-0.5301318267419962,-0.4264277644288147,0.41,0.59,494.9,0.7506190307746727,0,-1.0,66,0.6216216216216215,0,-1.0,132,-0.7360527894421116,1946.6,-0.04709222635598198,296.9,0.0454225352112676,0.17,0.14,0.09,0.14,0.11,0.1,0.12,0.12,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.29,0.0,0.39,0.4444444444444444,0.1,-0.16666666666666663,5,1,1,0,0,0,0,0.038,0.304,0.009000000000000001,0.3,0.03,0.01,0.0,0.64,0.0,0.0,0.01,0.51,0.49,0.37,0.26,0.17,0.14,0.05,0.41,0.31,0.18,0.1
0,https://www.niche.com/places-to-live/c/coos-county-or/,C minus,C,D minus,B,C minus,B minus,C,A+,C minus,B,A,A minus,"Coos County is located in Oregon with a population of 63,686. In Coos County, most residents own their homes. Many retirees live in Coos County and residents tend to be conservative.",63686,198100,818,45051,-0.08919540229885059,-0.22975517890772124,-0.283118247060134,0.34,0.66,132.5,-0.5313052706048815,3,-0.5081967213114753,63.2,0.5528255528255528,48.2,-0.644280442804428,846.1,0.6918616276744651,4086,1.0001958096729977,758.8,1.6718309859154927,0.1,0.09,0.07,0.11,0.1,0.12,0.16,0.25,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.41,0.4137931034482758,0.3,0.11111111111111094,0.11,-0.08333333333333326,2.5,4,0,0,3,0,1,0.039,0.16,0.017,0.85,0.06,0.05,0.0,0.02,0.01,0.0,0.0,0.51,0.49,0.26,0.24,0.23,0.22,0.05,0.31,0.34,0.23,0.13
0,https://www.niche.com/places-to-live/c/summers-county-wv/,C minus,D,C+,B minus,C minus,C,C,unavailable,A,C,B,C+,"Summers County is located in West Virginia with a population of 12,848. In Summers County, most residents own their homes. Many retirees live in Summers County and residents tend to be conservative.",12848,92200,685,38187,-0.5760919540229885,-0.35499058380414317,-0.39234282258962816,0.24,0.76,76.8,-0.728333922886452,0,-1.0,,,38.4,-0.7166051660516606,1228.9,1.4573085382923416,1382.5,-0.3232328177011944,76.8,-0.7295774647887324,0.08,0.09,0.06,0.11,0.13,0.13,0.16,0.24,0.05,-0.5833333333333333,0.09,-0.55,0.28,-0.0344827586206895,0.42,0.5555555555555554,0.15,0.25,3,6,0,1,4,1,0,0.055999999999999994,0.215,0.001,0.92,0.01,0.02,0.04,0.0,0.0,0.0,0.0,0.54,0.46,0.32,0.26,0.22,0.17,0.03,0.35,0.33,0.23,0.09
0,https://www.niche.com/places-to-live/c/lee-county-va/,C minus,C+,B minus,C,C,C,D+,B minus,A,C minus,B,C,"Lee County is located in Virginia with a population of 23,948. In Lee County, most residents own their homes. Many retirees live in Lee County and residents tend to be conservative.",23948,88100,558,32888,-0.5949425287356322,-0.47457627118644063,-0.4766640675970275,0.29,0.71,110.8,-0.6080650866643085,0,-1.0,0,-1.0,0,-1.0,73.9,-0.8522295540891822,775.8,-0.6202271392206775,0,-1.0,0.09,0.09,0.06,0.13,0.12,0.14,0.15,0.21,0.03,-0.75,0.08,-0.6000000000000001,0.31,0.06896551724137945,0.34,0.2592592592592593,0.23,0.9166666666666667,2.45,11,0,1,5,3,2,0.042,0.252,0.008,0.93,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.48,0.52,0.41,0.21,0.19,0.16,0.03,0.43,0.31,0.19,0.07
0,https://www.niche.com/places-to-live/c/ripley-county-mo/,C minus,C minus,B minus,B minus,C minus,C,B+,B minus,A,C minus,C+,C+,"Ripley County is located in Missouri with a population of 13,567. In Ripley County, most residents own their homes. Many retirees live in Ripley County and residents tend to be conservative.",13567,83800,574,34971,-0.6147126436781609,-0.4595103578154426,-0.44351797336218834,0.21,0.79,2412.1,7.5323664662186065,0,-1.0,150.8,2.7051597051597054,0,-1.0,954.8,0.909218156368726,5728.6,1.8042882318386533,251.3,-0.11514084507042255,0.14,0.09,0.07,0.12,0.11,0.12,0.14,0.21,0.03,-0.75,0.07,-0.6499999999999999,0.28,-0.0344827586206895,0.42,0.5555555555555554,0.2,0.6666666666666667,,,,,,,,0.03,0.251,0.002,0.95,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.36,0.25,0.21,0.16,0.01,0.41,0.38,0.15,0.06
0,https://www.niche.com/places-to-live/c/imperial-county-ca/,C minus,B,D+,B,C+,B,C minus,A,C minus,B,B,B+,"Imperial County is located in California with a population of 180,701. In Imperial County, most residents own their homes. Many families live in Imperial County and residents tend to be liberal.",180701,195800,830,47622,-0.09977011494252874,-0.21845574387947264,-0.242206769250354,0.42,0.58,268.7,-0.04952246197382382,4.4,-0.2786885245901638,24.7,-0.39312039312039315,58.8,-0.5660516605166052,779.8,0.5592881423715255,1917.6,-0.06128842764832587,307.9,0.08415492957746462,0.16,0.13,0.1,0.15,0.12,0.11,0.1,0.13,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.24,-0.11111111111111116,0.3,1.5,3.22,23,1,9,9,2,2,0.08,0.24,0.15,0.11,0.84,0.01,0.02,0.01,0.01,0.0,0.0,0.49,0.51,0.3,0.18,0.2,0.25,0.07,0.44,0.27,0.17,0.12
0,https://www.niche.com/places-to-live/c/franklin-county-vt/,C minus,C,D+,B,C+,C,B minus,D+,C+,B,B+,B minus,"Franklin County is located in Vermont with a population of 49,116. In Franklin County, most residents own their homes. Many families and young professionals live in Franklin County and residents tend to lean liberal.",49116,216200,999,65485,-0.005977011494252893,-0.05932203389830504,0.042041277469248683,0.25,0.75,255.6,-0.09586133710647327,7.5,0.2295081967213115,75.2,0.8476658476658476,52.6,-0.6118081180811807,225.5,-0.5490901819636074,3699,0.8107499510475817,0,-1.0,0.13,0.09,0.08,0.12,0.13,0.14,0.15,0.16,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.29,0.0,0.38,0.40740740740740744,0.09,-0.25,5,1,1,0,0,0,0,0.025,0.087,0.009000000000000001,0.94,0.02,0.03,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.16,0.17,0.24,0.34,0.09,0.24,0.27,0.31,0.17
0,https://www.niche.com/places-to-live/c/henry-county-ky/,C minus,C minus,C,C,C,C+,B+,C+,B+,B minus,B minus,C minus,"Henry County is located in Kentucky with a population of 15,911. In Henry County, most residents own their homes. Many families live in Henry County and residents tend to be conservative.",15911,128700,780,53926,-0.4082758620689655,-0.2655367231638418,-0.14189328962652958,0.28,0.72,0,-1.0,0,-1.0,38.8,-0.04668304668304679,0,-1.0,310.2,-0.37972405518896224,542.8,-0.7342862737419229,38.8,-0.8633802816901408,0.12,0.12,0.08,0.11,0.12,0.14,0.15,0.17,0.05,-0.5833333333333333,0.08,-0.6000000000000001,0.31,0.06896551724137945,0.41,0.5185185185185184,0.15,0.25,4,2,1,0,1,0,0,0.025,0.182,0.009000000000000001,0.91,0.03,0.02,0.03,0.0,0.01,0.0,0.0,0.5,0.5,0.2,0.22,0.27,0.25,0.05,0.29,0.35,0.24,0.11
0,https://www.niche.com/places-to-live/c/grainger-county-tn/,C minus,C,B minus,C,C minus,C,B+,B minus,A minus,C,B minus,D+,"Grainger County is located in Tennessee with a population of 23,101. In Grainger County, most residents own their homes. Many retirees live in Grainger County and residents tend to be conservative.",23101,119100,641,44064,-0.4524137931034483,-0.396421845574388,-0.29882405359387676,0.21,0.79,97.2,-0.6561726211531659,0,-1.0,0,-1.0,16.2,-0.8804428044280443,259.3,-0.481503699260148,632.1,-0.6905717642451537,162.1,-0.4292253521126761,0.1,0.1,0.08,0.1,0.12,0.15,0.15,0.2,0.03,-0.75,0.07,-0.6499999999999999,0.25,-0.13793103448275856,0.43,0.5925925925925926,0.21,0.75,2.5,6,1,0,2,1,2,0.028999999999999998,0.17800000000000002,0.02,0.94,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.29,0.22,0.25,0.2,0.04,0.35,0.34,0.21,0.1
0,https://www.niche.com/places-to-live/c/sanders-county-mt/,C minus,B+,C minus,B,C minus,C,C+,B,C,B minus,B,B+,"Sanders County is located in Montana with a population of 11,681. In Sanders County, most residents own their homes. Many retirees live in Sanders County and residents tend to be conservative.",11681,228200,627,40823,0.049195402298850555,-0.40960451977401124,-0.35039702114794014,0.22,0.78,433.8,0.534488857446056,0,-1.0,0,-1.0,0,-1.0,66.7,-0.866626674665067,2135.5,0.04537889171725085,133.5,-0.5299295774647887,0.1,0.08,0.06,0.07,0.09,0.11,0.19,0.3,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.29,0.0,0.42,0.5555555555555554,0.11,-0.08333333333333326,,,,,,,,0.026000000000000002,0.159,0.009000000000000001,0.9,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.49,0.51,0.32,0.22,0.24,0.17,0.05,0.34,0.37,0.18,0.11
0,https://www.niche.com/places-to-live/c/wayne-county-mo/,C minus,C minus,B,C,C minus,C,B,B minus,A,C minus,B minus,B minus,"Wayne County is located in Missouri with a population of 13,195. In Wayne County, most residents own their homes. Many retirees live in Wayne County and residents tend to be conservative.",13195,85100,566,34316,-0.608735632183908,-0.4670433145009416,-0.45394077303756986,0.27,0.73,258.9,-0.08418818535550054,0,-1.0,51.8,0.2727272727272725,0,-1.0,310.7,-0.37872425514897023,1346.5,-0.34085568827100055,51.8,-0.8176056338028169,0.1,0.11,0.06,0.1,0.1,0.14,0.16,0.23,0.04,-0.6666666666666666,0.06,-0.7,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.24,1.0,,,,,,,,0.027999999999999997,0.242,0.002,0.95,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.36,0.29,0.19,0.15,0.02,0.42,0.32,0.17,0.08
0,https://www.niche.com/places-to-live/c/lemhi-county-id/,C minus,C,C minus,B minus,C minus,C,B,B,C,A minus,B minus,B+,"Lemhi County is located in Idaho with a population of 7,847. In Lemhi County, most residents own their homes. Many retirees live in Lemhi County and residents tend to be conservative.",7847,177000,657,39324,-0.18620689655172418,-0.3813559322033898,-0.3742501153668666,0.22,0.78,0,-1.0,0,-1.0,0,-1.0,0,-1.0,165.6,-0.668866226754649,231.9,-0.8864793420794987,0,-1.0,0.11,0.08,0.05,0.08,0.1,0.1,0.18,0.29,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.39,0.3448275862068968,0.3,0.11111111111111094,0.08,-0.33333333333333326,,,,,,,,0.022000000000000002,0.12,0.013000000000000001,0.93,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.32,0.23,0.21,0.21,0.03,0.34,0.35,0.2,0.11
0,https://www.niche.com/places-to-live/c/martin-county-mn/,B,B,B+,B,B minus,C+,B,C minus,A minus,A minus,C,A minus,"Martin County is located in Minnesota with a population of 19,852. In Martin County, most residents own their homes. Many retirees live in Martin County and residents tend to be conservative.",19852,118300,620,52798,-0.4560919540229885,-0.416195856873823,-0.15984278280794995,0.26,0.74,54.4,-0.8075698620445702,0,-1.0,31.1,-0.23587223587223594,0,-1.0,373.3,-0.2535492901419716,1617.4,-0.20824358723320924,15.6,-0.9450704225352112,0.13,0.09,0.07,0.11,0.09,0.11,0.16,0.23,0.06,-0.5,0.15,-0.2500000000000001,0.35,0.2068965517241379,0.38,0.40740740740740744,0.07,-0.41666666666666663,,,,,,,,0.026000000000000002,0.13699999999999998,0.004,0.93,0.04,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.21,0.2,0.25,0.26,0.07,0.27,0.29,0.29,0.16
0,https://www.niche.com/places-to-live/c/polk-county-tx/,B,C+,A minus,B minus,B,A minus,B,B,A minus,C+,B+,C+,"Polk County is located in Texas with a population of 48,913. In Polk County, most residents own their homes. Many retirees live in Polk County and residents tend to be conservative.",48913,110200,763,49279,-0.4933333333333333,-0.28154425612052736,-0.21583947297232786,0.24,0.76,412.1,0.45772904138662907,0,-1.0,43.4,0.06633906633906617,21.7,-0.8398523985239852,509.7,0.01919616076784636,2136.2,0.04572155864499705,151.8,-0.4654929577464788,0.11,0.09,0.08,0.12,0.12,0.13,0.17,0.18,0.04,-0.6666666666666666,0.09,-0.55,0.29,0.0,0.39,0.4444444444444444,0.18,0.5,1,1,0,0,0,0,1,0.040999999999999995,0.179,0.042,0.71,0.15,0.02,0.1,0.01,0.01,0.0,0.0,0.46,0.54,0.24,0.22,0.24,0.21,0.08,0.31,0.33,0.23,0.14
0,https://www.niche.com/places-to-live/c/gray-county-ks/,B,B,A minus,C,B,B,B minus,B+,A minus,C+,C minus,B+,"Gray County is located in Kansas with a population of 6,039. In Gray County, most residents own their homes. Many families live in Gray County and residents tend to be conservative.",6039,135500,663,64930,-0.3770114942528736,-0.37570621468926557,0.0332097449198796,0.22,0.78,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0.15,0.14,0.08,0.11,0.13,0.11,0.13,0.15,0.06,-0.5,0.15,-0.2500000000000001,0.35,0.2068965517241379,0.22,-0.18518518518518523,0.23,0.9166666666666667,,,,,,,,0.019,0.057,0.086,0.82,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.11,0.19,0.33,0.3,0.08,0.23,0.29,0.3,0.18
0,https://www.niche.com/places-to-live/c/jefferson-county-ne/,B,B,B,B,B minus,C,B+,A,A minus,C+,B,B+,"Jefferson County is located in Nebraska with a population of 7,144. In Jefferson County, most residents own their homes. Many retirees live in Jefferson County and residents tend to be conservative.",7144,84000,650,44510,-0.6137931034482759,-0.38794726930320156,-0.2917270022118613,0.29,0.71,326.1,0.1535196321188541,0,-1.0,54.3,0.33415233415233403,0,-1.0,543.5,0.08678264347130571,2364.1,0.15728411983551993,0,-1.0,0.13,0.09,0.06,0.1,0.1,0.12,0.17,0.24,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.36,0.24137931034482762,0.37,0.37037037037037024,0.09,-0.25,,,,,,,,0.01,0.114,0.009000000000000001,0.93,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.28,0.22,0.28,0.18,0.04,0.28,0.34,0.27,0.11
0,https://www.niche.com/places-to-live/c/madison-county-in/,B,B minus,B,A minus,B,B minus,B minus,B minus,A minus,B minus,B,B minus,"Madison County is located in Indiana with a population of 129,455. In Madison County, most residents own their homes. Many families live in Madison County and residents tend to be conservative.",129455,97300,774,49522,-0.5526436781609195,-0.27118644067796616,-0.2119726938561176,0.3,0.7,115.6,-0.5910859568447118,1.5,-0.7540983606557377,140.5,2.452088452088452,153.6,0.1335793357933579,702.3,0.4043191361727654,2948.1,0.44316624241237523,357,0.25704225352112675,0.11,0.1,0.09,0.13,0.12,0.13,0.13,0.18,0.06,-0.5,0.12,-0.4,0.31,0.06896551724137945,0.39,0.4444444444444444,0.12,0.0,4.25,4,3,0,0,1,0,0.034,0.163,0.013000000000000001,0.85,0.04,0.02,0.08,0.0,0.01,0.0,0.0,0.5,0.5,0.24,0.22,0.24,0.25,0.05,0.3,0.32,0.26,0.13
0,https://www.niche.com/places-to-live/c/webster-county-ia/,B,C+,B minus,A minus,B minus,B minus,B,C,A minus,B+,B minus,A,"Webster County is located in Iowa with a population of 36,545. In Webster County, most residents own their homes. Residents of Webster County tend to lean conservative.",36545,99100,642,47466,-0.5443678160919541,-0.3954802259887006,-0.24468914596693347,0.32,0.68,452.1,0.5992217898832686,4.1,-0.3278688524590164,90.4,1.2211302211302213,74,-0.4538745387453874,563.1,0.12597480503899217,3616.8,0.7705110632465244,238.4,-0.16056338028169015,0.12,0.09,0.11,0.12,0.11,0.12,0.15,0.18,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.37,0.27586206896551735,0.34,0.2592592592592593,0.1,-0.16666666666666663,,,,,,,,0.026000000000000002,0.13699999999999998,0.018000000000000002,0.87,0.05,0.01,0.05,0.0,0.01,0.0,0.0,0.48,0.52,0.26,0.22,0.23,0.23,0.06,0.3,0.32,0.25,0.13
0,https://www.niche.com/places-to-live/c/pipestone-county-mn/,B,B minus,B+,B,B,B minus,B minus,C,A,C+,C+,B,"Pipestone County is located in Minnesota with a population of 9,191. In Pipestone County, most residents own their homes. Many retirees live in Pipestone County and residents tend to be conservative.",9191,97500,590,52917,-0.5517241379310345,-0.4444444444444444,-0.1579491749279952,0.25,0.75,,,,,,,,,,,,,,,0.14,0.12,0.07,0.11,0.1,0.12,0.14,0.21,0.04,-0.6666666666666666,0.17,-0.15000000000000002,0.33,0.13793103448275867,0.35,0.29629629629629606,0.1,-0.16666666666666663,,,,,,,,0.018000000000000002,0.11599999999999999,0.047,0.88,0.07,0.03,0.0,0.02,0.0,0.0,0.0,0.51,0.49,0.22,0.22,0.24,0.26,0.06,0.27,0.31,0.28,0.14
0,https://www.niche.com/places-to-live/c/marshall-county-tn/,B,B+,B+,B minus,B+,B minus,B+,B minus,A minus,B minus,B,C,"Marshall County is located in Tennessee with a population of 32,965. In Marshall County, most residents own their homes. Many families live in Marshall County and residents tend to be conservative.",32965,136400,763,53197,-0.3728735632183908,-0.28154425612052736,-0.15349362697516034,0.28,0.72,548,0.9384506544039619,6.9,0.1311475409836067,13.9,-0.6584766584766585,41.6,-0.6929889298892988,416.2,-0.16776644671065788,1435.8,-0.2971411787742314,90.2,-0.6823943661971831,0.13,0.11,0.07,0.13,0.13,0.14,0.14,0.16,0.04,-0.6666666666666666,0.1,-0.5,0.29,0.0,0.41,0.5185185185185184,0.15,0.25,3.4,15,1,5,8,1,0,0.037000000000000005,0.139,0.024,0.85,0.05,0.01,0.08,0.0,0.0,0.0,0.01,0.51,0.49,0.19,0.24,0.26,0.25,0.05,0.26,0.35,0.28,0.11
0,https://www.niche.com/places-to-live/c/jefferson-county-il/,B,B minus,B,B+,B minus,B minus,B,B minus,A minus,B+,B minus,B+,"Jefferson County is located in Illinois with a population of 37,985. In Jefferson County, most residents own their homes. Many families live in Jefferson County and residents tend to be conservative.",37985,96700,701,49896,-0.5554022988505747,-0.339924670433145,-0.20602135480483108,0.27,0.73,813.7,1.8783162362928905,11.5,0.8852459016393444,97.4,1.3931203931203933,126.1,-0.06937269372693733,899.6,0.7988402319536092,1340.8,-0.34364597611121994,97.4,-0.6570422535211267,0.13,0.09,0.08,0.12,0.12,0.13,0.13,0.19,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.39,0.3448275862068968,0.31,0.14814814814814814,0.13,0.08333333333333348,,,,,,,,0.044000000000000004,0.16899999999999998,0.008,0.86,0.03,0.02,0.08,0.0,0.01,0.0,0.0,0.49,0.51,0.24,0.21,0.24,0.24,0.06,0.29,0.31,0.25,0.14
0,https://www.niche.com/places-to-live/c/phillips-county-ks/,B,B,B+,B,B,C,B,B minus,A,C,C,B+,"Phillips County is located in Kansas with a population of 5,340. In Phillips County, most residents own their homes. Many retirees live in Phillips County and residents tend to be conservative.",5340,79600,616,50093,-0.6340229885057471,-0.41996233521657256,-0.20288655856658655,0.24,0.76,,,,,,,,,,,,,,,0.13,0.09,0.08,0.1,0.1,0.11,0.15,0.23,0.06,-0.5,0.15,-0.2500000000000001,0.34,0.1724137931034484,0.37,0.37037037037037024,0.08,-0.33333333333333326,,,,,,,,0.018000000000000002,0.095,0.013000000000000001,0.94,0.03,0.01,0.01,0.0,0.01,0.0,0.0,0.51,0.49,0.21,0.21,0.29,0.23,0.05,0.27,0.35,0.26,0.12
0,https://www.niche.com/places-to-live/c/randolph-county-nc/,B,B,B,C+,B,B,C+,B+,A minus,B,B+,B minus,"Randolph County is located in North Carolina with a population of 143,118. In Randolph County, most residents own their homes. Many families live in Randolph County and residents tend to be conservative.",143118,124100,703,47288,-0.4294252873563218,-0.3380414312617702,-0.24752160145123558,0.28,0.72,237.2,-0.1609480014149275,12.6,1.0655737704918034,5.3,-0.8697788697788698,128.7,-0.05018450184501855,810,0.6196760647870425,3527.6,0.7268455061680046,227.1,-0.20035211267605635,0.12,0.11,0.08,0.12,0.12,0.15,0.14,0.17,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.34,0.2592592592592593,0.19,0.5833333333333335,3,5,1,0,2,2,0,0.028999999999999998,0.15,0.046,0.79,0.11,0.02,0.06,0.0,0.01,0.0,0.0,0.51,0.49,0.24,0.23,0.25,0.23,0.05,0.28,0.36,0.26,0.11
0,https://www.niche.com/places-to-live/c/kossuth-county-ia/,B,B,B+,B,B minus,C,B+,C,A,B,C+,A,"Kossuth County is located in Iowa with a population of 14,978. In Kossuth County, most residents own their homes. Many retirees live in Kossuth County and residents tend to be conservative.",14978,102100,679,56073,-0.5305747126436782,-0.3606403013182674,-0.10772878443104239,0.24,0.76,254.1,-0.10116731517509725,0,-1.0,18.2,-0.5528255528255529,0,-1.0,108.9,-0.7822435512897421,326.7,-0.8400724495790092,54.5,-0.8080985915492958,0.12,0.1,0.08,0.1,0.1,0.11,0.16,0.23,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.39,0.3448275862068968,0.37,0.37037037037037024,0.06,-0.5,,,,,,,,0.019,0.10800000000000001,0.008,0.95,0.03,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.21,0.18,0.27,0.29,0.06,0.24,0.29,0.32,0.15
0,https://www.niche.com/places-to-live/c/moultrie-county-il/,B,B,B,B+,B minus,C,A,B minus,A minus,A minus,B,B+,"Moultrie County is located in Illinois with a population of 14,641. In Moultrie County, most residents own their homes. Many families and retirees live in Moultrie County and residents tend to be conservative.",14641,107400,709,61456,-0.5062068965517241,-0.332391713747646,-0.022070875037792592,0.22,0.78,305.5,0.08065086664308452,0,-1.0,18,-0.5577395577395577,18,-0.8671586715867159,53.9,-0.8922215556888622,664.9,-0.6745153710593303,53.9,-0.8102112676056338,0.14,0.11,0.07,0.12,0.12,0.12,0.13,0.19,0.07,-0.41666666666666663,0.12,-0.4,0.33,0.13793103448275867,0.33,0.2222222222222221,0.15,0.25,,,,,,,,0.019,0.07200000000000001,0.006,0.97,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.16,0.2,0.26,0.3,0.09,0.23,0.31,0.29,0.17
0,https://www.niche.com/places-to-live/c/hendry-county-fl/,B,C,B minus,B,B,A,B minus,A,A minus,B minus,A minus,A minus,"Hendry County is located in Florida with a population of 40,732. In Hendry County, most residents own their homes. Many families live in Hendry County and residents tend to lean conservative.",40732,94500,786,40820,-0.5655172413793104,-0.25988700564971756,-0.35044475916172046,0.35,0.65,400.8,0.41775733993632835,0,-1.0,0,-1.0,51.7,-0.6184501845018451,724,0.44771045790841835,1822.9,-0.1076463677305658,181,-0.36267605633802813,0.14,0.13,0.1,0.14,0.12,0.13,0.11,0.13,0.03,-0.75,0.05,-0.75,0.24,-0.1724137931034483,0.34,0.2592592592592593,0.34,1.8333333333333335,,,,,,,,0.046,0.251,0.185,0.32,0.54,0.01,0.11,0.01,0.01,0.0,0.0,0.47,0.53,0.3,0.25,0.19,0.22,0.04,0.35,0.39,0.19,0.07
0,https://www.niche.com/places-to-live/c/kewaunee-county-wi/,B,B+,B+,B+,B,C,B,C+,B+,B minus,B+,B minus,"Kewaunee County is located in Wisconsin with a population of 20,387. In Kewaunee County, most residents own their homes. Many retirees live in Kewaunee County and residents tend to be conservative.",20387,164900,693,66192,-0.2418390804597701,-0.34745762711864403,0.053291536050156685,0.21,0.79,11.8,-0.9582596391934913,0,-1.0,23.5,-0.42260442260442266,11.8,-0.9129151291512915,94.1,-0.8118376324735053,634.9,-0.6892010965341688,23.5,-0.9172535211267605,0.1,0.11,0.07,0.1,0.12,0.14,0.15,0.2,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.34,0.1724137931034484,0.4,0.4814814814814814,0.07,-0.41666666666666663,4,2,0,2,0,0,0,0.015,0.078,0.017,0.94,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.16,0.17,0.24,0.36,0.07,0.24,0.28,0.32,0.16
