,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,African American,Hispanic,Two or more races,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/citrus-county-fl/,B,B,B,B+,B minus,C+,B minus,A minus,B+,B,A minus,B minus,"Citrus County is located in Florida with a population of 145,169. In Citrus County, most residents own their homes. Many retirees live in Citrus County and residents tend to be conservative.",145169,131500,843,44237,-0.395402298850575,-0.206214689265537,-0.296071161465875,0.18,0.82,,,,,,,,,,,,,,,0.07,0.07,0.06,0.08,0.08,0.11,0.16,0.36,0.07,-0.416666666666667,0.11,-0.45,0.33,0.137931034482759,0.37,0.37037037037037,0.12,0,3.44,16,4,6,1,3,2,0.033,0.156,0.019,0.88,0.03,0.06,0.01,0,0.02,0,0,0.51,0.49,0.27,0.24,0.26,0.19,0.05,0.3,0.37,0.23,0.11
0,https://www.niche.com/places-to-live/c/kleberg-county-tx/,B,B minus,C+,A minus,B minus,B+,C+,A minus,B,B,C minus,B,"Kleberg County is located in Texas with a population of 30,974. In Kleberg County, most residents own their homes. Many families and young professionals live in Kleberg County and residents tend to have moderate political views.",30974,91900,859,43730,-0.577471264367816,-0.191148775894539,-0.304138885794758,0.47,0.53,311,0.100106119561373,3.8,-0.377049180327869,11.5,-0.717444717444717,92.1,-0.320295202952029,848.4,0.696460707858428,2606.7,0.276042686508714,96,-0.661971830985916,0.14,0.1,0.2,0.14,0.11,0.09,0.09,0.13,0.07,-0.416666666666667,0.18,-0.1,0.27,-0.068965517241379,0.27,0,0.22,0.833333333333333,,,,,,,,0.05,0.271,0.035,0.2,0.03,0.73,0.01,0,0.02,0,0,0.49,0.51,0.33,0.19,0.17,0.25,0.06,0.36,0.28,0.22,0.14
0,https://www.niche.com/places-to-live/c/strafford-county-nh/,B,B minus,C minus,B+,B+,C+,B+,C,C,A minus,A,B,"Strafford County is located in New Hampshire with a population of 129,124. In Strafford County, most residents own their homes. Many young professionals live in Strafford County and residents tend to lean liberal.",129124,235900,1091,72960,0.084597701149425,0.027306967984934,0.160988495138679,0.34,0.66,118.6,-0.580474000707464,3.9,-0.360655737704918,56.2,0.380835380835381,34.3,-0.746863468634686,217.7,-0.564687062587483,1360,-0.334247111807323,52.3,-0.815845070422535,0.1,0.09,0.16,0.13,0.11,0.13,0.13,0.15,0.13,0.083333333333334,0.22,0.1,0.29,0,0.28,0.037037037037037,0.07,-0.416666666666667,4.33,9,5,2,2,0,0,0.024,0.095,0.029,0.91,0.01,0.03,0.02,0,0.03,0,0,0.51,0.49,0.15,0.15,0.21,0.34,0.15,0.28,0.25,0.26,0.21
0,https://www.niche.com/places-to-live/c/bibb-county-ga/,B,C minus,C minus,A,B minus,A,C+,A minus,B,B+,B+,B+,"Bibb County is located in Georgia with a population of 153,200. In Bibb County, most residents own their homes. Many families and young professionals live in Bibb County and residents tend to lean liberal.",153200,120200,818,41334,-0.44735632183908,-0.229755178907721,-0.342265646134017,0.48,0.52,315.9,0.117438981252211,19.7,2.22950819672131,,,253.4,0.870110701107011,2185.9,3.37092581483703,4735.8,1.318288623458,536.3,0.888380281690141,0.14,0.11,0.1,0.14,0.12,0.12,0.13,0.15,0.11,-0.083333333333333,0.15,-0.25,0.3,0.03448275862069,0.3,0.111111111111111,0.14,0.166666666666667,3.67,12,2,4,6,0,0,0.042,0.246,0.016,0.38,0.54,0.03,0.02,0,0.02,0,0,0.53,0.47,0.32,0.22,0.19,0.2,0.08,0.35,0.29,0.21,0.15
0,https://www.niche.com/places-to-live/c/grant-county-in/,B,B,B,A minus,B,B minus,C+,B minus,A minus,B minus,B minus,A minus,"Grant County is located in Indiana with a population of 66,452. In Grant County, most residents own their homes. Residents of Grant County tend to be conservative.",66452,92700,700,44356,-0.573793103448276,-0.340866290018832,-0.29417755358592,0.32,0.68,181.1,-0.359391581181464,0,-1,29.7,-0.27027027027027,89.2,-0.34169741697417,551.4,0.102579484103179,2567.9,0.257049148227922,232.5,-0.181338028169014,0.11,0.1,0.13,0.11,0.1,0.13,0.14,0.19,0.08,-0.333333333333333,0.1,-0.5,0.29,0,0.4,0.481481481481481,0.13,0.083333333333334,3.47,15,1,5,9,0,0,0.043,0.178,0.009,0.85,0.07,0.04,0.03,0,0.01,0,0,0.52,0.48,0.26,0.24,0.24,0.22,0.04,0.34,0.33,0.23,0.1
0,https://www.niche.com/places-to-live/c/atkinson-county-ga/,B,B,B+,D,B+,A,B,B+,A,C,C,C,"Atkinson County is located in Georgia with a population of 8,239. In Atkinson County, most residents own their homes. Many families live in Atkinson County and residents tend to be conservative.",8239,62700,454,37197,-0.711724137931035,-0.572504708097928,-0.408096367137151,0.27,0.73,0,-1,0,-1,0,-1,146.3,0.079704797047971,804.7,0.609078184363127,1536.2,-0.247992950851772,0,-1,0.14,0.13,0.1,0.12,0.14,0.12,0.12,0.14,0.07,-0.416666666666667,0.05,-0.75,0.2,-0.310344827586207,0.35,0.296296296296296,0.33,1.75,3.5,2,0,1,1,0,0,0.045,0.295,0.102,0.57,0.17,0.25,0,0.01,0,0,0,0.49,0.51,0.3,0.27,0.22,0.15,0.06,0.35,0.36,0.19,0.09
0,https://www.niche.com/places-to-live/c/auglaize-county-oh/,B,B+,B+,B+,B,C,A minus,C+,A minus,B minus,B,B+,"Auglaize County is located in Ohio with a population of 45,729. In Auglaize County, most residents own their homes. Many families live in Auglaize County and residents tend to be conservative.",45729,147300,729,64074,-0.322758620689655,-0.313559322033898,0.019588498321213,0.24,0.76,38.8,-0.86275203395826,0,-1,33.3,-0.181818181818182,22.2,-0.836162361623616,327.3,-0.345530893821236,1253.9,-0.386185627570002,44.4,-0.843661971830986,0.13,0.11,0.08,0.11,0.11,0.13,0.15,0.18,0.07,-0.416666666666667,0.12,-0.4,0.3,0.03448275862069,0.43,0.592592592592593,0.07,-0.416666666666667,3,1,0,0,1,0,0,0.02,0.083,0.004,0.96,0.01,0.02,0.01,0,0,0,0,0.5,0.5,0.16,0.18,0.24,0.34,0.08,0.22,0.3,0.31,0.17
0,https://www.niche.com/places-to-live/c/heard-county-ga/,B,A,A,C minus,B+,B minus,B,B,A,B minus,B,D+,"Heard County is located in Georgia with a population of 11,736. In Heard County, most residents own their homes. Many families live in Heard County and residents tend to be conservative.",11736,109000,630,51358,-0.498850574712644,-0.406779661016949,-0.182757029422529,0.29,0.71,72.6,-0.743190661478599,0,-1,0,-1,0,-1,72.6,-0.854829034193161,2323.9,0.137605247699236,72.6,-0.744366197183099,0.12,0.11,0.08,0.11,0.12,0.15,0.14,0.17,0.05,-0.583333333333333,0.04,-0.8,0.26,-0.103448275862069,0.45,0.666666666666667,0.2,0.666666666666667,4,2,0,2,0,0,0,0.031,0.144,0.012,0.85,0.09,0.03,0.03,0,0.01,0,0,0.51,0.49,0.26,0.18,0.28,0.25,0.04,0.3,0.36,0.25,0.1
0,https://www.niche.com/places-to-live/c/kenai-peninsula-borough-ak/,B,B+,C+,B,B+,B,B,unavailable,C minus,B+,A minus,A minus,"Kenai Peninsula Borough is a County in Alaska with a population of 58,464. In Kenai Peninsula Borough, most residents own their homes. Many families and young professionals live in Kenai Peninsula Borough.",58464,242200,987,66064,0.113563218390805,-0.070621468926554,0.051254714128861,0.27,0.73,213.4,-0.245136186770428,0,-1,175.5,3.31203931203931,37.9,-0.72029520295203,450.5,-0.099180163967207,3727.6,0.824750342666928,308.3,0.08556338028169,0.12,0.1,0.08,0.12,0.12,0.13,0.16,0.16,0.1,-0.166666666666667,0.15,-0.25,0.37,0.275862068965517,0.31,0.148148148148148,0.07,-0.416666666666667,4.17,6,2,3,1,0,0,0.043,0.12,0.014,0.8,0.01,0.04,0.05,0.08,0.02,0,0.01,0.48,0.52,0.19,0.16,0.21,0.3,0.14,0.31,0.24,0.22,0.23
0,https://www.niche.com/places-to-live/c/bottineau-county-nd/,B,B minus,A minus,B,B minus,C+,A minus,C,A minus,C minus,C,B+,"Bottineau County is located in North Dakota with a population of 6,502. In Bottineau County, most residents own their homes. Many young professionals and retirees live in Bottineau County and residents tend to be conservative.",6502,150100,648,60381,-0.309885057471264,-0.389830508474576,-0.039176996642426,0.21,0.79,,,,,,,,,,,,,,,0.11,0.1,0.09,0.1,0.1,0.11,0.16,0.23,0.05,-0.583333333333333,0.19,-0.05,0.4,0.379310344827586,0.28,0.037037037037037,0.08,-0.333333333333333,,,,,,,,0.021,0.097,0.011,0.91,0.01,0.02,0.01,0.04,0,0,0,0.48,0.52,0.19,0.17,0.25,0.29,0.1,0.24,0.3,0.27,0.19
0,https://www.niche.com/places-to-live/c/stephens-county-ga/,B,B minus,B+,C+,B,B,C+,B,A minus,B+,B minus,B minus,"Stephens County is located in Georgia with a population of 25,750. In Stephens County, most residents own their homes. Many retirees live in Stephens County and residents tend to be conservative.",25750,105300,750,47164,-0.515862068965517,-0.293785310734463,-0.249494772687491,0.3,0.7,333.7,0.180403254333216,0,-1,0,-1,107.2,-0.208856088560886,548.1,0.095980803839232,5767.4,1.82328177011944,95.3,-0.66443661971831,0.13,0.1,0.1,0.12,0.1,0.13,0.13,0.2,0.09,-0.25,0.12,-0.4,0.22,-0.241379310344827,0.39,0.444444444444444,0.18,0.5,4,3,0,3,0,0,0,0.043,0.133,0.009,0.82,0.12,0.03,0.01,0,0.01,0,0,0.53,0.47,0.26,0.22,0.25,0.22,0.05,0.33,0.32,0.24,0.1
0,https://www.niche.com/places-to-live/c/graves-county-ky/,B,A minus,A minus,C+,B,B minus,C+,B minus,A minus,C,C,B minus,"Graves County is located in Kentucky with a population of 37,248. In Graves County, most residents own their homes. Many families live in Graves County and residents tend to be conservative.",37248,104300,639,44043,-0.520459770114942,-0.398305084745763,-0.299158219690339,0.25,0.75,230.2,-0.185709232401839,10,0.639344262295082,40,-0.017199017199017,110.1,-0.187453874538745,1291.2,1.58188362327535,3883.5,0.901067162717838,210.2,-0.259859154929577,0.12,0.12,0.08,0.12,0.12,0.13,0.13,0.18,0.07,-0.416666666666667,0.1,-0.5,0.31,0.06896551724138,0.39,0.444444444444444,0.13,0.083333333333334,5,1,1,0,0,0,0,0.035,0.194,0.017,0.87,0.04,0.07,0.02,0,0,0,0,0.51,0.49,0.31,0.2,0.22,0.21,0.06,0.34,0.3,0.24,0.12
0,https://www.niche.com/places-to-live/c/pope-county-mn/,B,B+,B+,B,B,C,A minus,C minus,A minus,B,B minus,B+,"Pope County is located in Minnesota with a population of 11,048. In Pope County, most residents own their homes. Many retirees live in Pope County and residents tend to be conservative.",11048,174300,609,61275,-0.198620689655172,-0.426553672316384,-0.024951068535875,0.22,0.78,52.4,-0.814644499469402,0,-1,0,-1,0,-1,366.7,-0.266746650669866,1414.4,-0.307616996279616,26.2,-0.907746478873239,0.12,0.09,0.06,0.11,0.1,0.11,0.16,0.24,0.07,-0.416666666666667,0.16,-0.2,0.41,0.413793103448276,0.3,0.111111111111111,0.06,-0.5,,,,,,,,0.015,0.072,0.007,0.96,0,0.02,0.01,0,0.01,0,0,0.49,0.51,0.18,0.19,0.23,0.31,0.08,0.24,0.28,0.31,0.18
0,https://www.niche.com/places-to-live/c/jones-county-ga/,B,B,B,C,B,B+,B,B+,A minus,B,C+,C minus,"Jones County is located in Georgia with a population of 28,579. In Jones County, most residents own their homes. Many families live in Jones County and residents tend to be conservative.",28579,124100,775,56020,-0.429425287356322,-0.270244821092279,-0.108572156007829,0.2,0.8,122.3,-0.567385921471525,30.6,4.01639344262295,,,61.1,-0.549077490774908,91.7,-0.816636672665467,1467.4,-0.281672214607402,30.6,-0.892253521126761,0.13,0.1,0.08,0.11,0.13,0.14,0.13,0.17,0.08,-0.333333333333333,0.12,-0.4,0.3,0.03448275862069,0.39,0.444444444444444,0.11,-0.083333333333333,4,1,0,1,0,0,0,0.031,0.139,0.006,0.71,0.25,0.02,0.01,0,0.01,0,0,0.52,0.48,0.23,0.18,0.23,0.29,0.07,0.26,0.31,0.29,0.14
0,https://www.niche.com/places-to-live/c/ashland-county-oh/,B,B,B,B,B,C,B,C,A minus,B,A minus,B,"Ashland County is located in Ohio with a population of 53,536. In Ashland County, most residents own their homes. Many young professionals live in Ashland County and residents tend to be conservative.",53536,128400,725,52823,-0.409655172413793,-0.317325800376648,-0.159444966026447,0.26,0.74,60.5,-0.785992217898833,4.3,-0.295081967213115,34.6,-0.14987714987715,21.6,-0.840590405904059,216.2,-0.567686462707458,1669,-0.182984139416487,25.9,-0.908802816901408,0.12,0.11,0.11,0.11,0.11,0.13,0.14,0.18,0.08,-0.333333333333333,0.13,-0.35,0.26,-0.103448275862069,0.42,0.555555555555555,0.12,0,3.83,18,3,10,4,1,0,0.022,0.137,0.007,0.96,0.01,0.01,0.01,0,0.01,0,0,0.51,0.49,0.19,0.22,0.26,0.26,0.06,0.29,0.34,0.26,0.12
0,https://www.niche.com/places-to-live/c/caldwell-county-nc/,B,A minus,B+,C,B+,B minus,B minus,B,A minus,B,A minus,C+,"Caldwell County is located in North Carolina with a population of 81,884. In Caldwell County, most residents own their homes. Residents of Caldwell County tend to be conservative.",81884,118100,645,44511,-0.457011494252874,-0.392655367231638,-0.291711089540601,0.28,0.72,178.5,-0.368588609833746,0,-1,15.3,-0.624078624078624,53.2,-0.607380073800738,641.9,0.283543291341731,3289.1,0.610093988643039,273.5,-0.036971830985916,0.11,0.1,0.08,0.11,0.11,0.15,0.15,0.19,0.05,-0.583333333333333,0.11,-0.45,0.32,0.103448275862069,0.32,0.185185185185185,0.2,0.666666666666667,4.33,3,1,2,0,0,0,0.037,0.151,0.02,0.87,0.05,0.05,0.02,0,0.01,0,0,0.51,0.49,0.26,0.24,0.23,0.22,0.04,0.32,0.35,0.24,0.09
0,https://www.niche.com/places-to-live/c/butler-county-ne/,B,B+,A minus,B,B minus,C,A minus,B minus,A minus,B,C,B minus,"Butler County is located in Nebraska with a population of 8,029. In Butler County, most residents own their homes. Many retirees live in Butler County and residents tend to be conservative.",8029,117300,734,58979,-0.460689655172414,-0.308851224105461,-0.061486561749121,0.22,0.78,,,,,,,,,,,,,,,0.13,0.11,0.07,0.1,0.11,0.13,0.15,0.2,0.05,-0.583333333333333,0.16,-0.2,0.34,0.172413793103448,0.38,0.407407407407407,0.07,-0.416666666666667,,,,,,,,0.013,0.071,0.009,0.94,0,0.04,0.01,0,0,0,0,0.5,0.5,0.18,0.17,0.25,0.33,0.07,0.26,0.28,0.3,0.16
0,https://www.niche.com/places-to-live/c/lake-county-mn/,B,B,B+,B minus,B,C,B minus,C minus,A minus,C+,B+,B+,"Lake County is located in Minnesota with a population of 10,560. In Lake County, most residents own their homes. Many retirees live in Lake County and residents tend to lean liberal.",10560,174700,662,61452,-0.196781609195402,-0.376647834274953,-0.022134525722833,0.18,0.82,37.6,-0.866996816413159,0,-1,0,-1,0,-1,18.8,-0.962407518496301,93.9,-0.954033679263756,0,-1,0.1,0.08,0.06,0.1,0.11,0.13,0.18,0.26,0.09,-0.25,0.2,0,0.35,0.206896551724138,0.31,0.148148148148148,0.05,-0.583333333333333,,,,,,,,0.019,0.088,0.004,0.95,0.01,0.01,0.01,0.01,0,0,0,0.49,0.51,0.17,0.16,0.28,0.3,0.08,0.25,0.27,0.28,0.2
0,https://www.niche.com/places-to-live/c/richmond-county-nc/,B,B,B minus,C,B+,A,C,B+,A minus,C+,B+,B,"Richmond County is located in North Carolina with a population of 44,997. In Richmond County, most residents own their homes. Many families live in Richmond County and residents tend to lean conservative.",44997,83200,664,36148,-0.617471264367816,-0.374764595103578,-0.424788759289022,0.34,0.66,444.2,0.571276972055182,0,-1,44.6,0.095823095823096,222.1,0.639114391143911,1521.4,2.04219156168766,6574.1,2.21818092813785,277.6,-0.022535211267606,0.12,0.11,0.09,0.12,0.12,0.13,0.14,0.17,0.05,-0.583333333333333,0.1,-0.5,0.33,0.137931034482759,0.32,0.185185185185185,0.19,0.583333333333334,3.67,3,0,2,1,0,0,0.049,0.248,0.024,0.57,0.32,0.06,0.01,0.02,0.01,0,0,0.51,0.49,0.38,0.22,0.2,0.18,0.03,0.36,0.33,0.23,0.08
0,https://www.niche.com/places-to-live/c/comanche-county-tx/,B,B,B+,C,B minus,B+,B minus,B+,A minus,B minus,C minus,C+,"Comanche County is located in Texas with a population of 13,529. In Comanche County, most residents own their homes. Many retirees live in Comanche County and residents tend to be conservative.",13529,105000,533,53516,-0.517241379310345,-0.498116760828625,-0.148417484843181,0.2,0.8,409.3,0.447824548991864,0,-1,110.2,1.70761670761671,31.5,-0.767527675276753,503.8,0.007398520295941,1653,-0.190816526336401,47.2,-0.833802816901408,0.11,0.11,0.07,0.1,0.11,0.12,0.14,0.24,0.06,-0.5,0.14,-0.3,0.29,0,0.35,0.296296296296296,0.15,0.25,3,3,0,1,1,1,0,0.02,0.111,0.052,0.69,0.01,0.28,0.01,0.01,0.01,0,0,0.5,0.5,0.22,0.2,0.26,0.28,0.04,0.26,0.34,0.28,0.12
0,https://www.niche.com/places-to-live/c/yauco-municipio-pr/,D+,unavailable,C minus,D minus,D minus,D minus,D minus,A+,B,unavailable,C+,B+,"Yauco Municipio is a County in Puerto Rico with a population of 35,428. In Yauco Municipio, most residents own their homes. Many young professionals live in Yauco Municipio.",35428,91100,365,14743,-0.581149425287356,-0.656308851224106,-0.765399487611985,0.24,0.76,,,,,,,,,,,,,,,0.1,0.09,0.09,0.11,0.12,0.13,0.14,0.21,0.06,-0.5,0.19,-0.05,0.16,-0.448275862068965,0.33,0.222222222222222,0.27,1.25,4.5,2,1,1,0,0,0,0.073,,,0,0,0.99,0,0,0,0,0,0.52,0.48,0.68,0.19,0.1,0.03,0,,,,
0,https://www.niche.com/places-to-live/c/las-piedras-municipio-pr/,D+,unavailable,C,D,D+,D+,D minus,A+,B,unavailable,C minus,C,"Las Piedras Municipio is a County in Puerto Rico with a population of 37,499. In Las Piedras Municipio, most residents own their homes. Many families live in Las Piedras Municipio.",37499,114200,560,21667,-0.474942528735632,-0.472693032015066,-0.655220151806884,0.22,0.78,,,,,,,,,,,,,,,0.09,0.11,0.09,0.13,0.15,0.13,0.13,0.17,0.06,-0.5,0.16,-0.2,0.31,0.06896551724138,0.24,-0.111111111111111,0.22,0.833333333333333,4,1,0,1,0,0,0,0.059,,,0,0,1,0,0,0,0,0,0.52,0.48,0.56,0.23,0.13,0.07,0.01,,,,
0,https://www.niche.com/places-to-live/c/hormigueros-municipio-pr/,D+,unavailable,C minus,D minus,D,D minus,D minus,A+,B,unavailable,C,B,"Hormigueros Municipio is a County in Puerto Rico with a population of 15,943. In Hormigueros Municipio, most residents own their homes. Many young professionals and retirees live in Hormigueros Municipio.",15943,98700,424,19030,-0.546206896551724,-0.60075329566855,-0.697181865919832,0.27,0.73,,,,,,,,,,,,,,,0.08,0.09,0.08,0.1,0.12,0.13,0.12,0.27,0.05,-0.583333333333333,0.18,-0.1,0.22,-0.241379310344827,0.32,0.185185185185185,0.24,1,4.75,4,3,1,0,0,0,0.106,,,0,0,1,0,0,0,0,0,0.54,0.46,0.64,0.2,0.11,0.04,0.01,,,,
0,https://www.niche.com/places-to-live/c/musselshell-county-mt/,D,B minus,D+,B minus,C minus,C+,C,B minus,C,C,C+,C+,"Musselshell County is located in Montana with a population of 4,766. In Musselshell County, most residents own their homes. Many retirees live in Musselshell County and residents tend to be conservative.",4766,172700,756,43274,-0.205977011494253,-0.288135593220339,-0.311395063889375,0.28,0.72,,,,,,,,,,,,,,,0.1,0.1,0.06,0.07,0.1,0.13,0.18,0.26,0.05,-0.583333333333333,0.11,-0.45,0.32,0.103448275862069,0.43,0.592592592592593,0.08,-0.333333333333333,,,,,,,,0.027,0.127,0.004,0.91,0,0.03,0.02,0.03,0.01,0,0,0.5,0.5,0.26,0.25,0.25,0.2,0.04,0.32,0.31,0.27,0.1
0,https://www.niche.com/places-to-live/c/sabana-grande-municipio-pr/,D,unavailable,C minus,D minus,D minus,D minus,D minus,A+,B+,unavailable,C+,B,"Sabana Grande Municipio is a County in Puerto Rico with a population of 22,560. In Sabana Grande Municipio, most residents own their homes. Many young professionals and retirees live in Sabana Grande Municipio.",22560,95800,467,17319,-0.559540229885057,-0.560263653483992,-0.724408446445905,0.24,0.76,,,,,,,,,,,,,,,0.09,0.1,0.11,0.1,0.12,0.12,0.13,0.22,0.03,-0.75,0.16,-0.2,0.22,-0.241379310344827,0.33,0.222222222222222,0.26,1.16666666666667,,,,,,,,0.069,,,0,0,1,0,0,0,0,0,0.53,0.47,0.64,0.2,0.12,0.04,0,,,,
0,https://www.niche.com/places-to-live/c/naranjito-municipio-pr/,D,unavailable,C+,D,D+,D minus,D minus,A+,B+,unavailable,C+,C minus,"Naranjito Municipio is a County in Puerto Rico with a population of 28,112. In Naranjito Municipio, most residents own their homes. Many families live in Naranjito Municipio.",28112,88100,477,18883,-0.594942528735632,-0.550847457627119,-0.69952102859507,0.25,0.75,,,,,,,,,,,,,,,0.1,0.1,0.1,0.13,0.12,0.13,0.14,0.18,0.03,-0.75,0.13,-0.35,0.3,0.03448275862069,0.25,-0.074074074074074,0.29,1.41666666666667,4.5,2,1,1,0,0,0,0.096,,,0,0,1,0,0,0,0,0,0.51,0.49,0.62,0.22,0.11,0.04,0,,,,
0,https://www.niche.com/places-to-live/c/san-lorenzo-municipio-pr/,D,unavailable,C,D,D,D,C minus,A+,B,unavailable,C,D+,"San Lorenzo Municipio is a County in Puerto Rico with a population of 37,209. In San Lorenzo Municipio, most residents own their homes.",37209,110100,498,19380,-0.493793103448276,-0.531073446327684,-0.691612430978788,0.25,0.75,,,,,,,,,,,,,,,0.1,0.09,0.1,0.13,0.13,0.14,0.14,0.18,0.04,-0.666666666666667,0.14,-0.3,0.28,-0.03448275862069,0.26,-0.037037037037037,0.28,1.33333333333333,,,,,,,,0.031,,,0,0,1,0,0,0,0,0,0.51,0.49,0.6,0.21,0.14,0.05,0,,,,
0,https://www.niche.com/places-to-live/c/issaquena-county-ms/,D,D+,C,C minus,D minus,B,B+,unavailable,A minus,D+,C minus,B minus,"Issaquena County is located in Mississippi with a population of 1,361. In Issaquena County, most residents rent their homes. Many retirees live in Issaquena County and residents tend to lean liberal.",1361,79200,375,24208,-0.635862068965517,-0.646892655367232,-0.614786054134908,0.56,0.44,,,,,,,,,,,,,,,0.11,0.03,0.04,0.21,0.17,0.11,0.17,0.16,0.02,-0.833333333333333,0.01,-0.95,0.25,-0.137931034482759,0.32,0.185185185185185,0.39,2.25,,,,,,,,0.048,0.358,0,0.37,0.62,0.01,0,0,0,0,0,0.38,0.62,0.52,0.1,0.2,0.17,0.02,0.51,0.28,0.14,0.06
0,https://www.niche.com/places-to-live/c/morovis-municipio-pr/,D,unavailable,C+,D,D+,D,D minus,A+,B,unavailable,C+,C minus,"Morovis Municipio is a County in Puerto Rico with a population of 30,962. In Morovis Municipio, most residents own their homes. Many families live in Morovis Municipio.",30962,105700,503,20941,-0.514022988505747,-0.526365348399247,-0.666772751141734,0.31,0.69,,,,,,,,,,,,,,,0.09,0.12,0.1,0.14,0.13,0.14,0.13,0.15,0.03,-0.75,0.14,-0.3,0.26,-0.103448275862069,0.28,0.037037037037037,0.29,1.41666666666667,,,,,,,,0.097,,,0,0,1,0,0,0,0,0,0.5,0.5,0.6,0.23,0.12,0.04,0.01,,,,
0,https://www.niche.com/places-to-live/c/canovanas-municipio-pr/,D,unavailable,C minus,D,D+,D+,D minus,A+,B minus,unavailable,C,C minus,"Canóvanas Municipio is a County in Puerto Rico with a population of 45,588. In Canóvanas Municipio, most residents own their homes. Many young professionals live in Canóvanas Municipio.",45588,107500,522,21267,-0.505747126436782,-0.508474576271186,-0.661585220310934,0.26,0.74,,,,,,,,,,,,,,,0.11,0.1,0.1,0.12,0.14,0.15,0.12,0.16,0.06,-0.5,0.17,-0.15,0.21,-0.275862068965517,0.31,0.148148148148148,0.25,1.08333333333333,4.33,3,1,2,0,0,0,0.121,,,0,0,1,0,0,0,0,0,0.52,0.48,0.56,0.21,0.13,0.08,0.02,,,,
0,https://www.niche.com/places-to-live/c/las-marias-municipio-pr/,D,unavailable,C minus,D minus,D,D minus,C minus,A+,B+,unavailable,C+,C minus,"Las Marías Municipio is a County in Puerto Rico with a population of 8,370. In Las Marías Municipio, most residents own their homes. Many families live in Las Marías Municipio.",8370,84800,284,14135,-0.610114942528736,-0.732580037664783,-0.775074391738141,0.28,0.72,,,,,,,,,,,,,,,0.09,0.12,0.1,0.11,0.12,0.13,0.14,0.2,0.02,-0.833333333333333,0.15,-0.25,0.11,-0.620689655172414,0.27,0,0.46,2.83333333333333,,,,,,,,0.017,,,0,0,1,0,0,0,0,0,0.5,0.5,0.67,0.21,0.1,0.02,0,,,,
0,https://www.niche.com/places-to-live/c/rio-grande-municipio-pr/,D,unavailable,C minus,D,D,D+,D minus,A+,B,unavailable,C minus,C minus,"Río Grande Municipio is a County in Puerto Rico with a population of 49,613. In Río Grande Municipio, most residents own their homes. Many families live in Río Grande Municipio.",49613,113800,527,22669,-0.476781609195402,-0.50376647834275,-0.639275655204239,0.25,0.75,,,,,,,,,,,,,,,0.09,0.1,0.1,0.13,0.13,0.14,0.12,0.19,0.05,-0.583333333333333,0.18,-0.1,0.22,-0.241379310344827,0.33,0.222222222222222,0.22,0.833333333333333,4.5,2,1,1,0,0,0,0.116,,,0.01,0,0.99,0,0,0,0,0,0.52,0.48,0.55,0.24,0.15,0.06,0.01,,,,
0,https://www.niche.com/places-to-live/c/aguadilla-municipio-pr/,D,unavailable,D,D minus,D,D,D minus,A+,B minus,unavailable,C,B+,"Aguadilla Municipio is a County in Puerto Rico with a population of 52,803. In Aguadilla Municipio, most residents own their homes. Many young professionals and retirees live in Aguadilla Municipio.",52803,118200,443,16269,-0.456551724137931,-0.58286252354049,-0.741116751269036,0.4,0.6,,,,,,,,,,,,,,,0.09,0.11,0.09,0.12,0.12,0.13,0.13,0.21,0.07,-0.416666666666667,0.17,-0.15,0.21,-0.275862068965517,0.29,0.074074074074074,0.26,1.16666666666667,4,4,2,1,0,1,0,0.084,,,0.02,0,0.98,0,0,0,0,0,0.52,0.48,0.64,0.18,0.12,0.05,0.01,,,,
