,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Year 4,Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Yes,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Specialty Details
0,https://freida.ama-assn.org/program/1104112043,Community-based university affiliated,Geisinger Medical Center,3,3,No,Yes,"June,July",Yes,No,https://www.geisinger.edu/education/residencies-fellowships/residencies,Not Available,"Christopher J Wilson
MD
Geisinger Health System
Emergency Medicine Pgm
100 N Academy Ave
Danville, PA 17822-2005
Tel: (570) 271-6812
Fax: (570) 214-9442
E-mail: cjwilson@geisinger.edu","Christopher J Wilson
MD
Geisinger Health System
Emergency Medicine Pgm
100 N Academy Ave
Danville, PA 17822-2005
Tel: (570) 271-6812
Fax: (570) 214-9442
E-mail: cjwilson@geisinger.edu",1104112043,"Geisinger Health System, Emergency Medicine Pgm, 100 N Academy Ave, Danville, PA 17822-2005","100 N Academy Ave, Danville, PA 17822","100 N Academy Ave, Danville, PA 17822-2201","1000 E Mountain Dr, Wilkes-Barre, PA 18711",,"The Geisinger Health System EM program is uniquely located in an affordable, friendly, and safe rural setting, but serves the tertiary/quaternary care (Level 1 trauma center, pediatric trauma center, etc.) for 31 counties. Offers LifeFlight experience.",9,9,9,No,No,"Yes , Codes: 1608110C0",No,12/31/2020,11/16/2020 - 2/8/2021_-,,,No,162,No,No,3,No,Yes,200__400_,No,No Answer,Yes,"No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,12,0,5,0,17,0,16.6,0.5 to 1,50,12,1.5,Yes,Yes,N/A,0,Every fourth night for 1 month(s),0,N/A,Not Available,5,8%,N/A,"$58,036.00",15,NGO,"$60,443.00",15,NGO,"$63,000.00",20,NGO,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Required,No,No,Yes,,,,35.3,4.8,59.7,30.5,69.4,,,,,,NGO (wks),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100213,,,3,3,Yes,Yes,July,No,No,https://www.einstein.edu,Not Available,"Barry E Brenner
MD, PhD
Einstein Med Ctr Montgomery
Emergency Medicine Pgm
559 W Germantown Pike
East Norriton, PA 19403
Tel: (484) 622-7039
Fax:
E-mail: banasjen@einstein.edu","Jennifer  Banas
MHA
Einstein Med Ctr Montgomery
Emergency Medicine Pgm
559 W Germantown Pike
East Norriton, PA 19403
Tel: (215) 456-6975
Fax:
E-mail: banasjen@einstein.edu",1104100213,"Einstein Med Ctr Montgomery, Emergency Medicine Pgm, 559 W Germantown Pike, East Norriton, PA 19403","5501 Old York Rd, Philadelphia, PA 19141","559 W Germantown Pike, East Norriton, PA 19403","111 S 11th St, Philadelphia, PA 19107-5096","3601 A St, Philadelphia, PA 19134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5501 Old York Rd, Philadelphia, PA 19141-3098",,,,,,,,,,,,,,"902 Germantown Pike, Plymouth Meeting, PA 19462",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100214,Community-based university affiliated,St Luke's Hospital-Anderson Campus,3,3,No,Yes,July,Yes,No,https://www.slhn.org/gme/residencies/emergency-medicine-anderson,Not Available,"Molly  Mulflur
MD
St Luke's Hosp-Anderson Campus
Emergency Medicine Pgm
1700 St Luke's Blvd
Easton, PA 18045
Tel: (484) 503-3074
Fax:
E-mail: molly.mulflur@sluhn.org","Anne  Willner
St Luke's Hosp-Anderson Campus
Emergency Medicine Pgm
1700 St Luke's Blvd
Easton, PA 18045
Tel: (484) 503-3059
Fax:
E-mail: Anne.Willner@sluhn.org",1104100214,"St Luke's Hosp-Anderson Campus, Emergency Medicine Pgm, 1700 St Luke's Blvd, Easton, PA 18045","1872 St Luke's Blvd, Easton, PA 18045","34th St & Civic Center Blvd, Philadelphia, PA 19104","801 Ostrum St, Bethlehem, PA 18015",,"We are a newly accredited 3-year program that is excited to match our first class of residents this cycle! Despite our newness our faculty are experienced educators with fellowship training and expertise in Simulation, Ultrasound, Toxicology, EMS and Research. We are also part of the greater St. Luke's University Health Network which has a long history of supporting graduate medical education. Our program will enjoy access to the many resources that come with being part of St. Luke's.",10,10,10,No,No,Yes,No,1/1/2021,10/29/2020 - 2/18/2021_10/1/2021 - 2/1/2022,10/1/2021,1/1/2022,Yes,0,No,No,3,No,Yes,__450_,No,No Answer,Yes,No,No Answer,Not required,Yes,Yes,Yes,18,2,0,0,18,2,44.4,0.6 to 1,45,16,2.5,Yes,,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,NGO,10%,"$60,316.00",15,12,"$63,987.00",15,12,"$66,553.00",15,12,Yes,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,,No,,,,,,,,,,,(2 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100203,Community-based,UPMC Hamot,3,3,No,Yes,July,Yes,No,http://www.upmc.com/locations/hospitals/hamot/Pages/default.aspx,Not Available,"Justin P Puller
MD
UPMC Hamot
Emergency Medicine Pgm
201 State St
Erie, PA 16550
Tel: (814) 877-2594
Fax: (814) 877-4010
E-mail: dandreawr@upmc.edu","Karen  Martin
UPMC Hamot
Emergency Medicine Pgm
201 State St
Erie, PA 16550
Tel: (814) 877-2594
Fax: (814) 877-4010
E-mail: martinkm@upmc.edu",1104100203,"UPMC Hamot, Emergency Medicine Pgm, 201 State St, Erie, PA 16550","3600 Forbes Ave, Pittsburgh, PA 15213","201 State St, Erie, PA 16550-0001","45th & Penn Ave, Pittsburgh, PA 15201","100 Fairfield Dr, Seneca, PA 16346","We're a busy trauma center with no general surgery or anesthesia residency, so our residents have full primary responsibility for every trauma patient!  Our residents are the primary trainees in the ICU, NICU and with cardiology and peds. Our department coverage affords residents better case selection than many other programs, providing the best of educational experiences with more procedures and resuscitations per resident",6,6,6,No,No,"Yes , Codes: 1611110C0",No,11/15/2020,11/16/2020 - 2/5/2021_11/16/2021 - 2/1/2022,10/15/2021,11/15/2021,Yes,69,No,No,3,Yes,Yes,200_200_400_400,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,21,0,0,0,21,0,23.8,1.1 to 1,50,24,2,Yes,,N/A,0,N/A,0,N/A,Not Available,5,NGO,N/A,"$59,727.00",20,Not Available,"$61,823.00",20,Not Available,"$63,672.00",20,Not Available,Yes,14,NGO,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,No,,,No,12.7,5.3,81.8,25.0,75.0,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100208,Community-based university affiliated,St Vincent Health Center,3,3,No,Yes,July,Yes,No,http://www.ahn.org,Not Available,"Matthew T McCarthy
DO
St Vincent Hosp
4th Fl
311 W 24th St
Erie, PA 16502
Tel: (814) 452-7698
Fax: (814) 452-5097
E-mail: matthew.mccarthy@ahn.org","Diane  Whitney
St Vincent Hosp
GME 4th Fl
311 W 24th St
Erie, PA 16502
Tel: (814) 452-5109
Fax: (814) 452-5097
E-mail: diane.whitney@ahn.org",1104100208,"St Vincent Hosp, 4th Fl, 311 W 24th St, Erie, PA 16502","320 E North Ave, Pittsburgh, PA 15212","232 W 25th St, Erie, PA 16544","45th & Penn Ave, Pittsburgh, PA 15201","5230 Centre Ave, Pittsburgh, PA 15232","St Vincent emergency medicine residency offers a high volume department (68,000) and has no other critical care residencies in the 468 bed facility. The emergency medicine resident covers the ICU's and emergency department, allowing a high volume of critical care cases and procedures.",6,6,6,No,No,"Yes , Codes: 1612110C0",No,11/1/2020,10/15/2020 - 2/6/2021_10/10/2021 - 2/5/2022,7/1/2021,11/1/2021,Yes,65,No,No,3,Yes,No,___450,No,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,22,6,0,0,22,6,18.1,1.2 to 1,64,12,2,Yes,,N/A,0,N/A,0,N/A,Not Available,6,0%,0%,"$58,390.00",18,2,"$60,004.00",18,2,"$61,640.00",18,2,Yes,20,NGO,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,No,3.0,1.5,95.4,26.1,73.8,,,,,,NGO (wks),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100209,,,3,3,No,Yes,July,Yes,No,https://www.pinnaclehealth.org/professionals-and-job-seekers/,Not Available,"Erik I Kochert
MD
UPMC Pinnacle Hosps
Emergency Medicine Pgm
111 S Front St
Harrisburg, PA 17101
Tel: (717) 782-5206
Fax: (717) 782-5716
E-mail: kochertei@upmc.edu","James  Cleckner
UPMC Pinnacle Hosps
Emergency Medicine Pgm
111 S Front St
Harrisburg, PA 17101
Tel:
Fax:
E-mail: clecknerjt@upmc.edu",1104100209,"UPMC Pinnacle Hosps, Emergency Medicine Pgm, 111 S Front St, Harrisburg, PA 17101","111 S Front St, Harrisburg, PA 17105-8700","111 S Front St, Harrisburg, PA 17105-8700","22 S Greene St, Baltimore, MD 21201-1595","500 University Dr, Hershey, PA 17033-0850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4300 Londonderry Rd, Harrisburg, PA 17109",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104133171,University-based,Penn State Milton S Hershey Medical Center,3,3,Yes,Yes,July,Yes,No,https://residency.med.psu.edu/programs/emergency-medicine-residency/,Not Available,"Elizabeth B Werley
MD
Penn State Hershey Med Ctr
Emergency Medicine Mail Code H043
500 University Dr
Hershey, PA 17033
Tel: (717) 531-1443
Fax: (717) 531-4441
E-mail: ewerley@pennstatehealth.psu.edu","Melissa  Leota
Penn State Health Hershey Med Ctr
Emergency Medicine Mail Code H043
500 University Dr
Hershey, PA 17033
Tel: (717) 531-1443
Fax: (717) 531-4441
E-mail: mleota@pennstatehealth.psu.edu",1104133171,"Penn State Hershey Med Ctr, Emergency Medicine Mail Code H043, 500 University Dr, Hershey, PA 17033","500 University Dr, Hershey, PA 17033-0850","111 S Front St, Harrisburg, PA 17105-8700",,,"Penn State Health Milton S Hershey Medical Center is the only Level 1 adult and pediatric trauma center in the state. We have an active ground and air EMS program. We have a dedicated Pediatric Emergency Department incorporated into the main ED. We are the only academic tertiary referral center in all of south central Pennsylvania. Our annual patient volume is 75,000 visits, with interesting pathology and high acuity.",10,10,10,No,No,"Yes , Codes: 1617110C0",No,,-_-,,,Yes,156,No,No,1,No,Yes,___,No,No Answer,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,26,1,2,0,28,1,50.0,0.9 to 1,Not Available,Not Available,Not Available,Yes,,Every fourth night for 4 week(s),NGO,Every fourth night for 4 week(s),NGO,N/A,NGO,5,NGO,N/A,"$60,632.00",20,NGO,"$62,684.00",20,NGO,"$64,735.00",20,NGO,Yes,Not Available,Not Available,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,,,No,87.8,0.0,12.1,22.4,77.5,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100202,,,3,3,No,Yes,July,Yes,No,https://gme.conemaugh.org/resident-programs/emergency-medicine-residency,Not Available,"Michael  Galuska
MD
Conemaugh Memorial Med Ctr
Emergency Medicine Pgm
1086 Franklin St
Johnstown, PA 15905
Tel: (814) 534-3745
Fax: (814) 534-5677
E-mail: dmachak@conemaugh.org","Debra  Machak
BS
Conemaugh Memorial Med Ctr
Emergency Medicine Pgm
1086 Franklin St
Johnstown, PA 15905
Tel: (814) 534-3745
Fax: (814) 534-5677
E-mail: dmachak@conemaugh.org",1104100202,"Conemaugh Memorial Med Ctr, Emergency Medicine Pgm, 1086 Franklin St, Johnstown, PA 15905","1086 Franklin St, Johnstown, PA 15905","1600 Rockland Rd, Wilmington, DE 19899-0269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104100205,,,4,4,No,Yes,July,Yes,No,http://www.JeffNortheastEM.com,Not Available,"Scott  Plasner
DO
Jefferson Health Northeast
Emergency Medicine Pgm
10800 Knights Rd
Philadelphia, PA 19114
Tel: (215) 612-5726
Fax: (215) 612-4069
E-mail: scott.plasner@jefferson.edu","Lourie  De Leo
Jefferson Health Northeast
Emergency Medicine Pgm
10800 Knights Rd
Philadelphia, PA 19114
Tel: (215) 612-5726
Fax: (215) 612-4069
E-mail: lourie.deLlo@jefferson.edu",1104100205,"Jefferson Health Northeast, Emergency Medicine Pgm, 10800 Knights Rd, Philadelphia, PA 19114","10800 Knights Rd, Philadelphia, PA 19114","34th St & Civic Center Blvd, Philadelphia, PA 19104","111 S 11th St, Philadelphia, PA 19107-5096","3601 A St, Philadelphia, PA 19134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3401 N Broad St, Philadelphia, PA 19140",,,,,,,,,,,,,,"5501 Old York Rd, Philadelphia, PA 19141-3098","Frankford Ave & Wakeling St, Philadelphia, PA 19124","380 N Oxford Valley Rd, Langhorne, PA 19047-8399","Red Lion and Knights Rd, Philadelphia, PA 19114",,,,,,,,,
0,https://freida.ama-assn.org/program/1104100206,,,3,3,No,Yes,July,Yes,No,https://www.trinityhealthma.org/,Not Available,"Kanika  Gupta
MD
Nazareth Hosp
Emergency Medicine Pgm
2601 Holme Ave
Philadelphia, PA 19152
Tel: (302) 584-8656
Fax:
E-mail: kanika.gupta@mercyhealth.org","Monica  Rollerson
Nazareth Hosp
Emergency Medicine Pgm
2601 Holme Ave
Philadelphia, PA 19152
Tel:
Fax:
E-mail: monica.rollerson@mercyhealth.org",1104100206,"Nazareth Hosp, Emergency Medicine Pgm, 2601 Holme Ave, Philadelphia, PA 19152","2601 Holme Ave, Philadelphia, PA 19152","3400 Spruce St, Philadelphia, PA 19104-4283","3601 A St, Philadelphia, PA 19134","1201 Langhorne-Newtown Rd, Langhorne, PA 19047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104112064,University-based,Thomas Jefferson University Hospital,3,3,No,Yes,June,Yes,No,http://www.jefferson.edu/university/jmc/departments/emergency_medicine/,Not Available,"Robin M Naples
MD
Thomas Jefferson Univ Hosp
Rm 1651 Thompson Bldg
1020 Sansom St
Philadelphia, PA 19107
Tel: (215) 955-9837
Fax:
E-mail: robin.naples@jefferson.edu","Lori E Berryman
Thomas Jefferson Univ Hosp
Rm 1651 Thompson Bldg
1020 Sansom St
Philadelphia, PA 19107
Tel: (215) 955-9837
Fax:
E-mail: lori.berryman@jefferson.edu",1104112064,"Thomas Jefferson Univ Hosp, Rm 1651 Thompson Bldg, 1020 Sansom St, Philadelphia, PA 19107","1025 Walnut St, Philadelphia, PA 19107-5083","111 S 11th St, Philadelphia, PA 19107-5096","1600 Rockland Rd, Wilmington, DE 19899-0269","1600 Haddon Ave, Camden, NJ 08103-1111",,17,17,17,No,No,"Yes , Codes: 1630110C0",No,12/1/2020,11/3/2020 - 1/29/2021_11/2/2021 - 1/30/2022,9/15/2021,12/1/2021,Yes,171,No,No,3,No,Yes,___,No,226-235,Yes,No,501-540,"Desired, with some exceptions",Yes,Yes,No,42,0,2,0,44,0,35.7,0.8 to 1,60,28,2,Yes,,Every fourth night for 1 month(s),0,Every fourth night for 1 week(s),0,N/A,Not Available,5,NGO,N/A,"$60,785.00",15,NGO,"$62,776.00",20,NGO,"$65,413.00",20,NGO,Yes,35,Not Available,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,Yes,"One Cooper Plaza, Camden, NJ 08103-1489",,No,86.9,3.8,9.2,40.1,59.8,,,,,,,"34th St & Civic Center Blvd, Philadelphia, PA 19104","2301 S Broad St, Philadelphia, PA 19148","255 W Lancaster Ave, Paoli, PA 19301",,,,,,,,,,
0,https://freida.ama-assn.org/program/1104121122,Community-based university affiliated,Einstein Medical Center Philadelphia,4,4,No,Yes,July,Yes,No,http://www.einstein.edu/education/emergency-medicine/,Not Available,"Deborah  Pierce
DO, MS
Einstein Med Ctr Philadelphia
Korman B-9
5501 Old York Rd
Philadelphia, PA 19141
Tel: (215) 456-3834
Fax: (215) 456-6601
E-mail: corbij@einstein.edu","JoAnn B Corbi
Einstein Med Ctr Philadelphia
Korman B-9
5501 Old York Rd
Philadelphia, PA 19141
Tel: (215) 456-3834
Fax: (215) 456-6601
E-mail: corbij@einstein.edu",1104121122,"Einstein Med Ctr Philadelphia, Korman B-9, 5501 Old York Rd, Philadelphia, PA 19141","5501 Old York Rd, Philadelphia, PA 19141","5501 Old York Rd, Philadelphia, PA 19141-3098","34th St & Civic Center Blvd, Philadelphia, PA 19104","3601 A St, Philadelphia, PA 19134","Four-year program, busy Level 1 trauma center in Philadelphia; twice national average admissions to ICU; 18% peds integrated into ED. Multiple ICU rotations: burns, PICU, NICU, SICU, MICU, CCU. Other rotations include: optho, ENT, ortho, neuro, admin; two scholars and elective rotations. Additional peds in EM and PICU at Children's Hospital of Philadelphia. Active ACGME medical toxicology fellowship and EMS fellowship (pending approval).",15,15,15,No,No,"Yes , Codes: 1631110C0",No,11/1/2020,11/2/2020 - 1/14/2021_11/1/2021 - 1/15/2022,9/14/2021,11/1/2021,Yes,275,No,No,1,No,Yes,215__500_,No,Greater than 245,Yes,No,Greater than 600,Required,No,No,No,49,0,0,0,49,0,46.9,0.8 to 1,51,12,2.5,Yes,Yes,N/A,0,N/A,0,Every fourth night for 8 week(s),0,5,NGO,N/A,"$57,898.00",20,12,"$59,525.00",20,12,"$60,896.00",20,12,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,"3401 N Broad St, Philadelphia, PA 19140",15,,45.8,0.5,53.6,49.1,50.8,N/A,Not Available,"$63,377.00",20,12,(6 wks ),"559 W Germantown Pike, East Norriton, PA 19403",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104121148,,,4,4,No,Yes,June,Yes,No,http://www.uphs.upenn.edu/em/education/residency.htm,Not Available,"Lauren Weinberger Conlon
MD
Hosp of the Univ of Pennsylvania
Ground Ravdin
3400 Spruce St
Philadelphia, PA 19104
Tel: (215) 662-6305
Fax: (215) 662-2875
E-mail: michele.haynes@uphs..upenn.edu","Michele D Haynes
BS
Hosp of the Univ of Pennsylvania
Dept of Emergency Med Ground Ravdin
3400 Spruce St
Philadelphia, PA 19104
Tel: (215) 662-6305
Fax: (215) 662-2875
E-mail: michele.haynes@pennmedicine.upenn.edu",1104121148,"Hosp of the Univ of Pennsylvania, Ground Ravdin, 3400 Spruce St, Philadelphia, PA 19104","3400 Spruce St, Philadelphia, PA 19104-4283","34th St & Civic Center Blvd, Philadelphia, PA 19104","800 Spruce St, Philadelphia, PA 19107","51 N 39th St, Philadelphia, PA 19104-2699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104121155,,,3,3,Yes,Yes,July,Yes,No,https://medicine.temple.edu/,Not Available,"Jacob W Ufberg
MD
Temple Univ Hosp
Jones Hall 10th Fl
3401 N Broad St
Philadelphia, PA 19140
Tel: (215) 707-5435
Fax: (215) 707-3494
E-mail: jacob.ufberg@tuhs.temple.edu","Katherine  Knaupp
Temple Univ Hosp
Emergency Med Jones Hall 10th Fl
3401 N Broad St
Philadelphia, PA 19140
Tel: (215) 707-5435
Fax:
E-mail: katherine.knaupp@tuhs.temple.edu",1104121155,"Temple Univ Hosp, Jones Hall 10th Fl, 3401 N Broad St, Philadelphia, PA 19140","3401 N Broad St, Philadelphia, PA 19140","34th St & Civic Center Blvd, Philadelphia, PA 19104","3601 A St, Philadelphia, PA 19134","100 E Lehigh Ave, Philadelphia, PA 19125-1098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7600 Central Ave, Philadelphia, PA 19111",,,,,,,,,,,,,,,,,,,,,,,,,,
