,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4
0,https://freida.ama-assn.org/program/0803400055,3,3,No,No,July,Yes,No,https://dermatology.unm.edu/residency/index.html,Not Available,"Emily  Altman
MD
Univ of New Mexico Health Science Ctr
MSC07 4240
1021 Medical Arts Ave
Albuquerque, NM 87102
Tel: (505) 272-6000
Fax: (505) 272-6003
E-mail: ealtman@salud.unm.edu","Kathy  Freise
PhD
Univ of New Mexico Health Science Ctr
Dept of Dermatology
1021 Medical Arts Ave
Albuquerque, NM 87131-5231
Tel: (505) 272-6000
Fax: (505) 272-6003
E-mail: kfreise@salud.unm.edu",0803400055,"Univ of New Mexico Health Science Ctr, MSC07 4240, 1021 Medical Arts Ave, Albuquerque, NM 87102","1 University Blvd, Albuquerque, NM 87131-5156","2211 Lomas Blvd NE, Albuquerque, NM 87106-2745","1501 San Pedro Dr SE, Albuquerque, NM 87108","1001 Woodward Pl NE, Albuquerque, NM 87102","6200 Uptown Blvd, Albuquerque, NM 97110",,"UNM Dept of Dermatology serves the needs of a diverse multicultural population of patients of all ages from the Albuquerque region and is a referral center for the state of New Mexico. Residents gain experience caring for patients with complex dermatologic diseases and benign and malignant skin tumors. We are committed to providing the highest quality care for patients with skin, hair and nail diseases through our clinic, and to providing excellence in education for our community and trainees.",University-based,University of New Mexico School of Medicine,3,3,2,"Yes  , 1 year(s)",No,"No , Codes: 1962080R0","Yes , Codes: 1962080A0",,-_1/15/2021 - 1/30/2021,9/1/2020,11/9/2020,Yes,40,No,No,3,No,Yes,225__650_,No,226-235,Yes,No,Greater than 600,Required,Yes,No,No,7,0,3,0,10,0,57.1,1.0 to 1,50,24,1.6,Yes,No,,,,,,N/A,9,N/A,9,N/A,8,8,68%,2%,"$55,646.00",21,21,"$57,671.00",21,21,"$59,805.00",21,21,Yes,21,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Optional,Yes,No,Yes,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803500129,3,3,No,No,July,No,No,http://sbhny.org,Not Available,"Cindy  Hoffman
DO
St Barnabas Hosp
Dermatology Pgm
4422 Third Ave
Bronx, NY 10457
Tel: (718) 960-6649
Fax: (718) 960-6125
E-mail: mmiranda1@sbhny.org","Amber  Cooper
St Barnabas Hosp
Dermatology Pgm
4422 Third Ave
Bronx, NY 10457
Tel: (718) 960-6517
Fax:
E-mail: acooper@sbhny.org",0803500129,"St Barnabas Hosp, Dermatology Pgm, 4422 Third Ave, Bronx, NY 10457","183rd St & Third Ave, Bronx, NY 10457","2050 Saw Miller River Rd, Yorktown Heights, NY 10598","3400 Bainbridge Ave, Bronx, NY 10467","7901 4th Ave, Brooklyn, NY 11209","5 E 98th St, New York, NY 10029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803531058,3,3,No,No,July,Yes,No,https://www.einstein.yu.edu/departments/medicine/divisions/dermatology/,Not Available,"Ranon  Mann
MD
Montefiore Med Ctr
Div of Dermatology
111 E 210th St
Bronx, NY 10977
Tel: (718) 920-2680
Fax: (718) 944-4219
E-mail: rmann@montefiore.org","Karen  Grant
MS
Montefiore Med Ctr
Div of Dermatology
111 E 210th St
Bronx, NY 10467-2490
Tel: (718) 920-2680
Fax: (718) 944-4219
E-mail: kagrant@montefiore.org",0803531058,"Montefiore Med Ctr, Div of Dermatology, 111 E 210th St, Bronx, NY 10977","111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467-0001","1400 Pelham Pkwy S, Bronx, NY 10461","183rd St & Third Ave, Bronx, NY 10457","600 E 233rd St, Bronx, NY 10466-2697","1825 Eastchester Rd, Bronx, NY 10461","Einstein Dermatology offers a thorough and robust curriculum in all aspects of dermatology including complex medical dermatology (both out-patient and in-patient), pediatric dermatology, cosmetic dermatology, dermatopathology, and dermatologic surgery. We also have a robust research program. We work to foster a collaborative and scholarly work environment to provide the highest level of training possible.",University-based,Montefiore Medical Center-Henry and Lucy Moses Division,7,6,6,"Yes  , 1 year(s)",No,No,Yes,,-_1/7/2021 - 1/14/2021,9/1/2020,10/31/2020,Yes,,No,No,3,No,Yes,220___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,17,0,0,0,17,0,64.7,0.8 to 1,40,10,1.6,No,No,90.0,6.6,3.3,73.3,26.6,N/A,4,N/A,8,N/A,3,9,90%,10%,"$71,000.00",20,10,"$74,000.00",20,10,"$77,000.00",20,10,Yes,12,60,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Not available,Yes,Yes,No,,"3424 Kossuth Ave, Bronx, NY 10467",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521065,3,3,No,No,July,Yes,No,,Not Available,"Sharon  Glick
MD
SUNY Downstate Med Ctr
Box 46
450 Clarkson Ave
Brooklyn, NY 11203
Tel: (718) 270-1229
Fax: (718) 270-2794
E-mail: nancy.mingoia@downstate.edu","Nancy R Mingoia
SUNY Downstate Med Ctr
Dept of Dermatology
450 Clarkson Ave
Brooklyn, NY 11203
Tel: (718) 270-1229
Fax: (718) 270-2794
E-mail: nancy.mingoia@downstate.edu",0803521065,"SUNY Downstate Med Ctr, Box 46, 450 Clarkson Ave, Brooklyn, NY 11203","450 Clarkson Ave, Brooklyn, NY 11203-2098","451 Clarkson Ave, Brooklyn, NY 11203-2097","1 Brookdale Plaza, Brooklyn, NY 11212-3198","800 Poly Pl, Brooklyn, NY 11209","445 Lenox Rd, Brooklyn, NY 11203-2098",,,University-based,NYC Health + Hospitals/Kings County,8,8,8,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1426080A0",,-_11/18/2020 - 1/6/2021,9/1/2020,11/15/2020,Yes,40,No,No,3,No,Yes,240___,No,236-245,No,"No, require USMLE scores for all applicants",No Answer,Required,No,No,No,8,0,4,0,12,0,50.0,0.4 to 1,38,8,2,No,No,93.6,6.3,0.0,72.0,27.9,Two times per week for 3 month(s),24,Two times per week for 3 month(s),24,Two times per week for 3 month(s),12,5,80%,5%,Not Available,20,5,Not Available,20,5,Not Available,20,5,No,NGO,NGO,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Within 30 days of starting program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Not available,No,No,Yes,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803500128,3,3,No,Yes,July,No,No,https://ehs.org/medical-education/dermatology,Not Available,"Suzanne J Sirota Rozenberg
DO
St John's Episcopal Hosp-South Shore
Dermatology Pgm
327 Beach 19th St
Far Rockaway, NY 11691
Tel: (718) 869-7108
Fax: (718) 868-7834
E-mail: vweekes@ehs.org","Vielka  Weekes
St John's Episcopal Hosp-South Shore
T608
327 Beach 19th St
Far Rockaway, NY 11691
Tel: (718) 869-7108
Fax:
E-mail: vweekes@ehs.org",0803500128,"St John's Episcopal Hosp-South Shore, Dermatology Pgm, 327 Beach 19th St, Far Rockaway, NY 11691","327 Beach 19th St, Far Rockaway, NY 11691","150 55th St, Brooklyn, NY 11220-2574","100 Midland Ave, Port Chester, NY 10583","7901 4th Ave, Brooklyn, NY 11209","11 Irving Pl, Woodmere, NY 11598","40-37 74th St, Queens, NY 11373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2820 Ocean Pkwy, Brooklyn, NY 11235","440 Atlantic Ave, Brooklyn, NY 11217","24 Prospect Park W, Brooklyn, NY 11215","2351 Bedford Ave, Bellmore, NY 11710","345 E 37th St, New York, NY 10016","150 Sunrise Hwy, Lindenhurst, NY 11757","103-11 68th Dr, Queens, NY 11375",,,,,,
0,https://freida.ama-assn.org/program/0803500126,3,3,No,No,July,Yes,No,http://medicine.hofstra.edu/department/dermatology/index.html,Not Available,"Amit  Garg
MD
Cohen Children's Med Ctr
Dermatology Pgm
1991 Marcus Ave
Lake Success, NY 11042
Tel: (516) 719-3376
Fax: (516) 321-8516
E-mail: pweigele@northwell.edu","Peter  Weigele
BBA
Cohen Children's Med Ctr
Ste 300
1991 Marcus Ave
Lake Success, NY 11042
Tel:
Fax:
E-mail: pweigele@northwell.edu",0803500126,"Cohen Children's Med Ctr, Dermatology Pgm, 1991 Marcus Ave, Lake Success, NY 11042","125 Community Dr, Great Neck, NY 11021","300 Community Dr, Manhasset, NY 11030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521062,3,3,No,Yes,July,Yes,No,http://www.cornelldermatology.com/residency_program/,Not Available,"Horatio F Wildman
MD
NewYork-Presbyterian/Weill Cornell Med Ctr
Dermatology Pgm 9th Fl
1305 York Ave
New York, NY 10065
Tel: (646) 962-7275
Fax: (646) 962-0040
E-mail: hfw2001@med.cornell.edu","Mynaria  Everett
BA
NewYork-Presbyterian/Weill Cornell Med Ctr
Dermatology Pgm 9th Fl
1305 York Ave
New York, NY 10021
Tel: (646) 962-7275
Fax: (646) 962-0040
E-mail: mfe3001@med.cornell.edu",0803521062,"NewYork-Presbyterian/Weill Cornell Med Ctr, Dermatology Pgm 9th Fl, 1305 York Ave, New York, NY 10065","525 E 68th St, New York, NY 10021","525 E 68th St, New York, NY 10021-1234","1275 York Ave, New York, NY 10021","234 Eugenio Maria De Hostos Blvd (149th St), Bronx, NY 10451-9998","535 E 70th St, New York, NY 10021-1000",,,University-based,NewYork-Presbyterian/Weill Cornell Medical Center,5,4,4,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1492080A0",,1/1/2021 - 1/29/2021_-,,,Yes,50,No,No,3,No,Yes,200_200__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,16,0,3,0,19,0,50.0,1.3 to 1,50,12,1.8,No,No,100.0,0.0,0.0,61.5,38.4,Two times per week for 6 month(s),7,Once per week for week(s),5,Once per week for week(s),1,12,70%,N/A,"$77,048.00",20,NGO,"$83,363.00",20,NGO,"$85,706.00",20,NGO,Yes,28,90,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Resident Shares Cost,Resident Shares Cost,Not Available,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521063,3,3,No,No,July,Yes,No,http://www.nymc.edu,Not Available,"Marian  Russo
MD
NYC Health+Hosps/Metropolitan
Dept of Dermatology Rm 1208
1901 First Ave
New York, NY 10467
Tel: (212) 423-7467
Fax: (212) 423-8464
E-mail: russom1@nychhc.org","Magali  Cruz
BS
NYC Health+Hosps/Metropolitan
Dept of Dermatology Rm 1208
1901 First Ave
New York, NY 10029
Tel: (212) 423-7467
Fax: (212) 423-8464
E-mail: magali.cruz@nychhc.org",0803521063,"NYC Health+Hosps/Metropolitan, Dept of Dermatology Rm 1208, 1901 First Ave, New York, NY 10467","40 Sunshine Cottage Rd, Valhalla, NY 10595","1901 First Ave, New York, NY 10029","2601 Ocean Pkwy, Brooklyn, NY 11235","760 Broadway, Brooklyn, NY 11206-5317",,,,University-based,NYC Health + Hospitals/Metropolitan,3,3,3,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1473080A0",,-_1/2/2021 - 1/30/2021,9/1/2020,11/1/2020,Yes,45,No,No,3,No,Yes,225_225__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,1,0,9,1,10,1,0.0,0.6 to 1,40,10,2,Yes,No,91.6,8.3,0.0,39.3,60.6,N/A,20,N/A,20,N/A,8,10,95%,5%,"$68,988.00",20,NGO,"$74,469.00",20,NGO,"$77,049.00",20,NGO,No answer,NGO,NGO,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Not available,No,No,Yes,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521064,3,3,No,Yes,July,Yes,No,http://dermatology.med.nyu.edu,Not Available,"Jo-Ann M Latkowski
MD
New York Univ Langone Med Ctr
Ambulatory Care Ctr 11th Fl
240 E 38th St
New York, NY 10016
Tel: (212) 263-5245
Fax: (212) 263-8752
E-mail: dermprogdir@med.nyu.edu","Norma  Elliott
MS
New York Univ Langone Med Ctr
Ambulatory Care Ctr 11th Fl
240 E 38th St
New York, NY 10016
Tel: (212) 263-3722
Fax: (212) 263-8752
E-mail: norma.elliott@nyumc.org",0803521064,"New York Univ Langone Med Ctr, Ambulatory Care Ctr 11th Fl, 240 E 38th St, New York, NY 10016","550 First Ave, New York, NY 10016-1111","550 First Ave, New York, NY 10016","462 First Ave, New York, NY 10016","423 E 23rd St, New York, NY 10010","240 E 38th St, New York, NY 10016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521104,3,3,No,No,July,Yes,No,http://www.dermatology.columbia.edu,Not Available,"Larisa  Geskin
MD
NewYork-Presbyterian/Columbia Univ Med Ctr
Dept of Dermatology Rm 1206
161 Fort Washington Ave
New York, NY 10032
Tel: (212) 305-5317
Fax:
E-mail: ljg2145@cumc.columbia.edu","Audrey D Summers
BA
NewYork-Presbyterian/Columbia Univ Med Ctr
Dept of Dermatology Rm 1217A
161 Fort Washington Ave
New York, NY 10032
Tel: (212) 305-5317
Fax: (212) 342-4571
E-mail: ads2226@cumc.columbia.edu",0803521104,"NewYork-Presbyterian/Columbia Univ Med Ctr, Dept of Dermatology Rm 1206, 161 Fort Washington Ave, New York, NY 10032","525 E 68th St, New York, NY 10021","622 W 168th St, New York, NY 10032","130 W Kingsbridge Rd, Bronx, NY 10468","42-09 28th St, Long Island City, NY 11101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803500127,3,3,No,No,July,Yes,No,http://icahn.mssm.edu/education/residencies-fellowships/list/,Not Available,"Jacob  Levitt
MD
Mount Sinai Med Ctr
Box 1047
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 659-9530
Fax: (212) 348-7434
E-mail: jacob.levitt@mountsinai.org","Diana  Ramos
Mount Sinai Med Ctr
Box 1047
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 659-9536
Fax: (212) 348-7434
E-mail: diana.ramos@mountsinai.org",0803500127,"Mount Sinai Med Ctr, Box 1047, 1 Gustave L Levy Pl, New York, NY 10029","One Gustave L Levy Pl, New York, NY 10029-6574","1000 Tenth Ave, New York, NY 10019","82-68 164th St, Jamaica, NY 11432","79-01 Broadway, Elmhurst, NY 11373","281 First St, New York, NY 10003","1650 Grand Concourse, Bronx, NY 10457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1425 Madison Ave, New York, NY 10029",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803500001,3,3,Yes,Yes,July,No,No,,Not Available,"Ross  Zeltser
MD
Nuvance Health
Dermatology Pgm
45 Reade Pl
Poughkeepsie, NY 12601
Tel: (845) 790-2085
Fax:
E-mail: johnni.lindsay@nuvancehealth.org","Johnni  Lindsay
MA
Nuvance Health
Dermatology Pgm
45 Reade Pl
Poughkeepsie, NY 12601
Tel: (845) 790-2085
Fax:
E-mail: johnni.lindsay@nuvancehealth.org",0803500001,"Nuvance Health, Dermatology Pgm, 45 Reade Pl, Poughkeepsie, NY 12601","1351 Rte 55, LaGrangeville, NY 12540","29 Fox St, Poughkeepsie, NY 12601","45 Reade Pl, Poughkeepsie, NY 12601","969 Main St, Fishkill, NY 12524","40 Hurley Ave, Kingston, NY 12401","336 US-202, Somers, NY 10589",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98 Green St, Hudson, NY 12534",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521102,3,3,No,No,July,Yes,No,http://www.urmc.rochester.edu/dermatology/index.cfm,Not Available,"Mary G Mercurio
MD
Univ of Rochester Med Ctr
Box 697
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 275-0193
Fax: (585) 275-0022
E-mail: natasha_garcia@urmc.rochester.edu","Natasha  Garcia
Univ of Rochester Med Ctr
Box 697 Derm at College Town
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 275-0193
Fax: (585) 461-3509
E-mail: natasha_garcia@urmc.rochester.edu",0803521102,"Univ of Rochester Med Ctr, Box 697, 601 Elmwood Ave, Rochester, NY 14642","601 Elmwood Ave, Rochester, NY 14642","435 E Henrietta Rd, Rochester, NY 14620","400 Fort Hill Ave, Canandiagua, NY 14424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803521113,3,3,No,No,July,Yes,No,https://www.stonybrookmedicine.edu/patientcare/Dermatology,Not Available,"Jordan  Slutsky
MD
Stony Brook Med
Dept of Dermatology Bldg F Ste 200
1320 Stony Brook Rd
Stony Brook, NY 11790
Tel: (631) 444-3843
Fax: (631) 444-4276
E-mail: blair.bohnhorst@stonybrookmedicine.edu","Blair  Bohnhorst
Stony Brook Med
Dept of Dermatology Bldg F Ste 200
1320 Stony Brook Rd
Stony Brook, NY 11790
Tel: (631) 444-3843
Fax: (631) 444-4276
E-mail: blair.bohnhorst@stonybrookmedicine.edu",0803521113,"Stony Brook Med, Dept of Dermatology Bldg F Ste 200, 1320 Stony Brook Rd, Stony Brook, NY 11790","101 Nichols Rd, Stony Brook, NY 11794","1275 York Ave, New York, NY 10021","79 Middleville Rd, Northport, NY 11768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0803800144,3,3,Yes,Yes,June,Yes,No,https://www.ohiohealth.com/medical-education/residencies/,Not Available,"Dawn L Sammons
DO
OhioHealth O'Bleness Hosp
Oakview Dermatology Athens
55 Hospital Dr
Athens, OH 45701
Tel: (740) 566-4621
Fax: (740) 566-4622
E-mail: drdawn@oakviewderm.com","Emily  McMurtry
OhioHealth Riverside Methodist Hosp
Dermatology Pgm
3535 Olentangy River Rd
Columbus, OH 43214
Tel:
Fax:
E-mail: res_derm@ohiohealth.com",0803800144,"OhioHealth O'Bleness Hosp, Oakview Dermatology Athens, 55 Hospital Dr, Athens, OH 45701","155 E Broad St, Columbus, OH 43215","410 W Tenth Ave, Columbus, OH 43210-1228","700 Children's Dr, Columbus, OH 43205-2596","75 Hospital Dr, Athens, OH 45701","7835 Paragon Rd, Dayton, OH 45459","428 County Line Rd, Westerville, OH 43082",,Community-based,OhioHealth,2,2,2,"No, with exceptions",Yes,"Yes , Codes: 1567080C0","Yes , Codes: 1567080A0",,-_-,,,No,,No,No,3,Yes,No,__550_550,No,No Answer,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,0,0,7,0,7,0,,0.5 to 1,40,24,2,Yes,No,,,,,,N/A,0,N/A,0,N/A,Not Available,6,85%,15%,"$57,886.00",15,Not Available,"$59,696.00",15,Not Available,,,,Yes,Not Available,Not Available,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,No,,,,,,,,,"$56,056.00",15,Not Available,,,
