,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",,Participant 3,Participant 4,Night float system,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13
0,https://freida.ama-assn.org/program/1402311153,University-based,Johns Hopkins Hospital,3,3,No,Yes,July,Yes,No,http://www.hopkinsmedicine.org/Medicine/hstrainingprogram/,Not Available,"Sanjay  Desai
MD
Johns Hopkins Univ Hosp
Dept of Medicine Ste 9029
1830 E Monument St
Baltimore, MD 21287
Tel: (410) 955-7910
Fax: (410) 955-0374
E-mail: sanjayvdesai@jhmi.edu","Jennifer  Jackson
Johns Hopkins Univ
Dept of Medicine Harvey 808
600 N Wolfe St
Baltimore, MD 21287
Tel: (410) 955-7911
Fax: (410) 955-0374
E-mail: jjacks28@jhmi.edui",1402311153,"Johns Hopkins Univ Hosp, Dept of Medicine Ste 9029, 1830 E Monument St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629","4940 Eastern Ave, Baltimore, MD 21224",,,48,46,42,No,Yes,"Yes , Codes: 1242140C0,1242140C1,1242140P0,1242766C0",No,11/6/2020,11/11/2020 - 1/8/2021_11/10/2021 - 1/7/2022,10/1/2021,11/5/2021,Yes,375,No,No,3,No,Yes,190___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,Yes,Yes,508,20,3,0,511,20,18.7,3.7 to 1,74,28,1.2,No,Yes,95.7,4.0,0.0,39.6,60.3,Every third night for 2 week(s),0,Every third night for 6 week(s),8,Every third night for 6 week(s),12,6,25%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$57,160.00",28,91,"$59,570.00",28,91,"$62,439.00",28,91,No answer,91,Not Available,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,(8 wks ),,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402311154,Community-based university affiliated,University of Maryland Medical Center Midtown Campus,3,3,No,Yes,"June,July",Yes,No,http://ummidtown.org/professionals/residency-program,Not Available,"Robert T P Chow
MD, MBA
Maryland Med Ctr Midtown Campus
Ste 3B
827 Linden Ave
Baltimore, MD 21201
Tel: (410) 225-8790
Fax: (410) 225-8910
E-mail: medicine-ummtc@umm.edu","Sheera  Nowlin
Maryland Med Ctr Midtown Campus
Ste 3B
827 Linden Ave
Baltimore, MD 21201
Tel: (410) 225-8790
Fax: (410) 225-8910
E-mail: medicine-ummtc@umm.edu",1402311154,"Maryland Med Ctr Midtown Campus, Ste 3B, 827 Linden Ave, Baltimore, MD 21201","827 Linden Ave, Baltimore, MD 21201-4681","10 N Greene St, Baltimore, MD 21201-1524",,,"The University of Maryland Medical Center Midtown Campus program is closely affiliated with the University of Maryland Medical Center (UMMC), as clinical services are closely integrated between the two campuses. Our residents are supervised and mentored by fulltime faculty of the University of Maryland School of Medicine.  Residents have access to the resources and faculty of UMMC but enjoy the intimate and supportive community hospital style and environment of Midtown.",9,9,9,No,No,"Yes , Codes: 1244140C0",No,1/29/2021,10/26/2020 - 1/29/2021_10/18/2021 - 1/28/2022,9/13/2021,1/28/2022,Yes,220,No,No,3,No,Yes,225_230_500_,Yes,236-245,Yes,No,501-540,"Desired, with some exceptions",Yes,No,No,34,0,0,0,34,0,35.2,1.2 to 1,68,14,1,Yes,Yes,6.3,85.9,7.7,29.1,70.8,N/A,0,N/A,0,N/A,Not Available,7,25%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$53,763.00",14,10,"$56,407.00",14,10,"$58,979.00",14,10,Yes,20,NGO,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402312156,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402312157,Community-based,Sinai Hospital of Baltimore,3,3,No,Yes,June,Yes,No,http://www.lifebridgehealth.org/,Not Available,"Stephanie  Sharps
MD
Sinai Hosp of Baltimore
Hoffberger Prof Bldg Ste 56
2401 W Belvedere Ave
Baltimore, MD 21215
Tel: (410) 601-7068
Fax:
E-mail: ssharps@lifebridgehealth.org","Jean  Sturdivant
Sinai Hosp of Baltimore
Hoffberger Prof Bldg Ste 56
2401 W Belvedere Ave
Baltimore, MD 21215
Tel: (410) 601-7068
Fax:
E-mail: jsturdiv@lifebridgehealth.org",1402312157,"Sinai Hosp of Baltimore, Hoffberger Prof Bldg Ste 56, 2401 W Belvedere Ave, Baltimore, MD 21215","2401 W Belvedere Ave, Baltimore, MD 21215-5271","4940 Eastern Ave, Baltimore, MD 21224","600 N Wolfe St, Baltimore, MD 21287-1629",,"SH medicine program prepares residents for careers in any area of medicine they choose. Our program offers you an outstanding educational experience. Individualized attention, unique curriculum, and a large enthusiastic faculty guarantee your success.",25,16,16,No,Yes,"Yes , Codes: 1249140C0,1249140P0",No,12/24/2020,10/26/2020 - 12/18/2020_10/24/2021 - 12/23/2021,9/1/2021,12/23/2021,Yes,350,No,No,3,No,Yes,210___,No,No Answer,Yes,No Answer,541-600,"Desired, with some exceptions",Yes,No,No,54,0,27,0,81,0,31.4,1.1 to 1,75,24,1,No,Yes,21.6,59.6,18.6,45.1,54.8,N/A,0,Every third night for 8 week(s),0,Every third night for 8 week(s),Not Available,10,NGO,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$56,241.00",28,NGO,"$58,443.00",28,NGO,"$60,684.00",28,NGO,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402312159,,,3,3,No,Yes,"June,July",Yes,No,https://www.medstarhealth.org/mhim,Not Available,"Stephanie Amina-Hasan Detterline
MD
MedStar Union Memorial Hosp
Dept of Medicine Ste 405
201 E University Pkwy
Baltimore, MD 21218
Tel: (410) 554-2284
Fax: (410) 554-2184
E-mail: stephanie.detterline@medstar.net","Alicia  Taylor
BA
MedStar Union Memorial Hosp
Dept of Medicine Ste 405
201 E University Pkwy
Baltimore, MD 21218-2895
Tel: (410) 554-2284
Fax: (410) 554-2184
E-mail: alicia.k.taylor@medstar.net",1402312159,"MedStar Union Memorial Hosp, Dept of Medicine Ste 405, 201 E University Pkwy, Baltimore, MD 21218","10980 Grantchester Way, Columbia, MD 21044","201 E University Pkwy, Baltimore, MD 21218-2895","9000 Franklin Square Dr, Baltimore, MD 21237-3998","600 N Wolfe St, Baltimore, MD 21287-1629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5601 Loch Raven Blvd, Baltimore, MD 21239","3001 S Hanover St, Baltimore, MD 21230",,,,,,,,,,
0,https://freida.ama-assn.org/program/1402321160,University-based,University of Maryland Program,3,3,No,Yes,"June,July",Yes,No,http://www.umm.edu/imres,Not Available,"Susan D Wolfsthal
MD
Univ of Maryland Med System
Rm N3E09
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-2388
Fax:
E-mail: umdmed@som.umaryland.edu","Shirley M Bell
Univ of Maryland Med Ctr
Dept of Medicine Rm N3E09
22 S Greene St
Baltimore, MD 21201-1595
Tel: (410) 328-2388
Fax:
E-mail: umdmed@som.umaryland.edu",1402321160,"Univ of Maryland Med System, Rm N3E09, 22 S Greene St, Baltimore, MD 21201","22 S Greene St, Baltimore, MD 21201-1595","301 St Paul Pl, Baltimore, MD 21201-2165","10 N Greene St, Baltimore, MD 21201-1524",,"The University of Maryland is a major urban academic center where we care for a broad spectrum of patients from primary care to advanced, complex diseases. Our faculty provide close supervision, teaching and mentoring for our residents. Our curriculum supports robust clinical training in a learning environment that promotes a healthy work-life balance, patient safety and research. Approximately 70% pursue fellowships with others choosing careers in academics, hospital medicine or primary care.",68,32,32,No,Yes,"Yes , Codes: 1252140C0,1252140C1,1252140C2,1252140P0,1252140P1,1252140P2",No,12/15/2020,11/6/2020 - 1/21/2021_10/9/2020 - 1/13/2022,9/15/2021,12/15/2021,Yes,450,No,No,4,No,Yes,225_230__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,242,0,36,0,278,0,39.6,1.9 to 1,68,28,1,No,Yes,90.4,8.7,0.7,50.2,49.7,Every fourth night for 6 week(s),0,Every fourth night for 8 week(s),0,Every fourth night for 8 week(s),Not Available,5,20%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$55,961.00",28,29,"$58,699.00",28,29,"$61,403.00",28,29,Yes,29,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402331152,,,3,3,No,No,June,Yes,No,http://www.gbmc.org/residency,Not Available,"Elisabeth M Carr
MD
Greater Baltimore Med Ctr
Physicians Pavilion East Ste 203
6565 N Charles St
Baltimore, MD 21204
Tel: (443) 849-2682
Fax: (443) 849-8030
E-mail: medres@gbmc.org","Elisabeth M Carr
Greater Baltimore Med Ctr
Physicians Pavilion East Ste 203
6565 N Charles St
Baltimore, MD 21204
Tel: (443) 849-2682
Fax: (443) 849-8030
E-mail: medres@gbmc.org",1402331152,"Greater Baltimore Med Ctr, Physicians Pavilion East Ste 203, 6565 N Charles St, Baltimore, MD 21204","6701 N Charles St, Baltimore, MD 21204-6808","600 N Wolfe St, Baltimore, MD 21287-1629","555 W Towsontown Blvd, Baltimore, MD 21204","700 W 40th St, Baltimore, MD 21212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7001 N Charles St, Baltimore, MD 21204",,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402311013,,,3,3,Yes,Yes,June,Yes,Yes,,Not Available,"William T Shimeall
MD, MPH
Walter Reed National Military Med Ctr
Dept of Internal Medicine
8901 Wisconsin Ave
Bethesda, MD 20889
Tel: (301) 295-2966
Fax: (301) 319-8660
E-mail: william.t.shimeall.mil@mail.mil","Wennifer L Williams
MHA
Walter Reed National Military Med Ctr
Dept of Internal Medicine
8901 Wisconsin Ave
Bethesda, MD 20889
Tel: (301) 319-8754
Fax: (301) 319-8660
E-mail: wennifer.l.williams.civ@mail.mil",1402311013,"Walter Reed National Military Med Ctr, Dept of Internal Medicine, 8901 Wisconsin Ave, Bethesda, MD 20889","4301 Jones Bridge Rd, Bethesda, MD 20814-4799","8901 Rockville Pike, Bethesda, MD 20889-5600","50 Irving St NW, Washington, DC 20422-0269","110 Irving St NW, Washington, DC 20010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3300 Gallows Rd, Falls Church, VA 22042-3300","1701 N George Mason Dr, Arlington, VA 22205-3698",,,,,,,,,,
0,https://freida.ama-assn.org/program/1402321161,Community-based university affiliated,University of Maryland Prince George's Hospital Center,3,3,No,Yes,"July,August",Yes,No,http://www.dimensionshealth.org/internal-medicine-residency-program/,Not Available,"Teshome  Tegene
MD
Prince George's Hosp Ctr
Dept of Medicine 5th Fl
3001 Hospital Dr
Cheverly, MD 20785
Tel: (301) 618-3774
Fax:
E-mail: teshome.tegene@dimensionshealth.org","Stephanie L Davis
Prince George's Hosp Ctr
Dept of Medicine 5th Fl
3001 Hospital Dr
Cheverly, MD 20785
Tel: (301) 618-3772
Fax: (301) 618-2986
E-mail: stephanie.davis@umm.edu",1402321161,"Prince George's Hosp Ctr, Dept of Medicine 5th Fl, 3001 Hospital Dr, Cheverly, MD 20785","3001 Hospital Dr, Cheverly, MD 20785",,,,The residency program is structured to ensure that each resident experience and become a outstanding general internist or subspecialist.,18,12,12,No,Yes,"Yes , Codes: 1905140C0,1905140P0",No,12/31/2020,11/1/2020 - 12/31/2020_11/1/2021 - 12/31/2021,9/15/2021,12/31/2021,No,320,No,No,3,No,Yes,___,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,25,0,3,0,28,0,24.0,0.6 to 1,70,30,1,No,Yes,0.0,100.0,0.0,54.6,45.3,Every fourth night for 1 month(s),0,Every fifth night for 1 month(s),8,Every sixth night for 1 month(s),8,10,10%,40%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$53,256.00",20,12,"$55,861.00",20,12,"$58,434.00",20,12,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Not available,No,No,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402300490,Community-based university affiliated,Gaithersburg Medical Center,3,3,No,Yes,July,Yes,No,https://residency-mas.kaiserpermanente.org/,Not Available,"Julie M Chen
MD
Kaiser Permanente Gaithersburg Med Ctr
GME Admin 5th Fl
655 Watkins Mill Rd
Gaithersburg, MD 20879
Tel: (240) 813-8740
Fax: (240) 632-4007
E-mail: kpmas-internalmedicineresidency@kp.org","Kelli  Dell
BA
Kaiser Permanente Mid-Atlantic States
GME Admin 5th Fl
655 Watkins Mill Rd
Gaithersburg, MD 20879
Tel: (240) 813-8740
Fax:
E-mail: kpmas-internalmedicineresidency@kp.org",1402300490,"Kaiser Permanente Gaithersburg Med Ctr, GME Admin 5th Fl, 655 Watkins Mill Rd, Gaithersburg, MD 20879","2101 E Jefferson St, Rockville, MD 20852","655 Watkins Mill Rd, Gaithersburg, MD 20879","50 Irving St NW, Washington, DC 20422-0269","1500 Forest Glen Rd, Silver Spring, MD 20910-1484","We are a three-year categorical internal medicine residency program located in the beautiful DC suburbs. Our program teaches evidence-based medicine, uses state-of-the-art technological innovations, and is dedicated to excellence in teaching for high quality training in patient-centered care.",6,6,6,No,No,"Yes , Codes: 2219140C0",No,12/1/2020,10/26/2020 - 1/15/2021_10/15/2021 - 1/14/2022,9/15/2021,12/1/2021,Yes,189,No,No,3,No,Yes,210_210_500_500,Yes,210-225,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,20,0,0,0,20,0,60.0,1.1 to 1,50,12,1.5,Yes,Yes,,,,,,N/A,0,N/A,0,N/A,Not Available,10,NGO,50%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$61,699.00",21,NGO,"$65,006.00",21,NGO,"$69,139.00",21,NGO,Yes,12,NGO,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,NGO (wks),,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402211149,Community-based university affiliated,Maine Medical Center,3,3,No,Yes,July,Yes,No,http://www.mmc.org/IMResidency,Not Available,"Thomas P Gearan
MD
Maine Med Ctr
Dept of Medicine
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2651
Fax: (207) 662-6788
E-mail: amcampbell@mmc.org","Angelina M Campbell
Maine Med Ctr
Dept of Medicine
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2651
Fax: (207) 662-6788
E-mail: amcampbell@mmc.org",1402211149,"Maine Med Ctr, Dept of Medicine, 22 Bramhall St, Portland, ME 04102","22 Bramhall St, Portland, ME 04102-3175","1 VA  Center, Togus, ME 04330",,,,13,13,13,No,No,"Yes , Codes: 1236140C0,1236140C1",No,12/1/2020,11/12/2020 - 1/29/2021_11/15/2021 - 1/21/2022,9/1/2021,12/1/2021,Yes,170,No,No,3,No,Yes,199__450_,No,226-235,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,No,No,245,15,10,0,255,15,43.2,6.4 to 1,55,16,1.7,Yes,Yes,63.0,3.1,33.8,45.5,54.4,N/A,0,N/A,0,N/A,Not Available,9,35%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$60,155.00",21,5,"$62,777.00",21,5,"$66,020.00",21,5,Yes,14,NGO,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402521187,University-based,Michigan Medicine University of Michigan,3,3,No,Yes,"June,July",Yes,No,http://www.med.umich.edu/intmed/resident,Not Available,"John  Del Valle
MD
Michigan Med Univ of Michigan
3116 Taubman Ctr SPC 5368
1500 E Medical Center Dr
Ann Arbor, MI 48109
Tel: (734) 936-4385
Fax:
E-mail: improg@umich.edu","Lisa  Miller
Michigan Med Univ of Michigan
3116 Taubman Ctr SPC 5368
1500 E Medical Center Dr
Ann Arbor, MI 48109-5368
Tel:
Fax:
E-mail: improg@umich.edu",1402521187,"Michigan Med Univ of Michigan, 3116 Taubman Ctr SPC 5368, 1500 E Medical Center Dr, Ann Arbor, MI 48109","2600 Green Rd, Ann Arbor, MI 48109","2215 Fuller Rd, Ann Arbor, MI 48105",,,"Our residents represent a talented, highly-motivated group of individuals. The department's strength in investigation and clinical care delivery coupled with outstanding full time faculty make the University of Michigan a unique training environment.",60,46,46,No,No,"Yes , Codes: 1293140C0,1293140C1",No,12/1/2020,11/11/2020 - 1/20/2021_10/22/2021 - 1/14/2022,9/15/2021,12/1/2021,Yes,524,No,No,3,No,Yes,___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,575,0,196,0,771,0,38.4,4.4 to 1,63,16,1.5,Yes,Yes,99.7,0.2,0.0,37.1,62.8,N/A,0,Every fourth night for 3 week(s),0,Every fourth night for 3 week(s),Not Available,9,9%,6%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$60,275.00",20,180,"$63,289.00",20,180,"$66,453.00",20,180,Yes,180,NGO,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,(4 wks ),,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402500922,,,3,3,No,Yes,July,Yes,No,http://www.henryford.com/body_macomb.cfm?id=52669,Not Available,"Amitha  Aravapally
MD, MBA
Henry Ford Macomb Hosp
Med Office Pavillion Ste 215
15855 19 Mile Rd
Clinton Township, MI 48038
Tel: (586) 263-2972
Fax: (586) 263-2975
E-mail: srineer1@hfhs.org","Suzanne  Rineer
Henry Ford Macomb Hosp
Med Office Pavillion Ste 215
15855 19 Mile Rd
Clinton Township, MI 48038
Tel: (586) 263-2972
Fax: (586) 263-2975
E-mail: srineer1@hfhs.org",1402500922,"Henry Ford Macomb Hosp, Med Office Pavillion Ste 215, 15855 19 Mile Rd, Clinton Township, MI 48038","15855 19 Mile Rd, Clinton Township, MI 48038","2799 W Grand Blvd, Detroit, MI 48202-2608","33875 Kiely Dr, Chesterfield, MI 48047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1402500919,,,3,3,No,Yes,July,Yes,No,http://hvhmed.com,Not Available,"Jeet N Pillay
MD
Huron Valley Sinai Hosp
GME Office
1 William Carls Dr
Commerce Township, MI 48382
Tel: (248) 937-5085
Fax:
E-mail: tkotwick@dmc.org","Tracy  Kotwicki
Huron Valley Sinai Hosp
GME Office
1 William Carls Dr
Commerce Township, MI 48382
Tel: (248) 937-5085
Fax:
E-mail: tkotwick@dmc.org",1402500919,"Huron Valley Sinai Hosp, GME Office, 1 William Carls Dr, Commerce Township, MI 48382","3990 John R St, Detroit, MI 48201","1 William Carls Dr, Commerce, MI 48382-1271","3990 John R St, Detroit, MI 48201","2600 Union Lake Rd, Commerce Township, MI 48382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2300 Haggerty Hwy, West Bloomfield Town, MI 48323","100 Eagle Pond Dr, Walled Lake, MI 48390",,"44000 W 12 Mile Rd, Novi, MI 48377","1435 N Milford Rd, Milford, MI 48381","1501 N Milford Rd, Milford, MI 48381","6900 Orchard Lake Rd, West Bloomfield, MI 48322",,,,,
