,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Asian,Two or more races,African American,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Female,Male,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/lake-county-or/,C minus,C+,C minus,B minus,C minus,B minus,C+,A minus,C,C+,B+,A,"Lake County is located in Oregon with a population of 7,837. In Lake County, most residents own their homes. Many retirees live in Lake County and residents tend to be conservative.",7837,146800,709,37898,-0.3250574712643678,-0.332391713747646,-0.39694158458380413,0.38,0.62,608.7,1.1531659002476125,0,-1.0,0,-1.0,0,-1.0,304.3,-0.3915216956608678,956.5,-0.5317701194439005,0,-1.0,0.1,0.09,0.06,0.11,0.11,0.13,0.17,0.25,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.36,0.24137931034482762,0.34,0.2592592592592593,0.14,0.16666666666666674,,,,,,,,0.04,0.185,0.03,0.84,0.08,0.01,0.04,0.0,0.02,0.0,0.0,0.46,0.54,0.33,0.24,0.18,0.21,0.04,0.38,0.27,0.23,0.12
0,https://www.niche.com/places-to-live/c/scott-county-tn/,C minus,C minus,B minus,B minus,C,C,C+,B minus,A,C minus,B,C+,"Scott County is located in Tennessee with a population of 21,969. In Scott County, most residents own their homes. Many families live in Scott County and residents tend to be conservative.",21969,99000,556,38864,-0.5448275862068965,-0.4764595103578154,-0.3815699441465239,0.3,0.7,299.6,0.05978068623983024,0,-1.0,0,-1.0,0,-1.0,406.6,-0.18696260747850424,3081.5,0.5084687683571569,171.2,-0.3971830985915493,0.13,0.11,0.08,0.12,0.13,0.13,0.13,0.17,0.04,-0.6666666666666666,0.06,-0.7,0.26,-0.10344827586206884,0.44,0.6296296296296295,0.2,0.6666666666666667,3,6,0,2,2,2,0,0.037000000000000005,0.21899999999999997,0.002,0.97,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.51,0.49,0.35,0.21,0.26,0.14,0.03,0.38,0.33,0.21,0.08
0,https://www.niche.com/places-to-live/c/washington-county-nc/,C minus,D minus,C minus,C,C minus,A minus,C,B,A minus,C,B+,B,"Washington County is located in North Carolina with a population of 11,922. In Washington County, most residents own their homes. Many retirees live in Washington County and residents tend to lean liberal.",11922,85400,607,35979,-0.6073563218390805,-0.428436911487759,-0.42747800073198283,0.33,0.67,1210.9,3.283339228864521,28.2,3.6229508196721314,81.7,1.0073710073710074,140.8,0.039114391143911575,1605.2,2.209758048390322,3435.7,0.6818582337967496,140.8,-0.504225352112676,0.11,0.09,0.11,0.07,0.11,0.11,0.16,0.24,0.03,-0.75,0.08,-0.6000000000000001,0.35,0.2068965517241379,0.37,0.37037037037037024,0.16,0.3333333333333335,,,,,,,,0.036000000000000004,0.212,0.013000000000000001,0.44,0.05,0.0,0.02,0.47,0.0,0.0,0.0,0.53,0.47,0.4,0.19,0.27,0.12,0.02,0.42,0.3,0.22,0.07
0,https://www.niche.com/places-to-live/c/payette-county-id/,C minus,C,C,B,C,B,B minus,B+,C,C+,C+,B+,"Payette County is located in Idaho with a population of 23,260. In Payette County, most residents own their homes. Many families live in Payette County and residents tend to be conservative.",23260,165600,735,50579,-0.23862068965517247,-0.307909604519774,-0.19515300033416605,0.27,0.73,134.8,-0.5231694375663247,0,-1.0,31.7,-0.22113022113022118,0,-1.0,325.1,-0.3499300139972006,1015.1,-0.5030840023497161,103.1,-0.6369718309859156,0.14,0.12,0.08,0.1,0.12,0.13,0.13,0.18,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.35,0.2068965517241379,0.35,0.29629629629629606,0.14,0.16666666666666674,4.5,2,1,1,0,0,0,0.033,0.131,0.049,0.78,0.17,0.01,0.03,0.0,0.01,0.0,0.0,0.5,0.5,0.2,0.23,0.25,0.27,0.05,0.3,0.33,0.25,0.12
0,https://www.niche.com/places-to-live/c/matanuska-susitna-borough-ak/,C minus,B minus,C minus,B,C+,B,B minus,C minus,C minus,B,B,C+,"Matanuska-Susitna Borough is a County in Alaska with a population of 105,369. In Matanuska-Susitna Borough, most residents own their homes. Many families and young professionals live in Matanuska-Susitna Borough.",105369,249000,1127,75493,0.14482758620689662,0.06120527306967993,0.20129529144057412,0.23,0.77,364.6,0.28970640254686963,5.8,-0.0491803278688524,5.8,-0.8574938574938575,52.1,-0.6154981549815498,341.5,-0.3171365726854629,3386,0.6575288819267673,370.4,0.3042253521126759,0.15,0.12,0.08,0.14,0.13,0.13,0.13,0.11,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.38,0.3103448275862071,0.33,0.2222222222222221,0.07,-0.41666666666666663,4,2,0,2,0,0,0,0.055999999999999994,0.102,0.013000000000000001,0.79,0.05,0.01,0.07,0.01,0.06,0.0,0.0,0.48,0.52,0.16,0.14,0.2,0.34,0.17,0.31,0.24,0.21,0.24
0,https://www.niche.com/places-to-live/c/bent-county-co/,C minus,B minus,C,C,C,B+,C,B minus,B minus,B minus,C+,A minus,"Bent County is located in Colorado with a population of 5,787. In Bent County, most residents own their homes. Residents of Bent County tend to be conservative.",5787,81000,643,30900,-0.6275862068965516,-0.3945386064030132,-0.5082984580621549,0.4,0.6,,,,,,,,,,,,,,,0.08,0.08,0.06,0.19,0.18,0.11,0.13,0.18,0.03,-0.75,0.08,-0.6000000000000001,0.25,-0.13793103448275856,0.49,0.8148148148148147,0.15,0.25,,,,,,,,0.027999999999999997,0.295,0.035,0.63,0.32,0.0,0.0,0.04,0.0,0.0,0.0,0.35,0.65,0.39,0.26,0.19,0.14,0.02,0.39,0.33,0.2,0.07
0,https://www.niche.com/places-to-live/c/breathitt-county-ky/,C minus,C minus,B minus,C minus,C minus,C minus,B minus,B,A,C,C+,C,"Breathitt County is located in Kentucky with a population of 12,977. In Breathitt County, most residents own their homes. Many families live in Breathitt County and residents tend to be conservative.",12977,54000,488,27344,-0.7517241379310344,-0.5404896421845574,-0.5648839170631574,0.29,0.71,47.6,-0.8316236292889989,0,-1.0,0,-1.0,0,-1.0,523.8,0.04739052189562076,3190.5,0.56182690424907,476.2,0.6767605633802816,0.11,0.1,0.09,0.12,0.13,0.14,0.15,0.16,0.08,-0.33333333333333326,0.07,-0.6499999999999999,0.24,-0.1724137931034483,0.37,0.37037037037037024,0.24,1.0,2.88,8,1,1,2,4,0,0.042,0.33899999999999997,0.002,0.97,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.46,0.19,0.16,0.16,0.03,0.48,0.27,0.17,0.08
0,https://www.niche.com/places-to-live/c/adams-county-wi/,C minus,C minus,C,B+,C minus,C+,B,C,B+,C+,B+,C+,"Adams County is located in Wisconsin with a population of 20,094. In Adams County, most residents own their homes. Many retirees live in Adams County and residents tend to lean conservative.",20094,131100,639,46369,-0.39724137931034487,-0.39830508474576276,-0.26214534633929,0.17,0.83,283.3,0.002122391227449727,0,-1.0,130.8,2.213759213759214,0,-1.0,435.9,-0.12837432513497304,2441.2,0.19502643430585476,65.4,-0.7697183098591549,0.07,0.07,0.05,0.09,0.1,0.14,0.19,0.29,0.05,-0.5833333333333333,0.09,-0.55,0.31,0.06896551724137945,0.43,0.5925925925925926,0.12,0.0,4,1,0,1,0,0,0,0.03,0.128,0.013000000000000001,0.9,0.04,0.01,0.01,0.03,0.01,0.0,0.0,0.46,0.54,0.24,0.24,0.25,0.22,0.04,0.3,0.35,0.24,0.11
0,https://www.niche.com/places-to-live/c/leflore-county-ms/,C minus,D minus,D minus,C,C,B,C minus,B+,B+,C+,B,A minus,"Leflore County is located in Mississippi with a population of 29,222. In Leflore County, most residents own their homes. Many families live in Leflore County and residents tend to be liberal.",29222,81200,585,26735,-0.6266666666666667,-0.4491525423728814,-0.5745747338605731,0.49,0.51,395.9,0.40042447824549,0,-1.0,35.3,-0.13267813267813278,162.6,0.19999999999999996,1392.6,1.7846430713857226,4340.4,1.1247307616996278,134.3,-0.527112676056338,0.16,0.12,0.11,0.13,0.12,0.11,0.12,0.14,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.25,-0.13793103448275856,0.38,0.40740740740740744,0.18,0.5,3.17,18,2,2,12,1,1,0.04,0.363,0.013999999999999999,0.22,0.03,0.01,0.0,0.74,0.0,0.0,0.0,0.53,0.47,0.47,0.18,0.16,0.13,0.05,0.41,0.34,0.16,0.09
0,https://www.niche.com/places-to-live/c/bell-county-ky/,C minus,B,B minus,C+,C,C minus,D+,B minus,A,C,C+,B,"Bell County is located in Kentucky with a population of 26,791. In Bell County, most residents own their homes. Many families live in Bell County and residents tend to be conservative.",26791,59800,522,26272,-0.7250574712643678,-0.5084745762711864,-0.5819423006540108,0.34,0.66,97.6,-0.6547576936681996,0,-1.0,53.2,0.30712530712530706,62.1,-0.5416974169741697,612.1,0.22395520895820842,4417.6,1.1625220285882123,239.5,-0.15669014084507038,0.12,0.09,0.08,0.12,0.12,0.14,0.14,0.19,0.05,-0.5833333333333333,0.04,-0.8,0.22,-0.2413793103448275,0.38,0.40740740740740744,0.3,1.5,3.5,2,0,1,1,0,0,0.04,0.35100000000000003,0.003,0.94,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.51,0.49,0.48,0.23,0.17,0.11,0.01,0.48,0.32,0.15,0.04
0,https://www.niche.com/places-to-live/c/aibonito-municipio-pr/,C minus,unavailable,C+,D minus,D+,D,C,A+,B+,unavailable,C+,C+,"Aibonito Municipio is a County in Puerto Rico with a population of 22,988. In Aibonito Municipio, most residents own their homes. Many families and young professionals live in Aibonito Municipio.",22988,112600,470,20521,-0.48229885057471267,-0.5574387947269304,-0.6734560730709864,0.22,0.78,,,,,,,,,,,,,,,0.1,0.09,0.09,0.12,0.11,0.13,0.15,0.2,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.22,-0.2413793103448275,0.35,0.29629629629629606,0.22,0.8333333333333335,4,1,0,1,0,0,0,0.02,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.58,0.24,0.13,0.05,0.0,,,,
0,https://www.niche.com/places-to-live/c/toa-alta-municipio-pr/,C minus,unavailable,C minus,D,C,C minus,D minus,A+,C+,unavailable,C+,D minus,"Toa Alta Municipio is a County in Puerto Rico with a population of 72,864. In Toa Alta Municipio, most residents own their homes. Many young professionals live in Toa Alta Municipio.",72864,133500,664,28834,-0.38620689655172413,-0.3747645951035782,-0.541174036885572,0.17,0.83,,,,,,,,,,,,,,,0.1,0.11,0.11,0.14,0.14,0.15,0.13,0.14,0.07,-0.41666666666666663,0.23,0.1499999999999999,0.29,0.0,0.24,-0.11111111111111116,0.17,0.41666666666666674,3.57,7,2,1,3,1,0,0.06,,,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.44,0.23,0.17,0.13,0.02,,,,
0,https://www.niche.com/places-to-live/c/garfield-county-mt/,C minus,C+,B minus,B minus,C minus,C minus,B minus,B minus,B minus,C minus,C minus,A+,"Garfield County is located in Montana with a population of 1,036. In Garfield County, most residents own their homes. Many retirees live in Garfield County and residents tend to be conservative.",1036,124100,570,42000,-0.4294252873563218,-0.46327683615819204,-0.3316678070747736,0.27,0.73,,,,,,,,,,,,,,,0.12,0.08,0.09,0.09,0.11,0.11,0.17,0.23,0.03,-0.75,0.11,-0.45000000000000007,0.39,0.3448275862068968,0.44,0.6296296296296295,0.03,-0.75,,,,,,,,0.0,0.061,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.47,0.53,0.27,0.26,0.19,0.2,0.08,0.29,0.33,0.27,0.11
0,https://www.niche.com/places-to-live/c/maunabo-municipio-pr/,C minus,unavailable,B,D minus,D+,D,D minus,A+,A,unavailable,C minus,C minus,"Maunabo Municipio is a County in Puerto Rico with a population of 10,776. In Maunabo Municipio, most residents own their homes. Many retirees live in Maunabo Municipio.",10776,87900,398,20844,-0.5958620689655172,-0.6252354048964218,-0.6683162802539662,0.26,0.74,,,,,,,,,,,,,,,0.09,0.1,0.09,0.11,0.13,0.12,0.14,0.22,0.03,-0.75,0.14,-0.29999999999999993,0.23,-0.2068965517241378,0.26,-0.03703703703703709,0.34,1.8333333333333335,5,1,1,0,0,0,0,0.085,,,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.6,0.26,0.12,0.02,0.0,,,,
0,https://www.niche.com/places-to-live/c/san-german-municipio-pr/,C minus,unavailable,C minus,D minus,D+,D minus,C+,A+,B+,unavailable,C+,C+,"San Germán Municipio is a County in Puerto Rico with a population of 31,442. In San Germán Municipio, most residents own their homes. Many young professionals and retirees live in San Germán Municipio.",31442,82300,410,16486,-0.6216091954022989,-0.6139359698681732,-0.7376637016055885,0.29,0.71,,,,,,,,,,,,,,,0.1,0.09,0.1,0.11,0.11,0.12,0.13,0.24,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.16,-0.4482758620689654,0.31,0.14814814814814814,0.28,1.3333333333333335,4.67,3,2,1,0,0,0,0.021,,,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.66,0.2,0.1,0.04,0.01,,,,
0,https://www.niche.com/places-to-live/c/mellette-county-sd/,C minus,C minus,D+,D,C minus,B+,C minus,C,A,C minus,C minus,A minus,"Mellette County is located in South Dakota with a population of 2,052. In Mellette County, most residents own their homes. Residents of Mellette County tend to lean conservative.",2052,32100,502,30650,-0.8524137931034483,-0.527306967984934,-0.512276625877186,0.31,0.69,,,,,,,,,,,,,,,0.18,0.14,0.06,0.16,0.08,0.1,0.14,0.15,0.02,-0.8333333333333333,0.1,-0.5,0.3,0.034482758620689724,0.4,0.4814814814814814,0.18,0.5,,,,,,,,0.027999999999999997,0.529,0.0,0.39,0.04,0.0,0.02,0.0,0.55,0.0,0.0,0.5,0.5,0.46,0.18,0.12,0.23,0.01,0.45,0.22,0.27,0.05
0,https://www.niche.com/places-to-live/c/guadalupe-county-nm/,C minus,B minus,C,C,C minus,B minus,C,B,B minus,C+,B minus,B,"Guadalupe County is located in New Mexico with a population of 4,353. In Guadalupe County, most residents own their homes. Many retirees live in Guadalupe County and residents tend to be liberal.",4353,85000,395,24798,-0.6091954022988506,-0.628060263653484,-0.6053975780914342,0.37,0.63,527.9,0.8673505482844004,0,-1.0,0,-1.0,37.7,-0.7217712177121771,490.2,-0.019796040791841718,1885.4,-0.0770511063246524,188.5,-0.33626760563380287,0.12,0.07,0.05,0.14,0.15,0.11,0.15,0.22,0.04,-0.6666666666666666,0.04,-0.8,0.28,-0.0344827586206895,0.47,0.7407407407407405,0.17,0.41666666666666674,4,1,0,1,0,0,0,0.033,0.154,0.013999999999999999,0.19,0.74,0.0,0.01,0.01,0.05,0.0,0.0,0.41,0.59,0.5,0.26,0.1,0.12,0.02,0.36,0.4,0.2,0.04
0,https://www.niche.com/places-to-live/c/salinas-municipio-pr/,C minus,unavailable,C+,D minus,C minus,D minus,C,A+,A minus,unavailable,C+,B minus,"Salinas Municipio is a County in Puerto Rico with a population of 28,109. In Salinas Municipio, most residents own their homes. Many families live in Salinas Municipio.",28109,83100,430,18189,-0.6179310344827587,-0.5951035781544256,-0.7105644224495966,0.2,0.8,,,,,,,,,,,,,,,0.11,0.11,0.1,0.12,0.13,0.13,0.12,0.19,0.04,-0.6666666666666666,0.13,-0.35,0.18,-0.3793103448275862,0.38,0.40740740740740744,0.26,1.166666666666667,,,,,,,,0.02,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.62,0.23,0.11,0.03,0.0,,,,
0,https://www.niche.com/places-to-live/c/wahkiakum-county-wa/,C minus,C,C minus,B minus,C minus,C+,C,B minus,C,C,B+,C+,"Wahkiakum County is located in Washington with a population of 4,268. In Wahkiakum County, most residents own their homes. Many retirees live in Wahkiakum County and residents tend to lean conservative.",4268,218800,760,53227,0.005977011494252782,-0.2843691148775894,-0.1530162468373566,0.13,0.87,,,,,,,,,,,,,,,0.09,0.07,0.06,0.06,0.1,0.12,0.17,0.33,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.43,0.48275862068965525,0.3,0.11111111111111094,0.08,-0.33333333333333326,,,,,,,,0.03,0.07400000000000001,0.021,0.87,0.07,0.02,0.01,0.01,0.01,0.01,0.0,0.53,0.47,0.19,0.24,0.24,0.26,0.07,0.29,0.32,0.23,0.17
0,https://www.niche.com/places-to-live/c/bayamon-municipio-pr/,C minus,unavailable,C minus,D,C minus,C minus,D minus,A+,B minus,unavailable,C+,C minus,"Bayamón Municipio is a County in Puerto Rico with a population of 178,192. In Bayamón Municipio, most residents own their homes. Many young professionals and retirees live in Bayamón Municipio.",178192,131700,573,26420,-0.3944827586206896,-0.46045197740113,-0.5795872253075124,0.32,0.68,,,,,,,,,,,,,,,0.09,0.09,0.1,0.14,0.12,0.13,0.13,0.21,0.08,-0.33333333333333326,0.21,0.04999999999999982,0.28,-0.0344827586206895,0.24,-0.11111111111111116,0.19,0.5833333333333335,3.86,14,3,7,3,1,0,0.065,,,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.47,0.48,0.23,0.18,0.09,0.02,,,,
0,https://www.niche.com/places-to-live/c/humacao-municipio-pr/,C minus,unavailable,C+,D minus,D+,D,C minus,A+,B+,unavailable,C minus,C,"Humacao Municipio is a County in Puerto Rico with a population of 52,507. In Humacao Municipio, most residents own their homes. Many young professionals live in Humacao Municipio.",52507,96000,437,20434,-0.5586206896551724,-0.588512241054614,-0.6748404754706172,0.28,0.72,,,,,,,,,,,,,,,0.09,0.1,0.09,0.11,0.13,0.13,0.14,0.21,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.23,-0.2068965517241378,0.31,0.14814814814814814,0.23,0.9166666666666667,3.5,4,0,3,0,1,0,0.045,,,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.47,0.59,0.23,0.11,0.05,0.02,,,,
0,https://www.niche.com/places-to-live/c/owsley-county-ky/,C minus,D+,C,D,C minus,C,B minus,B minus,A,C,C+,C,"Owsley County is located in Kentucky with a population of 4,442. In Owsley County, most residents own their homes. Many families live in Owsley County and residents tend to be conservative.",4442,70200,316,30284,-0.6772413793103449,-0.7024482109227872,-0.5181006635583916,0.32,0.68,0,-1.0,0,-1.0,,,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0.12,0.08,0.1,0.1,0.12,0.13,0.16,0.19,0.09,-0.25,0.07,-0.6499999999999999,0.16,-0.4482758620689654,0.37,0.37037037037037024,0.31,1.5833333333333335,3,1,0,0,1,0,0,0.048,0.302,0.0,0.93,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.55,0.45,0.43,0.18,0.16,0.22,0.01,0.45,0.25,0.22,0.08
0,https://www.niche.com/places-to-live/c/wheeler-county-or/,C minus,C+,C,C,D+,C,C,A,C,B minus,B minus,B,"Wheeler County is located in Oregon with a population of 1,415. In Wheeler County, most residents own their homes. Many retirees live in Wheeler County and residents tend to be conservative.",1415,155300,656,40926,-0.2859770114942529,-0.3822975517890772,-0.34875801600814726,0.24,0.76,,,,,,,,,,,,,,,0.11,0.06,0.06,0.1,0.05,0.08,0.18,0.36,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.4,0.3793103448275863,0.37,0.37037037037037024,0.08,-0.33333333333333326,,,,,,,,0.027000000000000003,0.141,0.027000000000000003,0.87,0.09,0.0,0.03,0.0,0.01,0.0,0.0,0.5,0.5,0.28,0.29,0.28,0.12,0.03,0.34,0.38,0.22,0.06
0,https://www.niche.com/places-to-live/c/hatillo-municipio-pr/,C minus,unavailable,C,D minus,C minus,D,C minus,A+,B,unavailable,C+,D+,"Hatillo Municipio is a County in Puerto Rico with a population of 39,950. In Hatillo Municipio, most residents own their homes. Many young professionals live in Hatillo Municipio.",39950,93000,456,17715,-0.5724137931034483,-0.5706214689265536,-0.7181070286268956,0.26,0.74,,,,,,,,,,,,,,,0.09,0.1,0.09,0.13,0.13,0.14,0.13,0.19,0.06,-0.5,0.18,-0.10000000000000009,0.25,-0.13793103448275856,0.23,-0.14814814814814814,0.27,1.2500000000000004,,,,,,,,0.027000000000000003,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.61,0.19,0.13,0.06,0.01,,,,
0,https://www.niche.com/places-to-live/c/culebra-municipio-pr/,C minus,unavailable,C+,D minus,D minus,C minus,C minus,A+,B,unavailable,C minus,A,"Culebra Municipio is a County in Puerto Rico with a population of 1,311. In Culebra Municipio, most residents own their homes. Many families live in Culebra Municipio.",1311,143800,566,23333,-0.3388505747126437,-0.4670433145009416,-0.6287096414875165,0.39,0.61,,,,,,,,,,,,,,,0.11,0.09,0.07,0.15,0.12,0.12,0.12,0.23,0.02,-0.8333333333333333,0.13,-0.35,0.19,-0.34482758620689646,0.36,0.33333333333333326,0.3,1.5,,,,,,,,0.017,,,0.07,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.52,0.3,0.11,0.05,0.02,,,,
0,https://www.niche.com/places-to-live/c/costilla-county-co/,C minus,D,C minus,C minus,D+,B+,C+,C+,B minus,C+,B minus,B minus,"Costilla County is located in Colorado with a population of 3,745. In Costilla County, most residents own their homes. Many retirees live in Costilla County and residents tend to be liberal.",3745,113000,532,30965,-0.48045977011494256,-0.4990583804143126,-0.5072641344302469,0.31,0.69,,,,,,,,,,,,,,,0.08,0.1,0.07,0.08,0.1,0.12,0.17,0.27,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.37,0.27586206896551735,0.24,-0.11111111111111116,0.19,0.5833333333333335,,,,,,,,0.046,0.275,0.053,0.33,0.62,0.01,0.03,0.0,0.0,0.0,0.0,0.47,0.53,0.42,0.25,0.18,0.1,0.04,0.4,0.36,0.18,0.07
0,https://www.niche.com/places-to-live/c/mineral-county-mt/,C minus,C,C minus,B,C minus,C,C+,C+,C+,B,B minus,B minus,"Mineral County is located in Montana with a population of 4,251. In Mineral County, most residents own their homes. Many retirees live in Mineral County and residents tend to be conservative.",4251,169200,565,41705,-0.22206896551724142,-0.467984934086629,-0.33636204509651035,0.26,0.74,,,,,,,,,,,,,,,0.1,0.09,0.06,0.09,0.09,0.12,0.18,0.28,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.36,0.24137931034482762,0.37,0.37037037037037024,0.11,-0.08333333333333326,,,,,,,,0.034,0.187,0.003,0.91,0.01,0.01,0.03,0.01,0.03,0.0,0.0,0.49,0.51,0.3,0.24,0.25,0.18,0.03,0.37,0.34,0.2,0.09
0,https://www.niche.com/places-to-live/c/cayey-municipio-pr/,C minus,unavailable,C minus,D minus,D+,D+,C minus,A+,B,unavailable,C+,B minus,"Cayey Municipio is a County in Puerto Rico with a population of 43,785. In Cayey Municipio, most residents own their homes. Many young professionals live in Cayey Municipio.",43785,117200,476,22518,-0.46114942528735636,-0.551789077212806,-0.6416784685645179,0.37,0.63,,,,,,,,,,,,,,,0.1,0.09,0.09,0.12,0.12,0.14,0.13,0.2,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.21,-0.27586206896551724,0.31,0.14814814814814814,0.25,1.0833333333333335,,,,,,,,0.037000000000000005,,,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.56,0.22,0.13,0.07,0.02,,,,
0,https://www.niche.com/places-to-live/c/niobrara-county-wy/,C minus,C,C+,C,C minus,C+,C minus,C,C+,B minus,B minus,B+,"Niobrara County is located in Wyoming with a population of 2,422. In Niobrara County, most residents own their homes. Many young professionals and retirees live in Niobrara County and residents tend to be conservative.",2422,156300,560,39150,-0.28137931034482755,-0.47269303201506596,-0.37701892016612826,0.23,0.77,129.2,-0.5429784223558543,0,-1.0,,,64.6,-0.5232472324723247,129.2,-0.7416516696660669,129.2,-0.9367534756216958,0,-1.0,0.07,0.13,0.05,0.14,0.11,0.11,0.17,0.23,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.34,0.1724137931034484,0.35,0.29629629629629606,0.13,0.08333333333333348,,,,,,,,0.024,0.20199999999999999,0.0,0.91,0.04,0.0,0.01,0.01,0.03,0.0,0.01,0.55,0.45,0.33,0.23,0.21,0.17,0.06,0.37,0.29,0.23,0.12
0,https://www.niche.com/places-to-live/c/naguabo-municipio-pr/,C minus,unavailable,B minus,D,D+,D minus,D,A+,B+,unavailable,C minus,C minus,"Naguabo Municipio is a County in Puerto Rico with a population of 26,075. In Naguabo Municipio, most residents own their homes. Many families and young professionals live in Naguabo Municipio.",26075,92500,452,19432,-0.5747126436781609,-0.5743879472693032,-0.690784972073262,0.22,0.78,,,,,,,,,,,,,,,0.12,0.1,0.1,0.13,0.14,0.12,0.11,0.17,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.2,-0.31034482758620685,0.33,0.2222222222222221,0.26,1.166666666666667,,,,,,,,0.06,,,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.47,0.63,0.22,0.13,0.02,0.0,,,,
0,https://www.niche.com/places-to-live/c/guayama-municipio-pr/,D+,unavailable,C minus,D,D+,D minus,C minus,A+,B+,unavailable,C+,B minus,"Guayama Municipio is a County in Puerto Rico with a population of 40,889. In Guayama Municipio, most residents own their homes. Many families live in Guayama Municipio.",40889,86300,374,17261,-0.6032183908045977,-0.647834274952919,-0.7253313813789921,0.27,0.73,,,,,,,,,,,,,,,0.1,0.1,0.1,0.14,0.13,0.13,0.12,0.17,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.17,-0.4137931034482758,0.39,0.4444444444444444,0.23,0.9166666666666667,4,1,0,1,0,0,0,0.026000000000000002,,,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.65,0.2,0.1,0.06,0.0,,,,
0,https://www.niche.com/places-to-live/c/vega-baja-municipio-pr/,D+,unavailable,C,D minus,C minus,D+,D minus,A+,B,unavailable,C+,C minus,"Vega Baja Municipio is a County in Puerto Rico with a population of 52,192. In Vega Baja Municipio, most residents own their homes. Many young professionals live in Vega Baja Municipio.",52192,106600,496,19617,-0.5098850574712643,-0.5329566854990584,-0.6878411278901388,0.2,0.8,,,,,,,,,,,,,,,0.1,0.1,0.09,0.13,0.12,0.13,0.13,0.19,0.06,-0.5,0.15,-0.2500000000000001,0.24,-0.1724137931034483,0.26,-0.03703703703703709,0.28,1.3333333333333335,4,2,1,0,1,0,0,0.073,,,0.03,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.58,0.23,0.13,0.06,0.01,,,,
