,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Participant 4,Night float system,,Participant 5,Participant 6,Participant 7,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5
0,https://freida.ama-assn.org/program/1853521057,,,3,3,No,Yes,July,Yes,No,https://med.nyu.edu/neurology/training-education/child-neurology-residency,Not Available,"Aaron  Nelson
MD, MS
NYC Health+Hosps/Bellevue
Rm 7W12C
462 First Ave
New York, NY 10016
Tel: (212) 263-6348
Fax: (212) 263-8228
E-mail: aaron.nelson@nyulangone.org","Eridiz  Diaz
NYC Health+Hosps/Bellevue
Dept of Neruology 14th Fl
462 First Ave
New York, NY 10017
Tel: (929) 455-5107
Fax: (949) 455-5149
E-mail: eridiz.diaz@nyulangone.org",1853521057,"NYC Health+Hosps/Bellevue, Rm 7W12C, 462 First Ave, New York, NY 10016","550 First Ave, New York, NY 10016-1111","550 First Ave, New York, NY 10016","462 First Ave, New York, NY 10016","301 E 17th St, New York, NY 10003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"423 E 23rd St, New York, NY 10010",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1853521059,,,3,3,No,Yes,July,Yes,No,http://columbiachildneurology.org/index.html,Not Available,"Robert H Fryer
MD, PhD
NewYork-Presbyterian/Columbia Univ Med Ctr
Child Neurology Pgm
180 Fort Washington Ave
New York, NY 10032
Tel: (212) 342-6867
Fax: (212) 342-6865
E-mail: rf203@cumc.columbia.edu","Ericka H Ayala
NewYork-Presbyterian/Columbia Univ Med Ctr
Ste 1440
710 W 168th St
New York, NY 10032
Tel: (212) 305-7062
Fax: (212) 305-6978
E-mail: ea2753@cumc.columbia.edu",1853521059,"NewYork-Presbyterian/Columbia Univ Med Ctr, Child Neurology Pgm, 180 Fort Washington Ave, New York, NY 10032","525 E 68th St, New York, NY 10021","622 W 168th St, New York, NY 10032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1853512094,University-based,Strong Memorial Hospital of the University of Rochester,3,3,No,Yes,"June,July",Yes,No,http://www.urmc.rochester.edu/smd/gme/prospective/peds_neurology/,Not Available,"Robert I Thompson Stone
MD
Univ of Rochester Med Ctr
Child Neurology Box 631
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 276-5975
Fax: (585) 275-3683
E-mail: robert_stone@urmc.rochester.edu","Chennel  Anderson
Univ of Rochester Med Ctr
Child Neurology Box 631
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 273-2878
Fax: (585) 275-3683
E-mail: chennel_anderson@urmc.rochester.edu",1853512094,"Univ of Rochester Med Ctr, Child Neurology Box 631, 601 Elmwood Ave, Rochester, NY 14642","601 Elmwood Ave, Rochester, NY 14642","1000 South Ave, Rochester, NY 14620-9986",,,"Accepting applicants for categorical residency positions to start July 2021. Applicants accepted into the program would start with 2 preliminary years of general pediatrics at UR followed by 3 years of child neurology training (no need to apply separately). Our program offers a highly rigorous patient load with great breadth and depth in the setting of a friendly, collegial atmosphere. One of our most unique features is commitment to creating outstanding medical educators.",2,2,2,,"Yes  , 2 year(s)",Yes,"Yes , Codes: 1511185C0",No,11/13/2020,11/2/2020 - 1/11/2021_-,,,Yes,30,No,No,3,No,No,___,No,226-235,Yes,No,Greater than 600,Required,Yes,No,No,80,5,0,0,80,5,50.0,13.3 to 1,70,12,1.5,Yes,Yes,100.0,0.0,0.0,80.5,19.4,N/A,0,N/A,20,N/A,4,,,8,50%,N/A,,,,,,,"$64,631.00",28,NGO,"$66,906.00",28,NGO,No answer,60,365,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,,,,,,,,"$69,184.00",28,NGO,,,,,,,
0,https://freida.ama-assn.org/program/1853521081,University-based,Stony Brook Medicine,3,3,No,Yes,July,Yes,No,http://renaissance.stonybrookmedicine.edu,Not Available,"Louis  Manganas
MD, PhD
Stony Brook Med
Dept of Neurology HSC T12/020
101 Nicolls Rd
Stony Brook, NY 11794-8121
Tel: (631) 444-7878
Fax: (631) 706-4484
E-mail: louis.manganas@stonybrookmedicine.edu","Doris E Boehle
SUNY Stony Brook Univ
Dept of Neurology HSC T12/020
101 Nicolls Rd
Stony Brook, NY 11794-8121
Tel: (631) 444-7878
Fax: (631) 706-4484
E-mail: doris.boehle@stonybrookmedicine.edu",1853521081,"Stony Brook Med, Dept of Neurology HSC T12/020, 101 Nicolls Rd, Stony Brook, NY 11794-8121","101 Nichols Rd, Stony Brook, NY 11794","79 Middleville Rd, Northport, NY 11768",,,"Linked to Stony Brook pediatrics preliminary years, significant elective time during adult and child years, weekly continuity clinic.",1,1,1,,"Yes  , 2 year(s)",Yes,"Yes , Codes: 2919185C0",No,12/31/2020,11/3/2020 - 1/8/2021_11/1/2021 - 1/10/2022,9/15/2021,1/5/2022,Yes,19,No,No,3,No,Yes,210_210_510_440,Yes,210-225,Yes,Yes,Below 450,Required,Yes,No,No,5,0,0,0,5,0,80.0,1.6 to 1,65,24,1.5,No,,83.3,0.0,16.6,100.0,0.0,N/A,NGO,N/A,NGO,N/A,NGO,,,7,35%,N/A,,,,,,,"$74,817.00",20,16,"$78,739.00",20,17,Yes,NGO,NGO,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,More than 30 days of starting program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Required,No,No,Yes,,,No,NGO (wks),,,,"$82,655.00",20,18,,,,,,,
0,https://freida.ama-assn.org/program/1853821038,,,3,3,No,Yes,July,Yes,No,http://www.cincinnatichildrens.org/,Virtual Tour: Burnet Campus (with narration) | Cincinnati Children's,"Charulata  Venkatesan
MD
Cincinnati Children's Hosp Med Ctr
ML 2015
3333 Burnet Ave
Cincinnati, OH 45229
Tel:
Fax: (513) 636-1888
E-mail: charulata.venkatesan@cchmc.org","Terri  Feist
BBA
Cincinnati Children's Hosp Med Ctr
ML 2015
3333 Burnet Ave
Cincinnati, OH 45229-3039
Tel: (513) 636-7558
Fax: (513) 636-1888
E-mail: terri.feist@cchmc.org",1853821038,"Cincinnati Children's Hosp Med Ctr, ML 2015, 3333 Burnet Ave, Cincinnati, OH 45229","3333 Burnet Ave, Cincinnati, OH 45229-3039","234 Goodman St, Cincinnati, OH 45219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1853813091,University-based,Case Western Reserve University/University Hospitals Cleveland Medical Center,3,3,Yes,Yes,July,Yes,No,http://www.uhhospitals.org/rainbow/the-center-for-pediatric-education,Not Available,"Nancy R Bass
MD
Univ Hosps Cleveland Med Ctr
RBC 591D
11100 Euclid Ave
Cleveland, OH 44106
Tel: (216) 844-3691
Fax: (216) 844-8966
E-mail: nancy.bass@uhhospitals.org","Kimberly  Bolt
MPA
Univ Hosps Cleveland Med Ctr
RBC 838
11100 Euclid Ave
Cleveland, OH 44106
Tel: (216) 844-3620
Fax: (216) 844-7166
E-mail: kimberly.bolt@uhhospitals.org",1853813091,"Univ Hosps Cleveland Med Ctr, RBC 591D, 11100 Euclid Ave, Cleveland, OH 44106","11100 Euclid Ave, Cleveland, OH 44106-2602","10701 East Blvd, Cleveland, OH 44106",,,We have seven pediatric neurologists and two pediatric epileptologists dedicated to our child neurology fellowship training. We have a strong teaching program and are dedicated to personalizing training program to meet the need of our residents. 100 % of our graduates have passed the neurology boards. We are ranked very high in US News & World Report ranking. Graduate surveys have indicated that they feel they are well prepared for an academic career or a career in private practice.,1,2,1,,"Yes  , 2 year(s)",No,"Yes , Codes: 1552185C0",No,,-_-,,,Yes,14,No,No,3,No,Yes,210_210_450_,Yes,No Answer,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,7,0,2,0,9,0,42.8,2.0 to 1,40,8,1,Yes,,63.8,16.6,19.4,69.4,30.5,Every fourth night for 8 month(s),12,Every third night for 8 month(s),32,Every third night for 4 month(s),16,,,8,50%,10%,,,,,,,"$65,000.00",20,Not Available,"$67,300.00",20,Not Available,No answer,84,30,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Within 30 days of starting program,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,,,Yes,(4 wks ),,,,"$69,500.00",20,Not Available,,,,,,,
0,https://freida.ama-assn.org/program/1853821004,Community-based university affiliated,Cleveland Clinic Foundation,3,3,No,Yes,July,Yes,No,http://www.clevelandclinic.org/neuroeducation,Not Available,"Gary R Hsich
MD
Cleveland Clinic
Dept of Ped Neurology S60
9500 Euclid Ave
Cleveland, OH 44195
Tel: (216) 444-2945
Fax: (216) 445-9908
E-mail: nieuwom@ccf.org","Megan  Nieuwoudt
Cleveland Clinic
Dept of Neurology S100A
9500 Euclid Ave
Cleveland, OH 44195
Tel: (216) 444-2945
Fax: (216) 445-9908
E-mail: nieuwom@ccf.org",1853821004,"Cleveland Clinic, Dept of Ped Neurology S60, 9500 Euclid Ave, Cleveland, OH 44195","9500 Euclid Ave, Cleveland, OH 44195-5242","2500 MetroHealth Dr, Cleveland, OH 44109-1998",,,Twelve-week long EEG training course for all residents during residency.,2,2,2,,"Yes  , 2 year(s)",Yes,"Yes , Codes: 1968185C0,1968185R0","Yes , Codes: 1968185A0",11/10/2020,11/10/2020 - 1/15/2021_11/10/2021 - 1/15/2022,10/21/2021,11/10/2021,Yes,30,No,No,3,No,No,___,No,No Answer,No,No,No Answer,Not known,Yes,Yes,Yes,29,0,0,0,29,0,20.6,4.8 to 1,52,24,1,Yes,,31.1,43.3,25.5,62.2,37.7,N/A,0,N/A,10,N/A,10,,,6,10%,N/A,,,,,,,"$62,577.00",20,NGO,"$65,025.00",20,NGO,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,No,,,,,"$67,191.00",20,NGO,,,,,,,
0,https://freida.ama-assn.org/program/1853821092,,,3,3,Yes,Yes,"July,Negotiable",Yes,No,http://www.nationwidechildrens.org,Not Available,"Margie  Ream
MD, PhD
Nationwide Children's Hosp
Child Neurology Pgm
700 Children's Dr
Columbus, OH 43209
Tel: (614) 722-4605
Fax:
E-mail: margie.ream@nationwidechildrens.org","Nicole  Norris
BS
Nationwide Children's Hosp
Child Neurology Pgm
700 Children's Dr
Columbus, OH 43205-2696
Tel: (614) 722-4608
Fax: (614) 722-4633
E-mail: nicole.norris@nationwidechildrens.org",1853821092,"Nationwide Children's Hosp, Child Neurology Pgm, 700 Children's Dr, Columbus, OH 43209","700 Children's Dr, Columbus, OH 43205-2596","410 W Tenth Ave, Columbus, OH 43210-1228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1854023048,University-based,Oregon Health & Science University Hospital,3,3,No,Yes,July,Yes,No,http://www.ohsu.edu/pedsneurologyresidency,Not Available,"Carter D Wray
MD
Oregon Health & Science Univ
Pediatric Neurology CDRC-P
707 SW Gaines Rd
Portland, OR 97239
Tel: (503) 494-9113
Fax: (503) 494-2370
E-mail: wrayc@ohsu.edu","Kristina  Fancy
Oregon Health & Science Univ
CDRC-P
707 SW Gaines Rd
Portland, OR 97239
Tel: (503) 418-5171
Fax: (503) 494-7447
E-mail: fancyk@ohsu.edu",1854023048,"Oregon Health & Science Univ, Pediatric Neurology CDRC-P, 707 SW Gaines Rd, Portland, OR 97239","3181 SW Sam Jackson Park Rd, Portland, OR 97201-3098","3710 SW US Veterans Hospital Rd, Portland, OR 97207","3101 SW Sam Jackson Park Rd, Portland, OR 97201-5090",,"Our faculty share a common passion for taking care of children with nervous system diseases. We have trained at a variety of institutions, bringing myriad approaches to the evaluation and management of children. We offer our residents the flexibility to see a diversity of patients with all types of pathologies. Our residency is best suited for self-motivated learners who can capitalize on the many opportunities that exist here.",1,1,1,,"Yes  , 2 year(s)",Yes,"Yes , Codes: 1599186C0",No,9/1/2020,10/15/2020 - 1/15/2021_10/15/2020 - 1/15/2021,9/1/2021,11/1/2021,No,10,No,No,3,No,Yes,189_189_550_550,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,Yes,Yes,6,2,4,0,10,2,33.3,2.6 to 1,60,24,1,Yes,,100.0,0.0,0.0,44.4,55.5,Every eighth night for 6 month(s),NGO,Every eighth night for 6 month(s),NGO,Every eighth night for 6 month(s),NGO,,,4,50%,N/A,,,,,,,"$64,300.00",15,15,"$67,500.00",15,15,No answer,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Optional,No,No,Yes,,,No,,,,,"$71,100.00",15,15,,,,,,,
0,https://freida.ama-assn.org/program/1854121040,,,3,3,No,Yes,July,Yes,No,http://www.stchristophershospital.com/,Not Available,"Ignacio  Valencia
MD
St Christopher's Hosp for Children
Sect of Neurology
160 E Erie Ave
Philadelphia, PA 19134
Tel: (215) 427-8975
Fax: (215) 427-4393
E-mail: ignacio.valencia@towerhealth.org","Kimberly  Abrams
St Christopher's Hosp for Children
Sect of Neurology
160 E Erie Ave
Philadelphia, PA 19134
Tel: (215) 427-8812
Fax: (215) 427-4393
E-mail: kimberly.abrams@towerhealth.org",1854121040,"St Christopher's Hosp for Children, Sect of Neurology, 160 E Erie Ave, Philadelphia, PA 19134","420 S 5th Ave, West Reading, PA 19611","3601 A St, Philadelphia, PA 19134","1600 Rockland Rd, Wilmington, DE 19899-0269","3401 N Broad St, Philadelphia, PA 19140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1854121041,University-based,Children's Hospital of Philadelphia,3,3,No,No,July,Yes,No,http://www.chop.edu/service/neurology/pediatric-child-neurology-residency/,Not Available,"Sudha K Kessler
MD
Children's Hosp Philadelphia
CTRB 10th Fl
3501 Civic Center Blvd
Philadelphia, PA 19104
Tel: (215) 590-1722
Fax:
E-mail: kesslers@email.chop.edu","Ashley  Rees-Jones
Children's Hosp Philadelphia
CTRB 10th Fl
3501 Civic Center Blvd
Philadelphia, PA 19104-9786
Tel: (215) 590-1722
Fax: (215) 590-2950
E-mail: reesjonesa@email.chop.edu",1854121041,"Children's Hosp Philadelphia, CTRB 10th Fl, 3501 Civic Center Blvd, Philadelphia, PA 19104","34th St & Civic Center Blvd, Philadelphia, PA 19104","3400 Spruce St, Philadelphia, PA 19104-4283","800 Spruce St, Philadelphia, PA 19107",,,7,7,7,,"Yes  , 2 year(s)",No,"Yes , Codes: 1863185C0,1863185R0",Yes,,-_-,,,No,35,No,No,3,No,Yes,200___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,45,0,0,0,45,0,62.2,2.1 to 1,80,24,1.5,Yes,,97.6,2.3,0.0,65.2,34.7,Every fourth night for 3 month(s),26,Every fourth night for 2 month(s),13,N/A,13,,,7,20%,N/A,,,,,,,Not Available,20,NGO,Not Available,20,NGO,Yes,60,NGO,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Required,No,No,No,,,No,(4 wks ),,,,Not Available,20,NGO,,,,,,,
0,https://freida.ama-assn.org/program/1854121012,,,3,3,No,Yes,July,Yes,No,http://www.chp.edu/CHP/child+neurology+residency+program,Not Available,"Ira  Bergman
MD, PhD
UPMC Children's Hosp Pittsburgh
AOB Ste 5400
4401 Penn Ave
Pittsburgh, PA 15224
Tel: (412) 692-5285
Fax: (412) 692-7231
E-mail: pedsresidency@chp.edu","Amy  Gee
UPMC Children's Hosp Pittsburgh
AOB Ste 5400
4401 Penn Ave
Pittsburgh, PA 15224
Tel: (412) 692-7751
Fax: (412) 692-7231
E-mail: pedsresidency@chp.edu",1854121012,"UPMC Children's Hosp Pittsburgh, AOB Ste 5400, 4401 Penn Ave, Pittsburgh, PA 15224","3600 Forbes Ave, Pittsburgh, PA 15213","45th & Penn Ave, Pittsburgh, PA 15201","University Dr C, Pittsburgh, PA 15240-1001","3811 O'Hara St, Pittsburgh, PA 15213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5230 Centre Ave, Pittsburgh, PA 15232",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1854212101,,,3,3,No,Yes,July,Yes,No,http://www.rcm.rcm.upr.edu/,Not Available,"Mayela  Diaz Diaz
MD
Univ of Puerto Rico Med Science Campus
Sect of Neurology
GPO Box 365067
San Juan, PR 00936
Tel: (787) 756-4010
Fax:
E-mail: mayela.diaz@upr.edu","Leticia  Rodriguez Cruz
Univ of Puerto Rico Med Science Campus
Sect of Neurology
GPO Box 365067
San Juan, PR 00936
Tel: (787) 754-0101
Fax:
E-mail: lecitic.rodriguez2@upr.edu",1854212101,"Univ of Puerto Rico Med Science Campus, Sect of Neurology, GPO Box 365067, San Juan, PR 00936","GPO Box 5067, San Juan, PR 00936-5067","PO Box 191079, San Juan, PR 00919-1079","PO Box 2116, San Juan, PR 00922","10 Casia St, San Juan, PR 00921-3201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PMB #79 PO Box 70344, San Juan, PR 00936-8344",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1854518107,University-based,Medical University of South Carolina College of Medicine,3,3,No,Yes,"July,Negotiable",Yes,No,https://medicine.musc.edu/departments/pediatrics/residency,Not Available,"Thomas K Koch
MD
Med Univ of South Carolina
Ste 550 MSC 561
125 Doughty St
Charleston, SC 29425
Tel: (843) 792-6004
Fax: (843) 792-3220
E-mail: kocht@musc.edu","Rebecca  Strickland
BFA
Med Univ of South Carolina
Ste 550 MSC 561
125 Doughty St
Charleston, SC 29425
Tel: (843) 792-6004
Fax: (843) 792-3220
E-mail: strickr@musc.edu",1854518107,"Med Univ of South Carolina, Ste 550 MSC 561, 125 Doughty St, Charleston, SC 29425","169 Ashley Ave, Charleston, SC 29425",,,,,1,1,1,,"Yes  , 2 year(s)",Yes,"Yes , Codes: 1680185C0",No,12/30/2020,11/2/2020 - 1/22/2021_11/1/2021 - 1/21/2022,9/1/2021,12/30/2021,Yes,20,No,No,3,No,Yes,201__430_,No,210-225,Yes,No,450-500,"Desired, with some exceptions",Yes,No,No,5,2,2,0,7,2,80.0,2.0 to 1,70,24,1,Yes,Yes,,,,,,N/A,10,N/A,10,N/A,10,,,6,50%,N/A,,,,,,,"$57,224.00",21,21,"$59,647.00",21,21,Yes,21,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,No,,,,,,,,"$61,849.00",21,21,,,,,,,
0,https://freida.ama-assn.org/program/1854712104,,,3,3,No,Yes,July,Yes,No,http://www.uthsc.edu/,Not Available,"Amy  McGregor
MD
Univ of Tennessee Health Science Ctr
Ste 335
51 N Dunlap
Memphis, TN 38105
Tel: (901) 287-6307
Fax:
E-mail: amcgrego@uthsc.edu","Denise  Norman
BA
Le Bonheur Children's Hosp
Office 316
49 N Dunlap St
Memphis, TN 38103
Tel:
Fax:
E-mail: denise.norman@lebonheur.org",1854712104,"Univ of Tennessee Health Science Ctr, Ste 335, 51 N Dunlap, Memphis, TN 38105","910 Madison Ave, Memphis, TN 38163","50 N Dunlap Ave, Memphis, TN 38103-2893","1265 Union Ave, Memphis, TN 38104","877 Jefferson Ave, Memphis, TN 38103-9999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1030 Jefferson Ave, Memphis, TN 38104","262 Danny Thomas Pl, Memphis, TN 38105",,,,,,,,,,,,,,,
