,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,,Program best described as,Primary teaching site,Participant 3,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Night float system (Residents participate during first year),Specialty Details,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6
0,https://freida.ama-assn.org/program/3203300420,3,3,No,Yes,July,Yes,No,http://bit.ly/2xzIE3e,Not Available,"Susan G Mautone
MD
Joseph M Sanzari Children's Hosp
Pediatrics Pgm
30 Prospect Ave
Hackensack, NJ 07601
Tel: (551) 996-5943
Fax: (551) 996-0524
E-mail: susan.mautone@hackensackmeridian.org","Catherine  Shea
BA
Joseph M Sanzari Children's Hosp
Pediatrics Pgm
30 Prospect Ave
Hackensack, NJ 07601
Tel: (551) 996-2829
Fax: (551) 996-0524
E-mail: catherine.shea@hackensackmeridian.org",3203300420,"Joseph M Sanzari Children's Hosp, Pediatrics Pgm, 30 Prospect Ave, Hackensack, NJ 07601","30 Prospect Ave, Hackensack, NJ 07601","10 1st St, Hackensack, NJ 07601",,,http://www.hackensackumc.org/health-professionals/education-training/residencies/pediatrics-residency/,,Community-based university affiliated,HMH-Hackensack University Medical Center,,12,12,12,,No,No,"Yes , Codes: 1387320C0",No,12/31/2020,11/9/2020 - 2/12/2021_11/8/2021 - 1/17/2022,9/6/2021,12/15/2021,Yes,120,No,No,3,No,Yes,___,No,210-225,Yes,No,450-500,Not required,No,No,No,91,0,16,0,107,0,67,2.7 to 1,68,16,1.5,No,,,,,,,N/A,0,N/A,0,N/A,Not Available,,,7,32%,0%,"$63,261.00",20,Not Available,"$67,548.00",20,Not Available,"$71,684.00",20,Not Available,,,,Yes,56,NGO,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203311133,3,3,No,Yes,"July,Negotiable",Yes,No,https://www.rwjbh.org/for-healthcare-professionals/medical-education/,Not Available,"Renuka  Verma
MD
Monmouth Med Ctr
Dept of Pediatrics
300 Second Ave
Long Branch, NJ 07740
Tel: (732) 923-7251
Fax: (732) 923-7255
E-mail: renuka.verma@rwjbh.org","Candace  Herman
Monmouth Med Ctr
Dept of Pediatrics SW 209
300 Second Ave
Long Branch, NJ 07740
Tel: (732) 923-7251
Fax: (732) 923-7255
E-mail: candace.herman@rwjbh.org",3203311133,"Monmouth Med Ctr, Dept of Pediatrics, 300 Second Ave, Long Branch, NJ 07740","65 Bergen St, Newark, NJ 07103","300 Second Ave, Long Branch, NJ 07740","254 Easton Ave, New Brunswick, NJ 08903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203321412,3,3,No,Yes,"July,Negotiable",Yes,No,https://www.atlantichealth.org/professionals-medical-education/residencies/,Not Available,"Alan J Meltzer
MD
Goryeb Children's Hosp
Box 10
100 Madison Ave
Morristown, NJ 07960
Tel: (973) 971-7802
Fax: (973) 290-7693
E-mail: alan.meltzer@atlantichealth.org","Kiley J Alpert
BA
Goryeb Children's Hosp
Box 10
100 Madison Ave
Morristown, NJ 07960
Tel: (973) 971-7802
Fax: (973) 290-7693
E-mail: kiley.alpert@atlantichealth.org",3203321412,"Goryeb Children's Hosp, Box 10, 100 Madison Ave, Morristown, NJ 07960","475 South St, Morristown, NJ 07962","100 Madison Ave, Morristown, NJ 07962-1956","99 Beauvoir Ave, Summit, NJ 07902",,"The program provides allowance for books, conferences and tablets, a copy of Nelson's, paid AAP membership and food allowance; global health curriculum and funding. A dedicated osteopathic curriculum. Travel expenses covered for resident research presented at national and regional meetings. Many wellness, social activities including breakfast retreats. Research support program.",,Community-based university affiliated,Morristown Medical Center,,12,12,12,,No,No,"Yes , Codes: 3033320C0",No,12/31/2020,11/2/2020 - 2/12/2021_10/18/2021 - 1/28/2022,9/15/2021,12/31/2021,Yes,167,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,501-540,Required,Yes,No,No,78,24,19,3,97,27,56.4,2.4 to 1,64,24,2,Yes,Yes,4.4,50.8,44.6,86.6,13.3,Every fourth night for 3 month(s),0,Every fourth night for 3 month(s),0,Every fourth night for 2 month(s),Not Available,,,10,50%,10%,"$62,153.00",23,9,"$64,297.00",23,9,"$66,976.00",23,9,,,,Yes,23,84,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203311134,3,3,No,Yes,July,Yes,No,http://www.khovnanianchildrenshospital.com/,Not Available,"Ilana  Torine
DO
Jersey Shore Univ Med Ctr
Dept of Pediatrics
1945 State Rte 33
Neptune, NJ 07754
Tel: (732) 776-3805
Fax: (732) 776-2344
E-mail: lory.cotangco@hackensackmeridian.org","Lory  Cotangco
Jersey Shore Univ Med Ctr
Dept of Pediatrics
1945 State Rte 33
Neptune, NJ 07754
Tel: (732) 776-4195
Fax: (732) 776-2344
E-mail: lory.cotangco@hackensackmeridian.org",3203311134,"Jersey Shore Univ Med Ctr, Dept of Pediatrics, 1945 State Rte 33, Neptune, NJ 07754","1945 Corlies Ave, Neptune, NJ 07753","125 Paterson St, New Brunswick, NJ 08903",,,"The program offers a mentoring program; wellness curriculum such as yoga, ice cream social; Board review preparation; and resident retreats, holiday party, graduation party.",,Community-based university affiliated,HMH-Jersey Shore University Medical Center,,9,9,9,,No,No,"Yes , Codes: 1395320C0,1395320P0",No,12/13/2020,11/5/2020 - 1/14/2021_10/28/2021 - 12/30/2021,9/10/2021,12/12/2021,Yes,110,No,Yes,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,48,11,10,2,58,13,64.5,1.9 to 1,68,24,1.5,Yes,,6.5,56.1,37.3,80.4,19.5,Negotiable for week(s),0,Other for 1 month(s),0,Other for 1 month(s),Not Available,,,10,40%,10%,"$56,143.00",20,8,"$59,948.00",20,8,"$63,618.00",20,8,,,,Yes,NGO,NGO,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203331419,3,3,No,Yes,July,Yes,No,https://www.saintpetershcs.com,Not Available,"William  Bernstein
MD
St Peter's Univ Hosp
Pediatric Pgm
254 Easton Ave
New Brunswick, NJ 08901
Tel: (732) 745-8600
Fax: (732) 749-1243
E-mail: bbernstein@saintpetersuh.com","Cesar  Ramirez
St Peter's Univ Hosp
Pediatric Pgm
254 Easton Ave
New Brunswick, NJ 08901
Tel: (732) 745-8600
Fax: (732) 749-1243
E-mail: cesarramirez@saintpetersuh.com",3203331419,"St Peter's Univ Hosp, Pediatric Pgm, 254 Easton Ave, New Brunswick, NJ 08901","254 Easton Ave, New Brunswick, NJ 08903","34th St & Civic Center Blvd, Philadelphia, PA 19104",,,"Our program is affiliated with the Children's Hospital of Philadelphia (CHOP). Each resident spends one month per year rotating at CHOP. We have a dynamic, dedicated, enthusiastic, and experienced faculty that loves to teach!",,Community-based university affiliated,St Peter's University Hospital,,8,8,8,,No,No,"Yes , Codes: 3211320C0",No,1/1/2021,11/10/2020 - 1/22/2021_11/9/2021 - 1/21/2022,9/2/2021,12/1/2021,Yes,135,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,Yes,No,55,3,13,1,68,4,45.4,2.5 to 1,60,14,1.5,No,No,0,91.1,8.8,51.5,48.4,N/A,0,Every fourth night for 8 week(s),0,Every fifth night for 8 week(s),Not Available,,,12,50%,5%,"$56,937.00",20,8,"$60,795.00",20,8,"$64,519.00",20,8,,,,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203321362,3,3,No,Yes,"July,Negotiable",Yes,No,https://tinyurl.com/ychg9nf4,Not Available,"Ketan V Kansagra
MD
Newark Beth Israel Med Ctr
C-5
201 Lyons Ave
Newark, NJ 07112
Tel: (973) 926-2809
Fax: (973) 926-6452
E-mail: ketan.kansagra@rwjbh.org","Taiesha  Barber-Mitchell
Newark Beth Israel Med Ctr
C-5
201 Lyons Ave
Newark, NJ 07112
Tel: (973) 926-7040
Fax: (973) 926-6452
E-mail: taiesha.barber@rwjbh.org",3203321362,"Newark Beth Israel Med Ctr, C-5, 201 Lyons Ave, Newark, NJ 07112","65 Bergen St, Newark, NJ 07103","201 Lyons Ave, Newark, NJ 07112","150 Bergen St, Newark, NJ 07103","94 Old Short Hills Rd, Livingston, NJ 07039-5672","You are part of our pediatric family. Residency will require you to bring your best self on a daily basis, in times of success, as well as disappointment. We will not discount any of the emotions you will encounter and relish the opportunity to celebrate and support each one of you on this journey to become a pediatrician. I will always be available whenever you may need me.",,Community-based university affiliated,Newark Beth Israel Medical Center,,10,10,10,,No,No,"Yes , Codes: 1397320C0",No,12/1/2020,11/2/2020 - 1/29/2021_10/27/2021 - 1/26/2022,9/15/2021,11/1/2021,Yes,100,No,No,3,Yes,Yes,___,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,89,6,0,0,89,6,69.6,2.9 to 1,70,24,1,No,,3,77,19.8,80.9,19,N/A,0,Other for 32 week(s),0,Other for 32 week(s),Not Available,,,8,40%,20%,"$58,488.00",20,5,"$62,452.00",20,5,"$66,275.00",20,5,,,,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203321364,3,3,No,Yes,July,Yes,No,http://www.stjosephshealth.org,Not Available,"Roberto  Jodorkovsky
MD
St Joseph's Univ Med Ctr
Pediatrics Pgm
703 Main St
Paterson, NJ 07503
Tel: (973) 754-2543
Fax:
E-mail: jodorkor@sjhmc.org","Karen  Hilla
St Joseph's Univ Med Ctr
Pediatrics Pgm
703 Main St
Paterson, NJ 07503
Tel: (973) 754-2543
Fax: (973) 754-2546
E-mail: hillak@sjhmc.org",3203321364,"St Joseph's Univ Med Ctr, Pediatrics Pgm, 703 Main St, Paterson, NJ 07503","703 Main St, Paterson, NJ 07503-2691",,,,,,Community-based university affiliated,St Joseph's University Medical Center,,12,12,12,,No,No,"Yes , Codes: 1406320C0",No,12/15/2020,10/26/2020 - 1/26/2021_10/18/2021 - 1/31/2022,9/1/2021,12/15/2021,Yes,152,No,No,3,No,Yes,225_225_500_500,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,Yes,No,48,14,5,0,53,14,45.8,1.4 to 1,76,16,1.5,No,,1.7,97.3,0.8,81.9,18,Two times per week for 1 month(s),0,Every fourth night for 7 month(s),0,Every fourth night for 5 month(s),16,,,10,35%,N/A,"$53,045.00",20,12,"$56,068.00",20,12,"$59,092.00",20,12,,,,Yes,12,NGO,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203321136,3,3,No,Yes,July,Yes,No,http://rwjms.rutgers.edu/departments_institutes/pedspweb/,Not Available,"Joann  Carlson
MD
Rutgers Robert Wood Johnson Med Sch
Dept of Pediatrics MEB 308
125 Paterson St
Piscataway, NJ 08854
Tel:
Fax:
E-mail: mooreke@rwjms.rutgers.edu","Karen E Moore
Rutgers Robert Wood Johnson Med Sch
Dept of Pediatrics MEB 308
125 Paterson St
New Brunswick, NJ 08903-0019
Tel: (732) 235-7883
Fax: (732) 235-6609
E-mail: mooreke@rwjms.rutgers.edu",3203321136,"Rutgers Robert Wood Johnson Med Sch, Dept of Pediatrics MEB 308, 125 Paterson St, Piscataway, NJ 08854","65 Bergen St, Newark, NJ 07103","One Robert Wood Johnson Pl, New Brunswick, NJ 08903-2601","200 Somerset St, New Brunswick, NJ 08901",,,NGO (wks),University-based,Robert Wood Johnson University Hospital,,11,11,11,,No,No,"Yes , Codes: 2918320C0",No,12/1/2020,10/28/2020 - 1/22/2021_10/27/2021 - 1/21/2022,9/15/2021,12/1/2021,Yes,190,No,No,3,No,Yes,220__550_,No,226-235,Yes,No,501-540,Not required,Yes,No,No,83,18,11,2,94,20,54.2,2.6 to 1,68,16,1.5,Yes,,58.3,9.4,32.2,83.3,16.6,N/A,4,N/A,4,N/A,4,,,9,50%,20%,"$60,243.00",20,12,"$64,326.00",20,12,"$68,264.00",20,12,,,,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Not Available,Not Available,More than 30 days of starting program,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203411138,3,3,No,Yes,"June,July",Yes,No,https://hsc.unm.edu/school-of-medicine/pediatrics/education/residency/,Not Available,"Rebecca  Craig
MD
Univ of New Mexico Health Science Ctr
MSC10 5590
1 Univ of New Mexico
Albuquerque, NM 87131
Tel: (505) 272-3909
Fax:
E-mail: rrotello@salud.unm.edu","Stephanie  Barnett
MPH
Univ of New Mexico Health Science Ctr
MSC10 5590
1 Univ of New Mexico
Albuquerque, NM 87131
Tel: (505) 272-3909
Fax:
E-mail: hsc-pediatric-residency@salud.unm.edu",3203411138,"Univ of New Mexico Health Science Ctr, MSC10 5590, 1 Univ of New Mexico, Albuquerque, NM 87131","1 University Blvd, Albuquerque, NM 87131-5156","2211 Lomas Blvd NE, Albuquerque, NM 87106-2745",,,"The University of New Mexico pediatric residency is family friendly. We offer a New Parent elective as an option for our growing families. We have many wellness initiatives at our institution and in our program, with the most recent addition of four wellness half-days per academic year that they can utilize on any rotation.",,University-based,University of New Mexico Hospital,,16,16,16,,No,No,"Yes , Codes: 1962320C0",No,1/15/2021,10/27/2020 - 1/29/2021_10/5/2021 - 1/19/2022,9/15/2021,12/31/2021,Yes,250,No,No,3,No,Yes,200__450_,No,210-225,Yes,No,450-500,"Desired, with some exceptions",Yes,No,No,69,14,27,0,96,14,71,1.7 to 1,65,24,1.8,Yes,,54.7,7.3,37.9,70.6,29.3,N/A,0,N/A,0,N/A,Not Available,,,7,40%,20%,"$53,898.00",21,21,"$55,646.00",21,21,"$57,671.00",21,21,,,,Yes,30,90,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203121407,3,3,No,Yes,July,Yes,No,http://www.unlv.edu/medicine/pediatrics,Not Available,"Oriaku A Kas-Osoka
MD, MEd
Univ of Nevada Las Vegas Sch of Med
Ste 670
1701 W Charleston Blvd
Las Vegas, NV 89102
Tel: (702) 780-7588
Fax: (702) 671-2233
E-mail: oriaku.kas-osoka@unlv.edu","Lillian  Olazabal-Farr
Univ of Nevada Las Vegas Sch of Med
Ste 670
1701 W Charleston Blvd
Las Vegas, NV 89102
Tel: (702) 780-7588
Fax: (702) 671-2233
E-mail: lillian.olazabal-farr@unlv.edu",3203121407,"Univ of Nevada Las Vegas Sch of Med, Ste 670, 1701 W Charleston Blvd, Las Vegas, NV 89102","1001 Shadow Ln, Las Vegas, NV 89106-7407","1800 W Charleston Blvd, Las Vegas, NV 89102-2386","3186 Maryland Pkwy, Las Vegas, NV 89193-8530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203521139,3,3,No,Yes,July,Yes,No,https://www.amc.edu/academic/gme/programs/Pediatrics/index.cfm,Not Available,"Henry A Nagle
MD
Albany Med Ctr
MC-102
47 New Scotland Ave
Albany, NY 12208
Tel: (518) 262-5626
Fax: (518) 262-6776
E-mail: pedsresdir@amc.edu","Phillip  Keehan
Albany Med Ctr
MC-102
47 New Scotland Ave
Albany, NY 12208-3479
Tel: (518) 262-5626
Fax: (518) 262-6776
E-mail: keehanp@amc.edu",3203521139,"Albany Med Ctr, MC-102, 47 New Scotland Ave, Albany, NY 12208","43 New Scotland Ave, Albany, NY 12208",,,,"We are responsible for over 700,000 children as the only tertiary care center for children within 25 counties of north eastern New York. Our patients come from all socioeconomic strata. We pride ourselves on our unique educational experiences and our responsiveness to our residents' personal and professional needs. Approximately half of our alumni pursue General Pediatrics or Hospitalist Medicine, while the other half match into highly coveted fellowships at major centers around the country.",(4 wks ),University-based,Albany Medical Center,,11,11,10,,No,No,"Yes , Codes: 1414320M0",No,12/1/2020,11/3/2020 - 2/1/2021_10/12/2021 - 1/14/2022,9/15/2021,11/1/2021,Yes,160,No,No,3,No,Yes,200_209_450_450,Yes,226-235,Yes,Yes,501-540,Required,Yes,No,No,50,26,13,0,63,26,56,1.7 to 1,53,24,2,Yes,,19.4,44.4,36.1,70,30,Other for 6 week(s),13,Every third night for 1 month(s),20,Every third night for 1 month(s),20,,,6,50%,10%,"$64,645.00",20,NGO,"$65,255.00",20,NGO,"$65,863.00",20,NGO,,,,Yes,0,NGO,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
