,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,,Year 4,Year 5,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Night float system (Residents participate during first year),Participant 9,Participant 10,Participant 11,Participant 12,Yes
0,https://freida.ama-assn.org/program/2602721006,5,5,No,Yes,July,Yes,No,https://www.umc.edu/orthopaedic/,Not Available,"Matthew L Graves
MD
Univ of Mississippi Med Ctr
Dept of Orthopaedic Surgery & Rehab
2500 N State St
Jackson, MS 39216-4505
Tel: (601) 984-5153
Fax: (601) 984-5151
E-mail: mgraves@umc.edu","Amy K Kraus
BS
Univ of Mississippi Med Ctr
Dept of Orthopaedic Surgery
2500 N State St
Jackson, MS 39216-4505
Tel: (601) 984-5153
Fax: (601) 984-5151
E-mail: akraus@umc.edu",2602721006,"Univ of Mississippi Med Ctr, Dept of Orthopaedic Surgery & Rehab, 2500 N State St, Jackson, MS 39216-4505","2500 N State St, Jackson, MS 39216-4505","2500 N State St, Jackson, MS 39216-4505","1500 E Woodrow Wilson Dr, Jackson, MS 39216-5199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603621081,5,5,No,Yes,June,Yes,No,http://www.med.unc.edu/ortho,Not Available,"Robert J Esther
MD
Univ of North Carolina Hosps
3144 Bioinformatics
CB#7055
Chapel Hill, NC 27599
Tel: (919) 966-9071
Fax: (919) 966-6730
E-mail: bob_esther@med.unc.edu","Karen E Gilliam
Univ of North Carolina Hosps
Dept of Orthopaedics
CB#7055
Chapel Hill, NC 27599
Tel: (919) 966-9071
Fax: (919) 966-6730
E-mail: karen_gilliam@med.unc.edu",2603621081,"Univ of North Carolina Hosps, 3144 Bioinformatics, CB#7055, Chapel Hill, NC 27599","101 Manning Dr, Chapel Hill, NC 27514","3000 New Bern Ave, Raleigh, NC 27610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603622104,5,5,No,Yes,July,Yes,No,http://www.atriumhealth.org,Not Available,"Brian  Scannell
MD
Carolinas Med Ctr
Ste 300
1025 Morehead Medical Dr
Charlotte, NC 28204
Tel: (704) 355-3184
Fax: (704) 355-7905
E-mail: brian.scannell@atriumhealth.org","Helen  Womack
Carolinas Med Ctr
MSKI Education Ste 1202
2001 Vail Ave
Charlotte, NC 28207
Tel: (704) 609-1608
Fax: (704) 355-7905
E-mail: helen.womack@atriumhealth.org",2603622104,"Carolinas Med Ctr, Ste 300, 1025 Morehead Medical Dr, Charlotte, NC 28204","1000 Blythe Blvd, Charlotte, NC 28232-2861","2001 Vail Ave, Charlotte, NC 28207",,,,,Community-based,Carolinas Medical Center,6,4,5,No,No,"Yes , Codes: 1527260C0",No,10/31/2020,12/7/2020 - 1/4/2021_12/6/2021 - 1/3/2022,9/15/2021,10/31/2021,No,75,No,No,4,No,Yes,___,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,No,No,No,10,5,40,0,50,5,0.0,1.1 to 1,60,24,1.4,Yes,Yes,100.0,0.0,0.0,21.8,78.1,Every third night for 4 week(s),0,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,5,15%,15%,"$56,861.00",15,NGO,"$58,712.00",20,NGO,"$61,587.00",15,NGO,No answer,90,90,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,No,,,,,,5,6,Every fifth night for 12 week(s),10,Every fifth night for 12 week(s),10,"$55,108.00",15,NGO,"$63,387.00",15,NGO,,,,,,,
0,https://freida.ama-assn.org/program/2603631019,5,5,No,Yes,June,Yes,No,http://ortho.duke.edu.,Not Available,"Robert D Fitch
MD
Duke Univ Med Ctr
Dept of Orthopaedic Surgery
Box 3312
Durham, NC 27710
Tel: (919) 684-3104
Fax: (919) 681-7672
E-mail: wendy.thompson@duke.edu","Wendy R Thompson
Duke Univ Med Ctr
Dept of Orthopaedic Surgery
Box 104002
Durham, NC 27710
Tel: (919) 684-3170
Fax: (919) 681-7672
E-mail: wendy.thompson@duke.edu",2603631019,"Duke Univ Med Ctr, Dept of Orthopaedic Surgery, Box 3312, Durham, NC 27710","2301 Erwin Rd, Durham, NC 27710","1001 Johnson Ferry Rd NE, Atlanta, GA 30363","3643 N Roxboro St, Durham, NC 27704-2763","508 Fulton St, Durham, NC 27705","1100 Tunnel Rd, Asheville, NC 28805","Program provides educational allowance for books, national meetings; interest free loan for surgical loupes; on-site gym.",University-based,Duke University Hospital,8,8,8,No,No,"Yes , Codes: 1529260C0",No,10/21/2020,11/20/2020 - 12/18/2020_11/19/2021 - 12/17/2021,10/1/2021,10/1/2021,Yes,98,No,No,3,No,No,___,No,No Answer,No,No Answer,No Answer,Not known,Yes,No,No,40,24,2,0,42,24,10.0,1.0 to 1,60,16,2,Yes,,98.3,1.6,0.0,13.3,86.6,Every third night for 11 month(s),0,Every sixth night for 8 month(s),16,Other for week(s),NGO,4,10%,N/A,"$60,372.00",20,NGO,"$62,700.00",20,NGO,"$65,268.00",20,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,8,8,Other for week(s),NGO,Other for week(s),NGO,"$58,020.00",15,NGO,"$67,788.00",20,NGO,,Yes,,,,,
0,https://freida.ama-assn.org/program/2603621077,5,5,Yes,Yes,July,Yes,No,https://school.wakehealth.edu/Education-and-Training/,Not Available,"Jason J Halvorson
MD
Wake Forest Baptist Health
Box 1070
Medical Center Blvd
Winston-Salem, NC 27157-1070
Tel: (336) 716-3448
Fax: (336) 716-3861
E-mail: jhalvors@wakehealth.edu","Artina  Dawkins
PhD, MPA
Wake Forest Baptist Med Ctr
Box 1070
Medical Center Blvd
Winston-Salem, NC 27157-1070
Tel: (336) 716-3448
Fax: (336) 716-3861
E-mail: ardawkin@wakehealth.edu",2603621077,"Wake Forest Baptist Health, Box 1070, Medical Center Blvd, Winston-Salem, NC 27157-1070","Medical Center Blvd, Winston-Salem, NC 27157-1052","1601 Brennan Ave, Salisbury, NC 28144","313 and 329 NC Hwy, Bermuda Run, NC 27006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603700001,5,5,No,Yes,July,Yes,No,https://med.und.edu/residency-programs/orthopedic-surgery/,Not Available,"Bruce E Piatt
MD
Univ of North Dakota
Sanford Health Orthopedics and Sports Med
2301 25th St S
Fargo, ND 58103
Tel: (701) 237-9712
Fax: (701) 237-0922
E-mail: sara.king@sanfordhealth.org","Sara  King
BS
Univ of North Dakota
Orthopaedic Surgery Pgm
1720 University Dr S
Fargo, ND 58103
Tel:
Fax:
E-mail: sara.king@sanfordhealth.org",2603700001,"Univ of North Dakota, Sanford Health Orthopedics and Sports Med, 2301 25th St S, Fargo, ND 58103","501 N Columbia Rd, Grand Forks, ND 58202-9037","720 N Fourth St, Fargo, ND 58122","1305 W 18th St, Sioux Falls, SD 57117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603021001,5,5,No,Yes,July,Yes,No,http://www.unmc.edu/orthosurgery,Not Available,"Matthew A Mormino
MD
Univ of Nebraska Med Ctr
Dept of Orthopaedic Surgery
985640 Nebraska Med Ctr
Omaha, NE 68198-5640
Tel: (402) 559-2258
Fax: (402) 559-2575
E-mail: mamormin@unmc.edu","Jolene  Krueger
Univ of Nebraska Med Ctr
Dept of Orthopaedic Surgery
985640 Nebraska Med Ctr
Omaha, NE 68198-5640
Tel: (402) 559-8591
Fax: (402) 559-2575
E-mail: jolene.krueger@unmc.edu",2603021001,"Univ of Nebraska Med Ctr, Dept of Orthopaedic Surgery, 985640 Nebraska Med Ctr, Omaha, NE 68198-5640","984285 Nebraska Med Ctr, Omaha, NE 68198-4285","987400 Nebraska Med Ctr, Omaha, NE 68198-7400","8301 Dodge St, Omaha, NE 68114-4199","4101 Woolworth Ave, Omaha, NE 68105-3012","7500 Mercy Rd, Omaha, NE 68124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603221082,5,5,No,Yes,June,Yes,No,http://gme.dartmouth-hitchcock.org/ortho.html,Not Available,"Marcus P Coe
MD, MS
Dartmouth-Hitchcock Med Ctr
Orthopaedic Surgery Pgm
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 653-6014
Fax: (603) 653-6026
E-mail: penny.a.atherton@hitchcock.org","Penny A Atherton
Dartmouth-Hitchcock Med Ctr
Orthopaedic Surgery Pgm
1 Medical Center Dr
Lebanon, NH 03756-0001
Tel: (603) 653-6014
Fax: (603) 653-6026
E-mail: penny.a.atherton@hitchcock.org",2603221082,"Dartmouth-Hitchcock Med Ctr, Orthopaedic Surgery Pgm, 1 Medical Center Dr, Lebanon, NH 03756","1 Medical Center Dr, Lebanon, NH 03756-0001","300 Longwood Ave, Boston, MA 02115-5737","330 Brookline Ave, Boston, MA 02215","163 Veterans Dr, White River Junction, VT 05009",,,University-based,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital,4,4,4,No,No,"Yes , Codes: 1377260C0",No,10/1/2020,12/4/2020 - 1/4/2021_12/10/2021 - 1/3/2022,9/15/2021,10/1/2021,Yes,44,No,Yes,3,No,Yes,225___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,Yes,22,14,6,0,28,14,4.5,1.1 to 1,70,16,1.5,Yes,,100.0,0.0,0.0,19.6,80.3,Every fifth night for 52 week(s),0,Every sixth night for 52 week(s),0,Every sixth night for 52 week(s),0,6,15%,N/A,"$59,454.00",15,90,"$61,903.00",15,90,"$64,560.00",15,90,Yes,90,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Required,Yes,Yes,No,,,,,(6 wks ),5,4,N/A,52,N/A,52,"$57,319.00",15,90,"$67,559.00",15,90,,Yes,,,,,
0,https://freida.ama-assn.org/program/2603300223,5,5,No,Yes,"June,July",Yes,No,http://www.cooperhealth.edu/residencies/orthopaedics,Not Available,"David A Fuller
MD
Cooper Univ Hosp
Ste 408
3 Cooper Plaza
Camden, NJ 08103
Tel: (856) 342-3206
Fax: (856) 968-8288
E-mail: fuller-david@cooperhealth.edu","Lisa  Torrence
Cooper Univ Hosp
Ste 408
3 Cooper Plaza
Camden, NJ 08103
Tel: (856) 342-3206
Fax: (856) 968-8288
E-mail: torrence-lisa@cooperhealth.edu",2603300223,"Cooper Univ Hosp, Ste 408, 3 Cooper Plaza, Camden, NJ 08103","One Cooper Plaza, Camden, NJ 08103-1489","201 Mullica Hill Rd, Glassboro, NJ 08028","3551 N Broad St, Philadelphia, PA 19140-4105",,,"Wonderful, relational program with high volume of complex surgery. diverse patient population with ethical approach to caring for all populations. mission driven program.",University-based,Cooper University Hospital,2,3,2,No,No,"Yes , Codes: 1380260C0",No,11/1/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,11/1/2021,Yes,39,No,No,3,No,Yes,220_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,20,0,1,0,21,0,10.0,1.8 to 1,66,16,1.5,Yes,Yes,93.6,6.3,0.0,19.3,80.6,N/A,0,N/A,0,N/A,0,4,25%,25%,"$59,920.00",26,90,"$62,187.00",26,90,"$66,162.00",26,90,No answer,0,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Optional,No,No,Yes,,,,,,2,2,N/A,13,N/A,13,"$57,537.00",21,90,"$67,721.00",26,90,,,,,,,
0,https://freida.ama-assn.org/program/2603300225,5,5,No,No,July,No,No,https://www.jcmcbarnabasortho.com/,Not Available,"John T Capo
MD
Jersey City Med Ctr
Orthopaedic Surgery Pgm Ste 14
414 Grand St
Jersey City, NJ 07302
Tel: (201) 448-9552
Fax:
E-mail: bertha.torres@rwjbh.org","Bertha M Torres
Jersey City Med Ctr
Orthopaedic Surgery Pgm Ste 14
414 Grand St
Jersey City, NJ 07302
Tel: (201) 448-9552
Fax:
E-mail: bertha.torres@rwjbh.org",2603300225,"Jersey City Med Ctr, Orthopaedic Surgery Pgm Ste 14, 414 Grand St, Jersey City, NJ 07302","65 Bergen St, Newark, NJ 07103","355 Grand St, Jersey City, NJ 07302","One Robert Wood Johnson Pl, New Brunswick, NJ 08903-2601","100 Madison Ave, Morristown, NJ 07962-1956","94 Old Short Hills Rd, Livingston, NJ 07039-5672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28-06 Broadway, Fair Lawn, NJ 07410","2 Executive Dr, Fort Lee, NJ 07024","718 Teaneck Rd, Teaneck, NJ 07666",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603311146,5,5,No,Yes,July,Yes,No,https://www.rwjbh.org/for-healthcare-professionals/medical-education/,Not Available,"Steve J Paragioudakis
MD, MBA
Monmouth Med Ctr
Rm 237SW
300 Second Ave
Long Branch, NJ 07740
Tel: (732) 923-6784
Fax:
E-mail: christine.steinberger@rwjbh.org","Christine  Steinberger
Monmouth Med Ctr
Dept of Orthopaedic Surgery
300 Second Ave
Long Branch, NJ 07740
Tel: (732) 923-6784
Fax: (732) 923-7247
E-mail: christine.steinberger@rwjbh.org",2603311146,"Monmouth Med Ctr, Rm 237SW, 300 Second Ave, Long Branch, NJ 07740","65 Bergen St, Newark, NJ 07103","300 Second Ave, Long Branch, NJ 07740","1945 Corlies Ave, Neptune, NJ 07753","150 Bergen St, Newark, NJ 07103","34th St & Civic Center Blvd, Philadelphia, PA 19104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603321149,5,5,No,Yes,July,Yes,No,http://rwjms.rutgers.edu/departments_institutes/orthopaedic/,Not Available,"Charles J Gatt
MD
Rutgers Robert Wood Johnson Med Sch
MEB 422 PO Box 19
1 Robert Wood Johnson Pl
New Brunswick, NJ 08903
Tel: (732) 235-7869
Fax: (732) 235-6002
E-mail: gattcj@rwjms.rutgers.edu","Michelle D Allen
Rutgers Robert Wood Johnson Med Sch
MEB 422 PO Box 19
1 Robert Wood Johnson Pl
New Brunswick, NJ 08903
Tel: (732) 235-7869
Fax: (732) 235-6002
E-mail: allenmi@rwjms.rutgers.edu",2603321149,"Rutgers Robert Wood Johnson Med Sch, MEB 422 PO Box 19, 1 Robert Wood Johnson Pl, New Brunswick, NJ 08903","65 Bergen St, Newark, NJ 07103","One Robert Wood Johnson Pl, New Brunswick, NJ 08903-2601","254 Easton Ave, New Brunswick, NJ 08903","1275 York Ave, New York, NY 10021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603331102,5,5,No,Yes,July,Yes,No,http://njms.rutgers.edu/departments/orthopaedics/residency/index.cfm,Not Available,"Kathleen S Beebe
MD
Rutgers New Jersey Med Sch
Ste D-1610
140 Bergen St
Newark, NJ 07103
Tel: (973) 972-3534
Fax: (973) 972-9367
E-mail: kathleen.beebe@njms.rutgers.edu","Monique  Smith
Rutgers New Jersey Med Sch
Fl D Rm 1761
140 Bergen St
Newark, NJ 07101-1709
Tel: (973) 972-3860
Fax: (973) 972-9367
E-mail: mas985@njms.rutgers.edu",2603331102,"Rutgers New Jersey Med Sch, Ste D-1610, 140 Bergen St, Newark, NJ 07103","65 Bergen St, Newark, NJ 07103","385 Tremont Ave, East Orange, NJ 07018","30 Prospect Ave, Hackensack, NJ 07601","99 Beauvoir Ave, Summit, NJ 07902","150 Bergen St, Newark, NJ 07103",,University-based,Rutgers New Jersey Medical School,6,6,6,No,No,"Yes , Codes: 1398260C0",No,10/17/2020,1/4/2021 - 2/15/2021_1/3/2022 - 2/1/2022,10/15/2021,11/5/2021,Yes,72,No,No,2,No,Yes,220__500_,No,Greater than 245,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,16,12,2,0,18,12,18.7,0.5 to 1,70,24,1.5,No,Yes,98.8,1.1,0.0,3.4,96.5,N/A,0,Two times per week for 8 week(s),0,Two times per week for 8 week(s),14,3,30%,20%,"$65,934.00",20,12,"$69,970.00",20,12,"$74,056.00",20,12,Yes,NGO,NGO,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,More than 30 days of starting program,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Required,Yes,Yes,Yes,"201 Lyons Ave, Newark, NJ 07112","475 Seaview Ave, Staten Island, NY 10305-3498",,,(8 wks ),6,6,Two times per week for 8 week(s),14,N/A,14,"$61,749.00",20,12,"$76,022.00",20,12,,,,,,,
0,https://freida.ama-assn.org/program/2603312147,5,5,No,Yes,July,Yes,No,https://www.stjosephshealth.org,Not Available,"Vincent K McInerney
MD
St Joseph's Univ Med Ctr
Dept of Ortho Surgery
703 Main St
Paterson, NJ 07503
Tel: (973) 754-2926
Fax: (973) 754-4357
E-mail: rivac@sjhmc.org","Catherine V Riva
BA
St Joseph's Univ Med Ctr
Dept of Ortho Surgery
703 Main St
Paterson, NJ 07503
Tel: (973) 754-2926
Fax:
E-mail: rivac@sjhmc.org",2603312147,"St Joseph's Univ Med Ctr, Dept of Ortho Surgery, 703 Main St, Paterson, NJ 07503","703 Main St, Paterson, NJ 07503-2691","1600 Rockland Rd, Wilmington, DE 19899-0269","100 Madison Ave, Morristown, NJ 07962-1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603300226,5,5,No,Yes,June,Yes,No,https://som.rowan.edu/graduate/residency/orthopedic/index.html,Not Available,"Joseph N Daniel
DO
RowanSOM/Jefferson Health/Virtua OLOL
Academic Center Ste 146
1 Medical Center Dr
Stratford, NJ 08084
Tel: (856) 566-6853
Fax:
E-mail: goetz@rowan.edu","Shauna  Goetz
RowanSOM/Jefferson Health/Virtua OLOL
Academic Center Ste 146
1 Medical Center Dr
Stratford, NJ 08084
Tel:
Fax:
E-mail: goetz@rowan.edu",2603300226,"RowanSOM/Jefferson Health/Virtua OLOL, Academic Center Ste 146, 1 Medical Center Dr, Stratford, NJ 08084","1 Medical Center Dr, Stratford, NJ 08084-1501","1600 Rockland Rd, Wilmington, DE 19899-0269","1600 Haddon Ave, Camden, NJ 08103-1111","One Cooper Plaza, Camden, NJ 08103-1489","435 Huffville-Cross Keys Rd, Turnersville, NJ 08012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Medical Center Dr, Stratford, NJ 08043","18 E Laurel Rd, Stratford, NJ 08084","218 Sunset Rd, Willingboro, NJ 08046","1 Medical Center Dr, Stratford, NJ 08084",,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603300224,5,5,Yes,Yes,July,Yes,No,,Not Available,"Fred  McAlpin
DO
Inspira Med Ctr Vineland
Orthopaedic Surgery Pgm
1505 W Sherman Ave
Vineland, NJ 08360
Tel: (856) 641-7675
Fax: (856) 575-4944
E-mail: landa@ihn.org","Amy  Land
Inspira Med Ctr Vineland
Orthopaedic Surgery Pgm
1505 W Sherman Ave
Vineland, NJ 08361
Tel:
Fax:
E-mail: landa@ihn.org",2603300224,"Inspira Med Ctr Vineland, Orthopaedic Surgery Pgm, 1505 W Sherman Ave, Vineland, NJ 08360","1505 W Sherman Ave, Vineland, NJ 08360","4755 Ogletown-Stanton Rd, Newark, DE 19718","1925 Pacific Ave, Atlantic City, NJ 08401","One Cooper Plaza, Camden, NJ 08103-1489","1505 W Sherman Ave, Vineland, NJ 08360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3601 A St, Philadelphia, PA 19134",,,,,,,,,,,,,,,,,,,,,,,
