,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system (Residents participate during first year),Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,
0,https://freida.ama-assn.org/program/4200121006,4,4,No,Yes,"June,July",Yes,No,http://www.brookwoodbaptisthealth.com/residency,Not Available,"Bibb  Allen
MD
Grandview Med Ctr
Dept of Radiology
3690 Grandview Pkwy
Birmingham, AL 35243
Tel: (205) 971-1257
Fax: (205) 971-5975
E-mail: virginia.fadlevich@bhsala.com","Virginia  Fadlevich
Brookwood Baptist Health
Med Education POB II Ste 106
817 Princeton Ave SW
Birmingham, AL 35211
Tel: (205) 971-1257
Fax: (205) 971-5975
E-mail: virginia.fadlevich@bhsala.com",4200121006,"Grandview Med Ctr, Dept of Radiology, 3690 Grandview Pkwy, Birmingham, AL 35243","800 Montclair Rd, Birmingham, AL 35213","701 Princeton Ave SW, Birmingham, AL 35211","3690 Grandview Pkwy, Vestavia Hills, AL 35243","1600 7th Ave S, Birmingham, AL 35233",We offer a very strong training program in radiology which provides a supportive environment for residents. We also offer a guaranteed PGY1 preliminary position in our transitional year program to all matched applicants. All of our graduates go on to complete one or two fellowship programs in various subspecialties of radiology.,Community-based,Princeton Baptist Medical Center,4,4,4,4,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1903420C0",No,12/1/2020,10/21/2020 - 12/18/2020_10/6/2021 - 12/17/2021,9/15/2021,12/1/2021,Yes,60,No,No,3,No,Yes,__500_,No,210-225,Yes,No,541-600,"Desired, with some exceptions",Yes,No,No,18,0,0,0,18,0,5.5,1.1 to 1,50,24,1.8,Yes,No,97.4,0,2.5,17.9,82,N/A,0,Every fourth night for 12 month(s),0,Every eleventh night or more for 12 month(s),9,Every eleventh night or more for 12 month(s),9,7,20%,N/A,,,,"$54,590.00",15,NGO,"$56,228.00",15,NGO,"$57,915.00",15,NGO,No,30,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Not available,No,Yes,No,,"619 19th St S, Birmingham, AL 35249-6505",,,,,,,,,,,,,"$60,852.00",15,NGO,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200111008,4,4,No,No,July,Yes,No,https://www.usahealthsystem.com/radiologyresidency,USA Health Radiology Residency Program,"Samuel A McQuiston
MD
USA Health Univ Hosp
Mastin 301
2451 USA Medical Center Dr
Mobile, AL 36617-2293
Tel: (251) 471-7866
Fax: (251) 471-7882
E-mail: mcquiston@health.southalabama.edu","Shunda C Fakaha
BA
USA Health Univ Hosp
Mastin Bldg Ste 315
2451 USA Medical Center Dr
Mobile, AL 36617
Tel: (251) 471-7866
Fax: (251) 471-7882
E-mail: sfakaha@health.southalabama.edu",4200111008,"USA Health Univ Hosp, Mastin 301, 2451 USA Medical Center Dr, Mobile, AL 36617-2293","2451 USA Medical Center Dr, Mobile, AL 36617-2293","1601 Center St, Mobile, AL 36604","1700 Center St, Mobile, AL 36604-3391","2451 Fillingim St, Mobile, AL 36617-2293","Our program provides a full spectrum of diagnostic imaging and interventional services. Being part of a Level 1 trauma center and major referral center in the Gulf coast region for trauma, stroke, heart disease and other critical care conditions as well as having a Children's and Women's Hospital and the Mitchell Cancer Institute allows for advanced training in pediatric, women's and oncologic imaging.",University-based,USA Health,5,5,5,5,"Yes  , 1 year(s)",No,"No , Codes: 1852420R0","Yes , Codes: 1852420A0",11/20/2020,11/2/2020 - 1/15/2021_11/2/2020 - 1/15/2021,10/21/2020,11/20/2020,Yes,85,No,No,3,No,Yes,220_225_585_600,Yes,236-245,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,9,1,12,0,21,1,22.2,0.7 to 1,62,24,1.5,Yes,Yes,41.6,26.6,31.6,11.6,88.3,Every fifth night for 12 month(s),0,Every tenth night for 12 month(s),0,Every tenth night for 12 month(s),0,Negotiable for 12 month(s),5,5,10%,N/A,,,,"$55,443.00",20,12,"$57,259.00",20,12,"$59,935.00",20,12,No,12,120,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Optional,Yes,Yes,Yes,,"1660 Springhill Ave, Mobile, AL 36604",,,,,,,,,,,,,"$61,976.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200421012,4,4,No,Yes,July,Yes,No,http://www.uams.edu/radiology,Not Available,"Kedar  Jambhekar
MD
Univ of Arkansas for Med Sciences
Dept of Radiology #556
4301 W Markham St
Little Rock, AR 72223
Tel: (501) 231-7841
Fax:
E-mail: kjambhekar@uams.edu","Alysia K Johnson
MPA
Univ of Arkansas for Med Sciences
Dept of Radiology #556
4301 W Markham St
Little Rock, AR 72205
Tel: (501) 603-1595
Fax: (501) 686-6900
E-mail: akjohnson@uams.edu",4200421012,"Univ of Arkansas for Med Sciences, Dept of Radiology #556, 4301 W Markham St, Little Rock, AR 72223","4301 W Markham St, Little Rock, AR 72205-7249","4301 W Markham St, Little Rock, AR 72205","800 Marshall St, Little Rock, AR 72202-3591","4300 W 7th St, Little Rock, AR 72205-5484","Our large volume of imaging studies, wide variety of pathology, cutting-edge technology, and dedicated faculty make this training program an exceptional educational opportunity for residents. Our program is a 5-year categorical program that includes an integrated clinical year followed by 4 years of diagnostic radiology training.",University-based,UAMS Medical Center,7,8,7,8,No,No,"Yes , Codes: 1018420C0,1018420C1",No,10/21/2020,12/7/2020 - 1/31/2021_12/1/2021 - 1/31/2022,10/1/2021,10/21/2021,Yes,120,No,No,3,No,Yes,235_225__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,41,4,4,0,45,4,24.3,1.4 to 1,70,16,1,Yes,,32.4,49.5,18,31.5,68.4,Other for 8 week(s),0,Other for 3 week(s),1,Other for 2 week(s),2,Other for 3 week(s),3,10,NGO,N/A,Not Available,Not Available,Not Available,"$54,365.00",15,12,"$56,158.00",15,12,"$57,799.00",15,12,Yes,15,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Not Available,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Optional,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200300935,4,4,No,Yes,"June,July,August,Negotiable",Yes,No,https://college.mayo.edu/academics/residencies-and-fellowships/radiology/,Not Available,"Michael G Fox
MD
Mayo Clinic Arizona
PX CB 1-631
5777 E Mayo Blvd
Phoenix, AZ 85054
Tel: (480) 342-3068
Fax:
E-mail: fox.michael@mayo.edu","Patricia  Richards
Mayo Clinic Arizona
PX CB 1-631
5777 E Mayo Blvd
Phoenix, AZ 85054
Tel: (480) 342-3068
Fax:
E-mail: richards.patricia@mayo.edu",4200300935,"Mayo Clinic Arizona, PX CB 1-631, 5777 E Mayo Blvd, Phoenix, AZ 85054","200 First St SW, Rochester, MN 55905","5777 E Mayo Blvd, Phoenix, AZ 85054","350 W Thomas Rd, Phoenix, AZ 85013-6604","1919 E Thomas Rd, Phoenix, AZ 85016","Built-in TY year tailored for radiology for 2 spots. Experienced faculty with impressive pedigree ""go to bat"" for the residents, giving them large network when seeking post training employment. Faculty include former PDs from UCSF, Mallinckrodt, Illinois, & Pittsburgh. 4th year is almost entirely elective. Two of the 4 residents can do ESIR; we also have 2 independent IR resident spots that match in R3 year. Mayo brand and world class faculty ensure resident success.",University-based,Mayo Clinic Hospital (Arizona),4,4,4,4,"Yes, with exceptions  , 1 year(s)",No,"Yes , Codes: 3200420C0","Yes , Codes: 3200420A0",1/1/2021,12/1/2020 - 2/28/2021_12/1/2021 - 2/28/2022,9/1/2021,1/1/2022,Yes,60,No,No,3,No,Yes,220___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,45,10,0,0,45,10,22.2,2.8 to 1,50,12,2,Yes,Yes,95.6,4.3,0,34.3,65.6,N/A,0,Other for 12 month(s),6,Other for 12 month(s),6,Other for 12 month(s),Not Available,7,NGO,N/A,,,,"$59,662.00",15,90,"$62,130.00",15,90,"$64,728.00",15,90,Yes,84,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,"13400 E Shea Blvd, Scottsdale, AZ 85259","9440 E Ironwood Square Dr, Scottsdale, AZ 85258",,,,,,,,,,,,"$67,521.00",15,90,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200312010,4,4,No,No,July,Yes,No,https://alliance.creighton.edu/residencies-fellowships/residency-programs,Not Available,"Courtney L Mitchell
MD
St Joseph's Hosp Med Ctr
Dept of Diagnostic Imaging
350 W Thomas Rd
Phoenix, AZ 85013
Tel: (602) 406-6994
Fax: (602) 406-7191
E-mail: stephanieputman@creighton.edu","Stephanie M Putman
Valleywise Health Med Ctr
Dept of Radiology
2601 E Roosevelt St
Phoenix, AZ 85008
Tel: (602) 344-1532
Fax: (602) 344-1018
E-mail: stephanieputman@creighton.edu",4200312010,"St Joseph's Hosp Med Ctr, Dept of Diagnostic Imaging, 350 W Thomas Rd, Phoenix, AZ 85013","2500 California Plaza, Omaha, NE 68178","350 W Thomas Rd, Phoenix, AZ 85013","2601 E Roosevelt St, Phoenix, AZ 85008","350 W Thomas Rd, Phoenix, AZ 85013","The program includes multiple sites representing the spectrum of Radiology practice. Tertiary care, private practice, clinic, hospital-based practice, safety-net hospital, Level 1 Trauma center, large urban children's hospital and a VA Hospital are all included in the resident work experiences.",Community-based university affiliated,St Joseph Hospital and Medical Center,8,8,8,8,"Yes  , 1 year(s)",No,No,"No , Codes: 2154420A0",,-_11/2/2020 - 1/8/2021,10/1/2020,12/4/2020,Yes,83,No,No,3,No,Yes,230___600,No,226-235,"No, require USMLE scores for all applicants",Yes,Greater than 600,Required,Yes,No,No,34,0,2,0,36,0,26.4,1.0 to 1,50,12,2,Yes,Yes,98.2,0,1.7,18.5,81.4,N/A,0,Every tenth night for 12 month(s),0,Every eleventh night or more for 6 month(s),0,Every eleventh night or more for 12 month(s),Not Available,10,10%,N/A,,,,"$60,164.00",23,Not Available,"$63,172.00",23,Not Available,"$66,085.00",23,Not Available,Yes,44,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,"$69,022.00",23,Not Available,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200321011,4,4,No,No,July,Yes,No,http://medicalimaging.medicine.arizona.edu/,Not Available,"Dorothy L Gilbertson-Dahdal
MD, MS
Univ of Arizona Coll of Med-Tucson
PO Box 245067
1501 N Campbell Ave
Tucson, AZ 85724
Tel: (520) 626-7402
Fax: (520) 626-1518
E-mail: janetb@radiology.arizona.edu","Janet K Black
Univ of Arizona Coll of Med-Tucson
PO Box 245067
1501 N Campbell Ave
Tucson, AZ 85724-5067
Tel: (520) 626-7402
Fax: (520) 626-1518
E-mail: janetb@radiology.arizona.edu",4200321011,"Univ of Arizona Coll of Med-Tucson, PO Box 245067, 1501 N Campbell Ave, Tucson, AZ 85724","1501 N Campbell Ave, Tucson, AZ 85724-5085","1501 N Campbell Ave, Tucson, AZ 85724","3601 S 6th Ave, Tucson, AZ 85723",,"The Residency Program reflects the basic goals of the academic and clinical programs by providing the residents with opportunities to learn and participate in diagnostic imaging and therapeutic procedures, as well as research, in order to become an outstanding academic or clinical radiologist.",University-based,Banner-University Medical Center Tucson,9,9,8,11,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1015420A0",,-_11/16/2020 - 1/25/2021,10/21/2020,12/21/2020,Yes,125,No,No,3,No,Yes,235_235__,Yes,Greater than 245,Yes,Yes,541-600,Required,Yes,No,No,24,0,2,0,26,0,33.3,0.6 to 1,45,13,2,Yes,Yes,73.8,12.1,14,21.4,78.5,N/A,0,Every ninth night for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),Not Available,6,5%,5%,,,,"$60,721.00",28,12,"$63,888.00",28,12,"$66,461.00",28,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Optional,Yes,Yes,No,,,,,,,,,,,,,,,"$70,105.00",28,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200500915,4,4,No,Yes,July,Yes,No,http://hemetresidencyprogram.com,Not Available,"Frederick E White
DO
Hemet Valley Med Ctr
Med Arts Ste 209
1117 E Devonshire Ave
Hemet, CA 92543-3083
Tel: (951) 925-6389
Fax: (951) 791-4380
E-mail: residency@phh.ms","Norene  Domingue
Hemet Valley Med Ctr
Med Arts Ste 209
1117 E Devonshire Ave
Hemet, CA 92543
Tel: (951) 765-4970
Fax: (951) 791-4380
E-mail: norene.domingue@phh.ms",4200500915,"Hemet Valley Med Ctr, Med Arts Ste 209, 1117 E Devonshire Ave, Hemet, CA 92543-3083","9 KPC Pathway St, Corona, CA 92879","1117 E Devonshore Ave, Hemet, CA 92543","11234 Anderson St, Loma Linda, CA 92354","28400 McCall Blvd, Menifee, CA 92585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1001 E Latham Ave, Hemet, CA 92543",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521015,4,4,Yes,Yes,July,Yes,No,,Not Available,"Paul  Jacobson
MD, MPH
Loma Linda Univ Med Ctr
PO Box 2000
11234 Anderson St
Loma Linda, CA 92354
Tel: (909) 558-7814
Fax: (909) 558-0202
E-mail: pjacobson@llu.edu","Angela  Butler
Loma Linda Univ Med Ctr
PO Box 2000
11234 Anderson St
Loma Linda, CA 92354
Tel: (909) 558-7814
Fax: (909) 558-0202
E-mail: abutler@llu.edu",4200521015,"Loma Linda Univ Med Ctr, PO Box 2000, 11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","11201 Benton St, Loma Linda, CA 92357-1111","11234 Anderson St, Loma Linda, CA 92354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200511021,4,4,No,Yes,July,Yes,No,http://keck.usc.edu/radiology/training-education/residency-program/,Not Available,"Miriam  Romero
MD
LAC+USC Med Ctr
D&T Tower 3D321
1200 N State St
Los Angeles, CA 90033
Tel: (323) 409-7257
Fax: (323) 441-8233
E-mail: alissa.diaz@med.usc.edu","Alissa  Diaz
MEd
LAC+USC Med Ctr
D&T 3D321
1100 N State St
Los Angeles, CA 90033
Tel: (323) 409-7257
Fax:
E-mail: alissa.diaz@med.usc.edu",4200511021,"LAC+USC Med Ctr, D&T Tower 3D321, 1200 N State St, Los Angeles, CA 90033","1200 N State St, Los Angeles, CA 90033-1084","1200 N State St, Los Angeles, CA 90033-1084","1441 Eastlake Ave, Los Angeles, CA 90033","1500 San Pablo St, Los Angeles, CA 90033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200511023,4,4,No,No,July,Yes,No,http://www.radiology.ucla.edu,Not Available,"Robert D Suh
MD
UCLA Med Ctr
Ste 1638
757 Westwood Plaza
Los Angeles, CA 90095-7437
Tel: (310) 267-8797
Fax: (310) 267-2059
E-mail: rsuh@mednet.ucla.edu","Guadalupe  Perez
BS
UCLA Med Ctr
Ste 1638
757 Westwood Plaza
Los Angeles, CA 90095
Tel: (310) 267-8797
Fax:
E-mail: guperez@mednet.ucla.edu",4200511023,"UCLA Med Ctr, Ste 1638, 757 Westwood Plaza, Los Angeles, CA 90095-7437","10833 Le Conte Ave, Los Angeles, CA 90024","14445 Olive View Dr, Sylmar, CA 91342-1495","4650 Sunset Blvd, Los Angeles, CA 90027-5693","1250 16th St, Santa Monica, CA 90404",,University-based,UCLA David Geffen School of Medicine/UCLA Medical Center,12,12,12,12,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1956420A0",,-_1/11/2021 - 1/29/2021,9/1/2020,11/30/2020,Yes,134,No,No,3,No,Yes,200___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,Yes,110,25,5,0,115,25,27.2,2.3 to 1,50,24,1.5,Yes,Yes,91.4,8.5,0,39.2,60.7,N/A,NGO,Every eleventh night or more for 5 week(s),NGO,Every eleventh night or more for 5 week(s),NGO,N/A,NGO,9,NGO,N/A,,,,"$63,955.00",20,12,"$66,468.00",20,12,"$69,092.00",20,12,Yes,32,NGO,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,"757 Westwood Plaza, Los Angeles, CA 90095","11301 Wilshire Blvd, Los Angeles, CA 90073-2128",,,,,,,,,,,,"$71,919.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200512020,4,4,No,Yes,July,Yes,No,https://residency-scal-kaiserpermanente.org/residency/diagnosticimaging/,Not Available,"Rex  Parker
MD
Kaiser Permanente Los Angeles
Ctr for Med Education 3rd Fl
4733 Sunset Blvd
Los Angeles, CA 90027
Tel:
Fax:
E-mail: socal.residency@kp.org","Residency Program Coordinator
Kaiser Permanente Regional Offices
GME Admin
393 E Walnut St
Pasadena, CA 91188
Tel: (877) 574-0002
Fax: (626) 405-6581
E-mail: socal.residency@kp.org",4200512020,"Kaiser Permanente Los Angeles, Ctr for Med Education 3rd Fl, 4733 Sunset Blvd, Los Angeles, CA 90027","4733 Sunset Blvd, Los Angeles, CA 90027","4867 Sunset Blvd, Los Angeles, CA 90027","14445 Olive View Dr, Sylmar, CA 91342-1495","4650 Sunset Blvd, Los Angeles, CA 90027-5693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"757 Westwood Plaza, Los Angeles, CA 90095","1200 N State St, Los Angeles, CA 90033-1084",,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521018,4,4,No,No,July,Yes,No,https://www.cedars-sinai.edu/Patients/Programs-and-Services/Imaging-Center/,Not Available,"Thomas J Learch
MD
Cedars-Sinai Med Ctr
S Mark Taper Imaging Ctr M335
8700 Beverly Blvd
Los Angeles, CA 90048
Tel: (310) 423-3419
Fax: (310) 423-8335
E-mail: stuckelmanj@cshs.org","Joseph  Stuckelman
MA
Cedars-Sinai Med Ctr
S Mark Taper Imaging Ctr M335
8700 Beverly Blvd
Los Angeles, CA 90048-0750
Tel: (310) 423-3419
Fax: (310) 423-8335
E-mail: joseph.stuckelman@cshs.org",4200521018,"Cedars-Sinai Med Ctr, S Mark Taper Imaging Ctr M335, 8700 Beverly Blvd, Los Angeles, CA 90048","8700 Beverly Blvd, Los Angeles, CA 90048-1869","4650 Sunset Blvd, Los Angeles, CA 90027-5693","757 Westwood Plaza, Los Angeles, CA 90095",,We offer an ACGME approved ESIR (early specialization in interventional radiology) curriculum.,Community-based,Cedars-Sinai Medical Center,3,3,3,3,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1030420A0",,-_11/15/2020 - 1/22/2021,9/15/2020,10/31/2020,Yes,56,No,No,3,No,Yes,225_225__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,50,6,6,0,56,6,30,4.4 to 1,50,14,2,Yes,,94.8,0,0,17.9,82,N/A,0,N/A,0,N/A,0,N/A,Not Available,12,NGO,N/A,,,,"$62,022.00",20,5,"$64,463.00",20,5,"$66,703.00",20,5,Yes,20,80,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Optional,Yes,Yes,No,Yes,,,,,,,,,,,,,,"$69,010.00",20,5,,,,,,,,,,,
