,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,,Participant 3,Participant 4,Participant 5,Participant 6,No,Yes,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11
0,https://freida.ama-assn.org/program/2203800373,,,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.ketteringhealth.org/grandviewmeded/residencies.cfm,Not Available,"Mark W Day
DO
Kettering Health Network
Graduate Med Education
405 W Grand Ave
Dayton, OH 45405
Tel: (937) 723-4124
Fax: (937) 723-5017
E-mail: mark.day@ketteringhealth.org","Billie  Busch
Kettering Health Network
Graduate Med Education
405 W Grand Ave
Dayton, OH 45405
Tel: (937) 723-4124
Fax: (937) 723-5017
E-mail: billie.busch@ketteringhealth.org",2203800373,"Kettering Health Network, Graduate Med Education, 405 W Grand Ave, Dayton, OH 45405","3535 Southern Blvd, Kettering, OH 45429-1221","7095 Clyo Rd, Dayton, OH 45459","3535 Southern Blvd, Kettering, OH 45429-2989","405 W Grand Ave, Dayton, OH 45405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203822237,Community-based university affiliated,ProMedica Toledo Hospital,4,4,No,Yes,July,Yes,No,http://www.utoledo.edu,Not Available,"Dani  Zoorob
MD
Toledo Hosp
3rd Fl Legacy
2142 N Cove Blvd
Toledo, OH 43606
Tel: (419) 291-3125
Fax: (419) 291-2621
E-mail: dani.zoorob@utoledo.edu","Dani  Zoorob
MD
Toledo Hosp
3rd Fl Legacy
2142 N Cove Blvd
Toledo, OH 43606
Tel: (419) 291-3125
Fax: (419) 291-2621
E-mail: dani.zoorob@utoledo.edu",2203822237,"Toledo Hosp, 3rd Fl Legacy, 2142 N Cove Blvd, Toledo, OH 43606","3045 Arlington Ave, Toledo, OH 43614-5807","2142 N Cove Blvd, Toledo, OH 43606","3000 Arlington Ave, Toledo, OH 43699","4041 W Sylvania Ave, Toledo, OH 43623",Program provides weekly protected didactic time. Blend of large community and university hospital setting. Night float system for all 4 years. All subspecialties including urogynecology and gyn/onc.,5,5,5,5,No,No,"Yes , Codes: 1579220C0",No,11/15/2020,11/1/2020 - 12/31/2020_11/1/2021 - 12/31/2021,9/15/2021,11/15/2021,Yes,76,No,No,3,No,Yes,220_220_400_400,Yes,210-225,Yes,Yes,450-500,Required,Yes,No,No,5,0,0,0,5,0,40,0.2 to 1,70,24,1,No,Yes,57.3,29.8,12.7,91.6,8.3,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),0,Every eleventh night or more for 12 month(s),Not Available,4,20%,N/A,"$55,620.00",15,15,"$57,565.00",20,15,"$59,530.00",20,15,"$61,071.00",20,15,No,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Not available,Yes,Yes,No,,,"6711 Monroe St, Toledo, OH 43560","1160 W Sylvania Ave, Toledo, OH 43612",,,,,,,,,
0,https://freida.ama-assn.org/program/2203800374,Community-based,Mercy St Vincent Medical Center,4,4,Yes,Yes,July,Yes,No,http://www.mercymedicalresidency.org,Not Available,"Mitchell G Greenbaum
DO
Mercy St Vincent Med Ctr
ACC Basement
2213 Cherry St
Toledo, OH 43608
Tel: (419) 251-6522
Fax: (419) 251-6849
E-mail: karen_meyers1@mercy.com","Karen M Meyers
Mercy St Vincent Med Ctr
ACC Basement
2213 Cherry St
Toledo, OH 43608
Tel: (419) 251-6522
Fax: (419) 251-6849
E-mail: karen_meyers1@mercy.com",2203800374,"Mercy St Vincent Med Ctr, ACC Basement, 2213 Cherry St, Toledo, OH 43608","2213 Cherry St, Toledo, OH 43608-2691","3145 W Clark Rd, Ypsilanti, MI 48197","2600 Navaree Ave, Oregon, OH 43616","5901 Monclova Rd, Maumee, OH 43537",,4,4,4,4,No,No,"Yes , Codes: 1580220C0",No,12/1/2020,8/1/2020 - 12/31/2020_8/1/2021 - 12/31/2021,8/1/2021,12/31/2021,Yes,72,No,No,3,Yes,Yes,240__550_,No,No Answer,Yes,Yes,541-600,Required,No,No,No,0,0,0,0,0,0,,0.0 to 1,75,Not Available,1,No,,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,3,NGO,N/A,"$57,688.00",20,0,"$59,712.00",15,0,"$61,746.00",15,0,"$64,071.00",15,0,Yes,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not available,No,No,Yes,No,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203900242,Community-based,St Anthony Hospital,4,4,No,Yes,June,Yes,No,http://www.saintsok.com,Not Available,"Raymond W Deiter
DO
St Anthony Hosp
Rm 1980
1000 N Lee
Oklahoma City, OK 73102
Tel: (405) 272-8437
Fax: (405) 231-3007
E-mail: melinda.garza@ssmhealth.com","Melinda  Garza
St Anthony Hosp
Rm 1980
1000 N Lee
Oklahoma City, OK 73102
Tel: (405) 272-8437
Fax: (405) 231-3007
E-mail: melinda.garza@ssmhealth.com",2203900242,"St Anthony Hosp, Rm 1980, 1000 N Lee, Oklahoma City, OK 73102","1000 N Lee Ave, Oklahoma City, OK 73102","1200 Children's Ave, Oklahoma City, OK 73104","4300 W Memorial Rd, Oklahoma City, OK 73120","5501 N Portland, Oklahoma City, OK 73112",Our mission is to develop competent and compassionate family physicians through exceptional healthcare.,2,2,2,2,No,No,"Yes , Codes: 2087220C0",No,11/1/2020,11/1/2020 - 11/30/2020_11/1/2021 - 11/30/2021,9/15/2021,11/1/2021,Yes,25,No,No,3,Yes,Yes,200__400_,No,No Answer,Yes,No,No Answer,Not known,Yes,No,No,6,0,0,0,6,0,83.3,0.7 to 1,60,24,1,No,Yes,0,0,100,87.5,12.5,Every fourth night for 52 week(s),0,Every fourth night for 52 week(s),0,Every fifth night for 52 week(s),0,Every sixth night for 52 week(s),Not Available,7,10%,3%,"$54,794.00",19,6,"$56,531.00",19,6,"$58,281.00",19,6,"$60,809.00",19,6,No answer,25,NGO,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Required,No,No,Yes,,(2 wks ),"4401 S Western Ave, Oklahoma City, OK 73109","3300 NW Expressway, Oklahoma City, OK 73112","100 SE 59th St, Oklahoma City, OK 73129","1100 SW 89th St, Oklahoma City, OK 73139",,,,,,,
0,https://freida.ama-assn.org/program/2203911239,,,4,4,No,Yes,July,Yes,No,https://medicine.ouhsc.edu/Academic-Departments/Obstetrics-and-Gynecology/,Not Available,"Lisa  Landrum
MD, PhD
Univ of Oklahoma Health Sciences Ctr
AAT 2400
800 Stanton L Young Blvd
Oklahoma City, OK 73104
Tel: (405) 271-8470
Fax: (405) 271-8547
E-mail: lisa-landrum@ouhsc.edu","Laura E Scobey
BS
Univ of Oklahoma Health Sciences Ctr
AAT 2400
800 Stanton L Young Blvd
Oklahoma City, OK 73104
Tel: (405) 271-8470
Fax: (405) 271-8547
E-mail: laura-scobey@ouhsc.edu",2203911239,"Univ of Oklahoma Health Sciences Ctr, AAT 2400, 800 Stanton L Young Blvd, Oklahoma City, OK 73104","940 Stanton L Young Blvd, Oklahoma City, OK 73104","700 NE 13th St, Oklahoma City, OK 73104","921 NE 13th St, Oklahoma City, OK 73104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203900241,,,4,4,No,Yes,July,Yes,No,https://health.okstate.edu/academics/obgyn/residency/index.html,Not Available,"Erin  Brown
DO
OSU Ctr for Health Sciences
Ob/Gyn Pgm
1111 W 17th St
Tulsa, OK 74107
Tel: (918) 586-4513
Fax: (918) 586-4531
E-mail: erin.e.brown@okstate.edu","Martha B Clemons
OSU Ctr for Health Sciences
Ste 200
717 S Houston Ave
Tulsa, OK 74127
Tel: (918) 586-4518
Fax:
E-mail: martha.b.clemons@okstate.edu",2203900241,"OSU Ctr for Health Sciences, Ob/Gyn Pgm, 1111 W 17th St, Tulsa, OK 74107","1111 W 17th St, Tulsa, OK 74107","1120 S Utica Ave, Tulsa, OK 74104","1923 S Utica Ave, Tulsa, OK 74104","6161 S Yale Ave, Tulsa, OK 74136-1902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"744 W 9th St, Tulsa, OK 74127","100 S Bliss Ave, Tahlequah, OK 74464",,,,,,,,,
0,https://freida.ama-assn.org/program/2203900243,,,4,4,No,Yes,July,Yes,No,https://health.okstate.edu/academics/obgyn/residency/index.html,Not Available,"William D Po
MD
OSU Ctr for Health Sciences
Ob/Gyn Pgm
1111 W 17th St
Tulsa, OK 74107
Tel: (918) 586-4500
Fax: (918) 586-4531
E-mail: william.po@okstate.edu","Martha  Clemons
BS
OSU Ctr for Health Sciences
Ste 200
717 S Houston Ave
Tulsa, OK 74127
Tel: (918) 586-4518
Fax: (918) 586-4531
E-mail: martha.b.clemons@okstate.edu",2203900243,"OSU Ctr for Health Sciences, Ob/Gyn Pgm, 1111 W 17th St, Tulsa, OK 74107","1111 W 17th St, Tulsa, OK 74107","744 W 9th St, Tulsa, OK 74127","1120 S Utica Ave, Tulsa, OK 74104","1923 S Utica Ave, Tulsa, OK 74104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6161 S Yale Ave, Tulsa, OK 74136-1902","100 S Bliss Ave, Tahlequah, OK 74464",,,,,,,,,
0,https://freida.ama-assn.org/program/2203921240,Community-based university affiliated,Hillcrest Medical Center,4,4,No,Yes,July,Yes,No,http://www.ou.edu/tulsa/residency/obgyn,Not Available,"John  Ervin
MD
Univ of Oklahoma Sch of Community Med
Rm 2A43
4502 E 41st St
Tulsa, OK 74135
Tel:
Fax: (918) 660-8355
E-mail: john-ervin@ouhsc.edu","Melissa  Wilson
BS
Univ of Oklahoma Sch of Community Med
Dept of Ob/Gyn Rm 2A44
4502 E 41st St
Tulsa, OK 74135
Tel: (918) 660-8359
Fax: (918) 660-8355
E-mail: melissa-wilson@ouhsc.edu",2203921240,"Univ of Oklahoma Sch of Community Med, Rm 2A43, 4502 E 41st St, Tulsa, OK 74135","4502 E 41st St, Tulsa, OK 74135-2512","1120 S Utica Ave, Tulsa, OK 74104","1923 S Utica Ave, Tulsa, OK 74104","6161 S Yale Ave, Tulsa, OK 74136-1902","Our program is a university-based, community-focused residency. As a program we are responsible for providing evidence-based, patient-focused medical care to a socioeconomically diverse population of women from urban and rural Eastern Oklahoma. We provide residents with a robust educational experience. Each of our 16 residents has extensive access to all subspecialties in a variety of clinical settings.",4,4,4,4,No,No,"Yes , Codes: 2727220C0",No,11/1/2020,10/20/2020 - 1/29/2021_10/11/2021 - 1/29/2022,9/15/2021,10/1/2021,Yes,45,No,No,3,No,Yes,200_220_500_500,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,10,1,5,0,15,1,50,0.7 to 1,67,24,1,No,Yes,95.2,0,4.7,90.4,9.5,Every seventh night for 12 month(s),NGO,Every seventh night for 12 month(s),NGO,Every seventh night for 12 month(s),NGO,Every seventh night for 12 month(s),NGO,4,NGO,20%,"$54,794.00",15,15,"$56,531.00",15,15,"$58,281.00",15,15,"$60,809.00",15,15,No answer,30,42,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Not available,Yes,Yes,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204021241,University-based,Oregon Health & Science University Hospital,4,4,No,Yes,June,Yes,No,http://www.ohsu.edu/obgynresidency,Not Available,"Amy L Stenson
MD, MPH
Oregon Health & Science Univ
Dept of Ob/Gyn Mailcode L466
3181 SW Sam Jackson Park Rd
Portland, OR 97239
Tel: (503) 494-3106
Fax: (503) 494-5680
E-mail: stenson@ohsu.edu","Fatima  Salas
MHA
Oregon Health & Science Univ
Dept of Ob/Gyn Mailcode L466
3181 SW Sam Jackson Park Rd
Portland, OR 97239
Tel: (503) 494-3106
Fax: (503) 494-5680
E-mail: salasf@ohsu.edu",2204021241,"Oregon Health & Science Univ, Dept of Ob/Gyn Mailcode L466, 3181 SW Sam Jackson Park Rd, Portland, OR 97239","3181 SW Sam Jackson Park Rd, Portland, OR 97201-3098","1015 NW 22nd Ave, Portland, OR 97210-3090","9205 SW Barnes Rd, Portland, OR 97225-6661","2801 N Gantenbein Ave, Portland, OR 97227-1674","A university based program with ties to community hospitals. We manage unusual and difficult cases but not at the expense of bread-and-butter cases. We are proud to be a close, friendly community with dedicated and supportive faculty. This fosters a great environment to learn and grow. A department very committed to resident education. Surgical skills labs each year, and protected time and funding to attend conferences. You will become a skilled and confident clinician and surgeon here at OHSU.",7,7,7,7,No,No,"Yes , Codes: 1599220C0",No,11/1/2020,11/17/2020 - 12/31/2020_11/17/2021 - 12/31/2021,9/1/2021,11/1/2021,Yes,72,No,No,3,No,Yes,_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,Yes,68,15,10,2,78,17,63.2,2.6 to 1,75,24,1.6,Yes,,100,0,0,88.8,11.1,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),8,Two times per week for 12 month(s),15,4,30%,10%,"$58,400.00",20,15,"$61,000.00",20,15,"$63,600.00",20,15,"$67,000.00",20,15,No answer,25,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,Yes,NGO (wks),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204112242,Community-based university affiliated,Abington Hospital-Jefferson Health,4,4,No,Yes,June,Yes,No,http://www.abingtonhealth.org,Not Available,"Joel  Sorosky
MD
Abington Hosp
Dept of Ob/Gyn Price 109
1200 Old York Rd
Abington, PA 19001
Tel: (215) 481-4231
Fax: (215) 481-2048
E-mail: amh-residents@jefferson.edu","Denise J Dongworth
BA
Abington Hosp
Dept of Ob/Gyn Price 109
1200 Old York Rd
Abington, PA 19001
Tel: (215) 481-4231
Fax: (215) 481-2048
E-mail: denise.dongworth@jefferson.edu",2204112242,"Abington Hosp, Dept of Ob/Gyn Price 109, 1200 Old York Rd, Abington, PA 19001","1200 Old York Rd, Abington, PA 19001-3788",,,,"Educational conferences available as a PGY2, 3, and 4. One month elective PGY3. Support for conference presentations. Follow us on instagram Abington_obgyn_res.",6,5,5,5,No,No,"Yes , Codes: 1600220C0",No,11/17/2020,11/17/2020 - 2/26/2021_-,,,Yes,80,No,No,3,No,Yes,___,No,236-245,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,Yes,Yes,31,10,20,2,51,12,67.7,1.9 to 1,64,24,1.9,Yes,Yes,93.1,0,6.8,94.8,5.1,N/A,0,N/A,0,N/A,0,N/A,Not Available,9,20%,5%,"$61,200.00",20,10,"$62,700.00",20,10,"$64,700.00",20,10,"$70,400.00",20,10,Yes,NGO,NGO,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204111243,Community-based university affiliated,Lehigh Valley Health Network,4,4,No,Yes,"June,July,Negotiable",Yes,No,http://www.lvhn.org/research_and_education/residents/,Not Available,"Christina  Black
MD
Lehigh Valley Health Network
8th Fl
707 Hamilton St
Allentown, PA 18105
Tel: (484) 862-3118
Fax:
E-mail: christina_m.black@lvhn.org","Julie A Gualano
BA
Lehigh Valley Health Network
PO Box 1806
707 Hamilton St
Allentown, PA 18105-1806
Tel: (484) 862-3118
Fax: (484) 862-3720
E-mail: julie_a.gualano@lvhn.org",2204111243,"Lehigh Valley Health Network, 8th Fl, 707 Hamilton St, Allentown, PA 18105","Cedar Crest Blvd & I-78, Allentown, PA 18105-1556",,,,Program provides broad experience in general obstetrics and gynecology and in all subspecialties without fellowships. MIGS emphasis including robotics. Large MFM group with broad referral area. REI with high fertility success rates. Gynecologic oncology and urogynecology experience in office and in OR. Diverse patient population from our varied geographic area. Research requirement with presentation in year 3. Use of technology to aid resident education and evaluation.,6,6,6,6,No,No,"Yes , Codes: 1601220C0",No,10/1/2020,11/15/2020 - 1/29/2021_11/1/2021 - 1/28/2022,10/1/2021,11/15/2021,Yes,90,No,No,3,No,Yes,210_210__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,47,2,0,0,47,2,70.2,1.9 to 1,70,16,1.5,No,Yes,80.1,4.2,15.5,91.5,8.4,Once per week for 10 month(s),0,Once per week for 10 month(s),0,Once per week for 10 month(s),0,Once per week for 10 month(s),Not Available,5,10%,33%,"$61,987.00",15,12,"$65,139.00",15,12,"$68,186.00",15,12,"$71,863.00",15,12,Yes,48,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204131244,Community-based university affiliated,St Luke's Hospital (Allentown),4,4,No,Yes,July,Yes,No,http://www.stlukesresidenteducation.org/,Not Available,"Elizabeth L Dierking
MD
St Luke's Univ Hosp
Dept of Ob/Gyn
801 Ostrum St
Bethlehem, PA 18105
Tel: (484) 526-4670
Fax: (484) 526-2381
E-mail: elizabeth.dierking@sluhn.org","Janet  Schwab
St Luke's Univ Hosp
Dept of Ob/Gyn
801 Ostrum St
Bethlehem, PA 18015
Tel: (484) 526-4670
Fax: (484) 526-2381
E-mail: janet.schwab@sluhn.org",2204131244,"St Luke's Univ Hosp, Dept of Ob/Gyn, 801 Ostrum St, Bethlehem, PA 18105","801 Ostrum St, Bethlehem, PA 18015","1736 Hamilton St, Allentown, PA 18104",,,We are a secular health care system that has been serving the Lehigh Valley community since 1872. We have steadily grown to 11 hospitals with GME as a major focus. We are financially stable and committed to teaching our residents patient-centered and cost-conscious medical care.,6,6,6,6,No,No,"Yes , Codes: 1605220C0",No,11/15/2020,11/4/2020 - 12/16/2020_11/3/2021 - 12/15/2021,,11/15/2021,Yes,90,No,No,3,No,Yes,210_210_525_525,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,Yes,43,0,3,0,46,0,65.1,1.8 to 1,70,27,1.5,No,Yes,49.6,36.6,13.6,75.5,24.4,Once per week for 52 week(s),0,Once per week for 52 week(s),0,Once per week for 52 week(s),2,Once per week for 52 week(s),2,9,17%,0%,"$60,316.00",15,10,"$63,987.00",15,10,"$66,563.00",15,10,"$69,389.00",15,10,Yes,27,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,(4 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2204112245,Community-based university affiliated,Geisinger Health System,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.geisinger.edu,Not Available,"Kajal  Angras
DO
Geisinger Med Ctr
Dept of Ob/Gyn
100 N Academy Ave
Danville, PA 17822
Tel: (570) 214-0014
Fax:
E-mail: kangras@geisinger.edu","Ashley  DeRose
Geisinger Med Ctr
Dept of Ob/Gyn
100 N Academy Ave
Danville, PA 17822-2920
Tel: (570) 271-6296
Fax: (570) 271-5819
E-mail: aderose@geisinger.edu",2204112245,"Geisinger Med Ctr, Dept of Ob/Gyn, 100 N Academy Ave, Danville, PA 17822","100 N Academy Ave, Danville, PA 17822","100 N Academy Ave, Danville, PA 17822-2201","1000 E Mountain Dr, Wilkes-Barre, PA 18711",,,4,4,4,4,No,No,"Yes , Codes: 1608220C0",No,11/1/2020,11/17/2020 - 12/17/2020_11/4/2021 - 12/16/2021,9/15/2021,11/1/2021,Yes,96,No,No,3,No,Yes,200_200_500_500,Yes,210-225,Yes,Yes,Greater than 600,Required,Yes,No,No,43,1,1,0,44,1,51.1,2.7 to 1,70,24,1,Yes,Yes,38.5,0,61.4,88.8,11.1,Other for 11 month(s),0,Other for 10 month(s),0,Other for 10 month(s),0,Other for 11 month(s),Not Available,5,30%,N/A,"$58,036.00",15,NGO,"$60,443.00",15,NGO,"$63,000.00",15,NGO,"$65,700.00",20,NGO,Yes,NGO,Not Available,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
