,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,,Participant 3,Participant 4,Participant 5,Participant 6,No,Yes,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11
0,https://freida.ama-assn.org/program/2203621219,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203600370,,,4,4,No,Yes,"June,July",Yes,No,http://www.capefearvalley.com/residency,Not Available,"Paul B Sparzak
DO
Cape Fear Valley Med Ctr
Box 138
1638 Owen Dr
Fayetteville, NC 23804
Tel: (910) 615-3517
Fax: (910) 615-9872
E-mail: pspar@capefearvalley.com","Joy  Clark
MS
Cape Fear Valley Med Ctr
Box 138
1638 Owen Dr
Fayetteville, NC 23804
Tel: (910) 615-4430
Fax: (910) 615-9872
E-mail: jclark3@capefearvalley.com",2203600370,"Cape Fear Valley Med Ctr, Box 138, 1638 Owen Dr, Fayetteville, NC 23804","143 Main St, Buies Creek, NC 27506","1638 Owen Dr, Fayetteville, NC 28304","2817 Reilly Rd, Fort Bragg, NC 28310","2601 Lake Dr, Raleight, NC 27607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203631369,,,4,4,No,Yes,"July,August,Negotiable",No,Yes,,Not Available,"Karen  Wilson
MD
Womack Army Med Ctr
WAMC Stop A
2817 Reilly Rd
Fort Bragg, NC 28310
Tel: (910) 907-6670
Fax: (910) 908-7379
E-mail: karen.l.wilson102.mil@mail.mil","Dawn  Harrison
Womack Army Med Ctr
WAMC Stop A
2817 Reilly Rd
Fort Bragg, NC 28310
Tel: (910) 907-6670
Fax:
E-mail: dawn.d.harrison.civ@mail.mil",2203631369,"Womack Army Med Ctr, WAMC Stop A, 2817 Reilly Rd, Fort Bragg, NC 28310","2817 Reilly Rd, Fort Bragg, NC 28310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203621220,,,4,4,No,Yes,July,Yes,No,http://www.ecu.edu/obgyn,Not Available,"Keith  Nelson
MD
Vidant Med Ctr ECU
Dept of Ob/Gyn Mailstop 733
600 Moye Blvd
Greenville, NC 27834
Tel: (252) 744-4669
Fax:
E-mail: nelsonk@ecu.edu","Carey  McDonald
MBA
Brody Sch of Med ECU
Dept of Ob/Gyn Mailstop 733
600 Moye Blvd
Greenville, NC 27834
Tel: (252) 744-4669
Fax: (252) 744-5329
E-mail: mcdonaldc@ecu.edu",2203621220,"Vidant Med Ctr ECU, Dept of Ob/Gyn Mailstop 733, 600 Moye Blvd, Greenville, NC 27834","2100 Stantonsburg Rd, Greenville, NC 27835-6028","600 Moye Blvd, Greenville, NC 27834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203611218,Community-based university affiliated,New Hanover Regional Medical Center,4,4,No,Yes,June,Yes,No,http://www.nhrmc.org,Not Available,"Todd M Beste
MD
New Hanover Regional Med Ctr
PO Box 9000
2131 S 17th St
Wilmington, NC 28402
Tel: (910) 667-9323
Fax: (910) 667-3980
E-mail: todd.beste@nhrmc.org","Kim  Shepard
New Hanover Regional Med Ctr
PO Box 9000
2131 S 17th St
Wilmington, NC 28401
Tel: (910) 667-9237
Fax: (910) 667-3980
E-mail: kim.shepard@nhrmc.org",2203611218,"New Hanover Regional Med Ctr, PO Box 9000, 2131 S 17th St, Wilmington, NC 28402","2131 S 17th St, Wilmington, NC 28402-9025",,,,"NHRMC is located in Wilmington, NC, on the North Carolina coast. We're surrounded by water, history, and natural beauty - a beautiful area to live and to train! We are honored to train the next generation of obstetricians and gynecologists. The ABOG qualifying exam rate for our graduates has been 100% for greater than ten years. Most graduates go into private practice, however, some residents choose to continue in fellowships or pursue careers in academic medicine.",5,4,4,4,No,Yes,"Yes , Codes: 1534220P0,1534220C0",No,11/10/2020,11/20/2020 - 12/18/2020_11/12/2021 - 12/17/2021,9/15/2021,11/10/2021,Yes,49,No,No,3,No,Yes,210_210_600_600,Yes,226-235,Yes,Yes,No Answer,Required,No,No,No,9,5,2,0,11,5,33.3,0.5 to 1,62,24,2,Yes,Yes,98.0,0.0,1.9,78.4,21.5,Every eighth night for 52 week(s),0,Every eighth night for 52 week(s),0,Every eighth night for 52 week(s),0,Every eighth night for 52 week(s),Not Available,6,30%,5%,"$53,560.00",10,12,"$55,203.00",15,12,"$56,804.00",15,12,"$58,468.00",15,12,Yes,NGO,90,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Required,Yes,Yes,Yes,,NGO (wks),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203621221,University-based,Wake Forest Baptist Medical Center,4,4,No,Yes,July,Yes,No,https://school.wakehealth.edu/Departments/Obstetrics-and-Gynecology,Not Available,"Karen R Gerancher
MD
Wake Forest Baptist Med Ctr
Dept of Ob/Gyn
Medical Center Blvd
Winston-Salem, NC 27157
Tel: (336) 716-4615
Fax: (336) 716-6937
E-mail: kgeranch@wakehealth.edu","Kristine B Woodall
BA
Wake Forest Baptist Med Ctr
Dept of Ob/Gyn
Medical Center Blvd
Winston-Salem, NC 27157-1066
Tel: (336) 716-4615
Fax: (336) 716-6937
E-mail: kbwoodal@wakehealth.edu",2203621221,"Wake Forest Baptist Med Ctr, Dept of Ob/Gyn, Medical Center Blvd, Winston-Salem, NC 27157","Medical Center Blvd, Winston-Salem, NC 27157-1052","3333 Silas Creek Pkwy, Winston-Salem, NC 27103","1601 Brennan Ave, Salisbury, NC 28144","250 Hospital Dr, Lexington, NC 27295","The residency is always evolving, melding opportunity with educational need. Expansion of the parent institution allows for new surgical sites. All subspecialties are present (PAG, MIGS, MFM, REI, ONC, FPMRS, Ryan Residency.) A brand new state of the art Birthing Center and antepartum ward opened July, 2019 and features huge birthing suites, OR's, midwifery care, and multidisciplinary teams. Fellowships in Gyn Oncology, MFM, and FPMRS are present and greatly enhance residency education.",6,6,6,6,No,No,"Yes , Codes: 1537220C0",No,11/1/2020,11/17/2020 - 1/29/2021_11/1/2021 - 1/28/2022,9/15/2021,11/1/2021,Yes,97,No,No,3,No,Yes,___,No,226-235,Yes,No,No Answer,Required,Yes,No,No,40,3,3,0,43,3,60.0,1.7 to 1,70,24,1,Yes,Yes,93.0,0.0,6.9,65.2,34.7,Every seventh night for 40 week(s),0,Every seventh night for 40 week(s),0,Every seventh night for 40 week(s),0,Every seventh night for 40 week(s),Not Available,4,20%,5%,"$54,158.00",15,5,"$55,881.00",15,5,"$57,700.00",15,5,"$60,526.00",15,5,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203021160,University-based,CHI Health Creighton University Medical Center,4,4,No,Yes,July,Yes,No,http://medschool.creighton.edu/obgyn/,Not Available,"Meaghan M Shanahan
MD
CHI Health Creighton Univ-Bergan Mercy
Ste 602
7710 Mercy Rd
Omaha, NE 68124
Tel: (402) 280-4438
Fax: (402) 280-4315
E-mail: meaghanshanahan@creighton.edu","Rebecca A Lair
CHI Health Creighton Univ-Bergan Mercy
Ste 602
7710 Mercy Rd
Omaha, NE 68124
Tel: (402) 280-4438
Fax: (402) 280-4315
E-mail: rebeccalair@creighton.edu",2203021160,"CHI Health Creighton Univ-Bergan Mercy, Ste 602, 7710 Mercy Rd, Omaha, NE 68124","2500 California Plaza, Omaha, NE 68178","601 N 30th St, Omaha, NE 68131-2197","4101 Woolworth Ave, Omaha, NE 68105-3012","8303 Dodge St, Omaha, NE 68114","The program enjoys a rich tradition spanning over 75 years and retains its strong orientation toward the Jesuit ideal of cura personalis. In this sense, our residents graduate from an academic program that has focused on their professional, personal, and social formation as obstetrician/gynecologists. The strength of the educational program lies in broad and robust support from academic and community faculty.",4,4,4,4,No,No,"Yes , Codes: 1372220C0",No,11/1/2020,11/17/2020 - 1/29/2021_11/15/2021 - 12/31/2021,9/15/2021,11/1/2021,Yes,60,No,No,3,No,Yes,___,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,7,0,0,0,7,0,57.1,0.4 to 1,74,24,1,No,Yes,82.5,0.0,17.5,76.2,23.7,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),6,4,20%,20%,"$59,079.00",20,14,"$61,529.00",20,14,"$63,978.00",20,14,"$66,121.00",20,14,No answer,120,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Not available,No,No,Yes,,,"3105 N 93rd St, Omaha, NE 68134",,,,,,,,,,
0,https://freida.ama-assn.org/program/2203021161,,,4,4,No,Yes,July,Yes,No,http://www.unmc.edu/obgyn,Not Available,"Jennifer L Griffin Miller
MD, MPH
Univ of Nebraska Med Ctr
Dept of Ob/Gyn
983255 Nebraska Med Ctr
Omaha, NE 68198-3255
Tel: (402) 559-6160
Fax: (402) 559-9080
E-mail: jgriffin@unmc.edu","Jessica L Wilde
BS
Univ of Nebraska Med Ctr
Dept of Ob/Gyn
983255 Nebraska Med Ctr
Omaha, NE 68198-3255
Tel: (402) 559-6160
Fax: (402) 559-9080
E-mail: jessica.wilde@unmc.edu",2203021161,"Univ of Nebraska Med Ctr, Dept of Ob/Gyn, 983255 Nebraska Med Ctr, Omaha, NE 68198-3255","984285 Nebraska Med Ctr, Omaha, NE 68198-4285","987400 Nebraska Med Ctr, Omaha, NE 68198-7400","8303 Dodge St, Omaha, NE 68114","707 N 190th Plaza, Omaha, NE 68022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7308 S 142nd St, Omaham, NE 68138",,,,,,,,,,
0,https://freida.ama-assn.org/program/2203212352,University-based,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital,4,4,No,Yes,June,Yes,No,http://gme.dartmouth-hitchcock.org/obgyn.html,Not Available,"Timothy J Fisher
MD, MS
Dartmouth-Hitchcock Med Ctr
Dept of Ob/Gyn
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 653-9289
Fax: (603) 650-0906
E-mail: timothy.j.fisher@hitchcock.org","Sarah E Probst
Dartmouth-Hitchcock Med Ctr
Dept of Ob/Gyn
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 653-9289
Fax: (603) 650-0906
E-mail: sarah.e.probst@hitchcock.org",2203212352,"Dartmouth-Hitchcock Med Ctr, Dept of Ob/Gyn, 1 Medical Center Dr, Lebanon, NH 03756","1 Medical Center Dr, Lebanon, NH 03756-0001","100 McGregor St, Manchester, NH 03102","875 Greenland Rd, Portsmouth, NH 03801","111 Colchester Ave, Burlington, VT 05401",Program offers leadership preventive medicine: structured leadership track for DHMC residents in clinical residency interested in knowledge and skills in the measurement of outcomes and leadership of change/improvement in health care systems.,4,4,4,4,No,No,"Yes , Codes: 1377220C0",No,10/21/2020,12/1/2020 - 1/31/2021_10/21/2021 - 1/6/2022,,9/15/2021,Yes,72,No,No,4,No,Yes,200_210_600_600,Yes,210-225,Yes,Yes,Greater than 600,Required,Yes,No,Yes,22,18,7,3,29,21,72.7,1.5 to 1,66,24,1.4,No,Yes,91.1,2.2,6.6,91.1,8.8,Every tenth night for 9 month(s),0,Every fourth night for 9 month(s),0,Every ninth night for 12 month(s),0,Every tenth night for 12 month(s),Not Available,6,20%,5%,"$57,319.00",15,90,"$59,454.00",15,90,"$61,903.00",15,90,"$64,560.00",15,90,Yes,90,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Required,No,Yes,Yes,,NGO (wks),"128 Lakeside Ave, Burlington, VT 05401",,,,,,,,,,
0,https://freida.ama-assn.org/program/2203311162,University-based,Cooper University Hospital,4,4,No,Yes,"June,July",Yes,No,http://www.cooperhealth.edu/,Not Available,"Yon Sook  Kim
MD
Cooper Univ Hosp
Dept of Ob/Gyn Ste 221
3 Cooper Plaza
Camden, NJ 08103
Tel: (856) 342-2965
Fax: (856) 365-1967
E-mail: kim-yonsook@cooperhealth.edu","Marielis  Lopez
Cooper Univ Hosp
Dept of Ob/Gyn Ste 221
3 Cooper Plaza
Camden, NJ 08103
Tel:
Fax: (856) 365-1967
E-mail: lopez-marielis@cooperhealth.edu",2203311162,"Cooper Univ Hosp, Dept of Ob/Gyn Ste 221, 3 Cooper Plaza, Camden, NJ 08103","One Cooper Plaza, Camden, NJ 08103-1489",,,,"Program offers yearly mock oral exams, robotic training, simulation exercises, team building seminars and resident retreat, various research projects available, leadership seminars, residents as teachers seminars, skills labs, resident mentoring.",4,4,4,4,No,No,"Yes , Codes: 1380220C0",No,11/1/2020,11/20/2020 - 1/22/2021_11/1/2021 - 1/21/2022,9/17/2021,11/1/2021,Yes,70,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,28,0,7,0,35,0,57.1,1.9 to 1,78,12,2,Yes,Yes,57.5,0.0,42.5,78.6,21.3,Every fourth night for 12 month(s),0,Every fourth night for 12 month(s),0,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),Not Available,6,20%,N/A,"$58,688.00",20,NGO,"$61,117.00",20,NGO,"$63,431.00",20,NGO,"$67,485.00",20,NGO,Yes,60,60,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,,(4 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203300369,Community-based university affiliated,HMH-Hackensack University Medical Center,4,4,No,Yes,July,Yes,No,https://www.hackensackumc.org/health-professionals/education-training/,Not Available,"Shelley  Saber
MD
HMH-Hackensack Univ Med Ctr
Ob/Gyn Pgm
30 Prospect Ave
Hackensack, NJ 07601
Tel: (551) 996-4842
Fax: (551) 996-8322
E-mail: shelley.saber@hackensackmeridian.org","Amanda  Gumani
HMH-Hackensack Univ Med Ctr
Ob/Gyn Pgm
30 Prospect Ave
Hackensack, NJ 07601
Tel: (551) 996-4842
Fax:
E-mail: amanda.gumani@hackensackmeridian.org",2203300369,"HMH-Hackensack Univ Med Ctr, Ob/Gyn Pgm, 30 Prospect Ave, Hackensack, NJ 07601","30 Prospect Ave, Hackensack, NJ 07601","79 Hudson St, Hoboken, NJ 07030","211 Essex St, Hackensack, NJ 07601",,,4,4,4,4,No,No,"Yes , Codes: 1387220C0",No,11/1/2020,11/16/2020 - 1/31/2021_11/15/2021 - 1/31/2022,10/1/2021,11/1/2021,Yes,92,No,No,3,No,Yes,__500_500,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,15,1,0,0,15,1,73.3,0.9 to 1,80,24,1,No,,,,,,,Once per week for 48 week(s),0,Once per week for 36 week(s),0,Once per week for 36 week(s),0,Once per week for 36 week(s),Not Available,9,10%,N/A,"$63,260.00",20,Not Available,"$68,561.00",20,Not Available,"$72,758.00",20,Not Available,"$77,007.00",20,Not Available,Yes,Not Available,Not Available,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Not available,Yes,No,Yes,Yes,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203321324,Community-based university affiliated,Jersey City Medical Center,4,4,No,Yes,July,Yes,No,https://www.rwjbh.org/for-healthcare-professionals/medical-education/,Not Available,"Lance  Bruck
MD
Jersey City Med Ctr
Dept of Ob/Gyn 4 East
355 Grand St
Jersey City, NJ 07302
Tel: (201) 915-2466
Fax:
E-mail: lance.bruck@rwjbh.org","Daphne  Boards
Jersey City Med Ctr
Dept of Ob/Gyn 4 East
355 Grand St
Jersey City, NJ 07302
Tel: (201) 915-2462
Fax: (201) 915-2081
E-mail: jcmcobgyn@rwjbh.org",2203321324,"Jersey City Med Ctr, Dept of Ob/Gyn 4 East, 355 Grand St, Jersey City, NJ 07302","65 Bergen St, Newark, NJ 07103","355 Grand St, Jersey City, NJ 07302","1 Clara Maass Dr, Belleville, NJ 07109","935 Garfield Ave, Jersey City, NJ 07304","We are a community based university program committed to your education and professional growth. We value communication, teamwork, and integrity. The dedicated team of faculty are committed to training competent and highly skilled general obstetricians and gynecologists who are well prepared for hospital based practice, private practice and fellowship training.",3,3,3,3,No,No,"Yes , Codes: 1390220C0",No,11/30/2020,10/7/2020 - 12/16/2020_10/6/2021 - 12/15/2021,9/15/2021,11/30/2021,Yes,48,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,8,5,1,0,9,5,25.0,0.7 to 1,72,16,1.5,No,Yes,10.8,78.2,10.8,67.5,32.4,N/A,0,Every third night for 1 month(s),0,Every third night for 1 month(s),0,Every third night for 1 month(s),Not Available,6,5%,5%,"$58,822.00",25,12,"$60,756.00",25,12,"$63,793.00",25,12,"$67,641.00",25,12,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Required,Yes,No,Yes,,(4 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203312163,,,4,4,No,Yes,July,Yes,No,http://www.rwjbh.org/sbmcobgyn,Not Available,"John  Kindzierski
MD
St Barnabas Med Ctr
Ob/Gyn Pgm
94 Old Short Hills Rd
Livingston, NJ 07039
Tel: (973) 322-5669
Fax: (973) 533-4492
E-mail: john.kindzierski@rwjbh.org","Beverly A Pilcer
BA
St Barnabas Med Ctr
Ob/Gyn Pgm
94 Old Short Hills Rd
Livingston, NJ 07039
Tel: (973) 322-5281
Fax: (973) 533-4492
E-mail: beverly.pilcer@rwjbh.org",2203312163,"St Barnabas Med Ctr, Ob/Gyn Pgm, 94 Old Short Hills Rd, Livingston, NJ 07039","65 Bergen St, Newark, NJ 07103","94 Old Short Hills Rd, Livingston, NJ 07039-5672","150 Bergen St, Newark, NJ 07103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2203311164,,,4,4,No,Yes,July,Yes,No,http://www.barnabashealth.org/medical-education.aspx,Not Available,"Robert A Graebe
MD
Monmouth Med Ctr
Dept of Ob/Gyn
300 Second Ave
Long Branch, NJ 07740
Tel: (732) 923-6795
Fax: (732) 923-6793
E-mail: cynthia.samaha@rwjbh.org","Cynthia  Samaha
BA
Monmouth Med Ctr
Rm 215 SW
300 Second Ave
Long Branch, NJ 07740
Tel:
Fax:
E-mail: cynthia.samaha@rwjbh.org",2203311164,"Monmouth Med Ctr, Dept of Ob/Gyn, 300 Second Ave, Long Branch, NJ 07740","65 Bergen St, Newark, NJ 07103","300 Second Ave, Long Branch, NJ 07740","99 Hwy 37 W, Toms River, NJ 08755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
