,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,Asian,Other race,African American,Hawaiian or other Pacific Islander,American Indian or Alaska native,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/rolette-county-nd/,C minus,B+,B,B,B,B,C,A,C minus,C,B+,"Rolette County is located in North Dakota with a population of 14,511. In Rolette County, most residents own their homes. Many young professionals live in Rolette County and residents tend to be liberal.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.19,0.15,0.09,0.12,0.11,0.11,0.12,0.11,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.42,0.4482758620689655,0.26,-0.03703703703703709,0.12,0.0,,,0,1,5,0,1,0.048,0.26899999999999996,0.002,0.18,0.01,0.02,0.0,0.0,0.01,0.0,0.78,0.5,0.5,0.31,0.21,0.17,0.24,0.07,0.3,0.3,0.26,0.14
0,https://www.niche.com/places-to-live/c/taylor-county-ky/,B,B,C+,B,C+,B minus,C+,A minus,B,B,B,"Taylor County is located in Kentucky with a population of 25,571. In Taylor County, most residents own their homes. Residents of Taylor County tend to be conservative.",,,,,,,,0.4,0.6,,,,,,,,,,,,,,,0.13,0.1,0.12,0.12,0.1,0.12,0.13,0.17,0.09,-0.25,0.1,-0.5,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.13,0.08333333333333348,,,,,,,,0.028999999999999998,0.18,0.013000000000000001,0.9,0.02,0.03,0.01,0.0,0.04,0.0,0.0,0.49,0.51,0.3,0.2,0.25,0.2,0.04,0.36,0.34,0.2,0.09
0,https://www.niche.com/places-to-live/c/macoupin-county-il/,B,B,B+,B,C,C+,B minus,A minus,B+,B,C+,"Macoupin County is located in Illinois with a population of 45,463. In Macoupin County, most residents own their homes. Many retirees live in Macoupin County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.11,0.1,0.08,0.11,0.12,0.13,0.16,0.2,0.06,-0.5,0.12,-0.4,0.33,0.13793103448275867,0.4,0.4814814814814814,0.09,-0.25,,,1,0,0,0,0,0.039,0.13699999999999998,0.003,0.96,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.21,0.21,0.22,0.29,0.07,0.28,0.29,0.27,0.17
0,https://www.niche.com/places-to-live/c/robeson-county-nc/,C,C,C+,B,A+,C,B+,A minus,B minus,B+,C+,"Robeson County is located in North Carolina with a population of 132,596. In Robeson County, most residents own their homes. Many families live in Robeson County and residents tend to have moderate political views.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.14,0.11,0.1,0.13,0.12,0.13,0.13,0.15,0.04,-0.6666666666666666,0.09,-0.55,0.3,0.034482758620689724,0.33,0.2222222222222221,0.23,0.9166666666666667,,,0,0,3,0,0,0.034,0.275,0.031,0.25,0.09,0.02,0.01,0.0,0.24,0.0,0.4,0.48,0.52,0.37,0.23,0.2,0.17,0.03,0.37,0.35,0.21,0.08
0,https://www.niche.com/places-to-live/c/yancey-county-nc/,A minus,B+,C,B,C,C,B minus,B+,B minus,B+,C+,"Yancey County is located in North Carolina with a population of 17,760. In Yancey County, most residents own their homes. Many retirees live in Yancey County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.09,0.09,0.07,0.1,0.11,0.14,0.15,0.25,0.08,-0.33333333333333326,0.12,-0.4,0.31,0.06896551724137945,0.33,0.2222222222222221,0.15,0.25,,,,,,,,0.027000000000000003,0.162,0.024,0.92,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.27,0.25,0.24,0.19,0.04,0.31,0.36,0.24,0.1
0,https://www.niche.com/places-to-live/c/wilbarger-county-tx/,B minus,C+,C,B minus,A,B minus,B+,A,B minus,D+,A minus,"Wilbarger County is located in Texas with a population of 12,833. In Wilbarger County, most residents own their homes. Many families live in Wilbarger County and residents tend to be conservative.",,,,,,,,0.39,0.61,,,,,,,,,,,,,,,0.12,0.1,0.09,0.14,0.1,0.12,0.14,0.18,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.28,-0.0344827586206895,0.34,0.2592592592592593,0.23,0.9166666666666667,,,1,0,0,0,0,0.036000000000000004,0.192,0.03,0.58,0.29,0.01,0.01,0.0,0.1,0.0,0.01,0.49,0.51,0.27,0.23,0.21,0.23,0.06,0.32,0.34,0.24,0.1
0,https://www.niche.com/places-to-live/c/peach-county-ga/,C minus,C+,C+,B minus,A,C+,A minus,B+,B minus,B,B,"Peach County is located in Georgia with a population of 27,145. In Peach County, most residents own their homes. Many young professionals live in Peach County and residents tend to have moderate political views.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.11,0.1,0.14,0.12,0.11,0.12,0.14,0.16,0.1,-0.16666666666666663,0.11,-0.45000000000000007,0.33,0.13793103448275867,0.3,0.11111111111111094,0.17,0.41666666666666674,,,0,1,0,0,0,0.055,0.222,0.031,0.46,0.08,0.01,0.01,0.0,0.45,0.0,0.0,0.49,0.51,0.33,0.16,0.22,0.22,0.08,0.33,0.29,0.24,0.14
0,https://www.niche.com/places-to-live/c/miami-county-ks/,B,B,B minus,B minus,C+,B+,B minus,B,B minus,C,C,"Miami County is located in Kansas with a population of 33,417. In Miami County, most residents own their homes. Many families live in Miami County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.13,0.12,0.07,0.1,0.12,0.14,0.15,0.17,0.11,-0.08333333333333326,0.19,-0.050000000000000044,0.34,0.1724137931034484,0.32,0.18518518518518512,0.04,-0.6666666666666666,,,,,,,,0.019,0.07,0.008,0.93,0.03,0.01,0.01,0.0,0.01,0.0,0.01,0.5,0.5,0.13,0.16,0.24,0.35,0.13,0.2,0.28,0.3,0.21
0,https://www.niche.com/places-to-live/c/morris-county-ks/,B minus,B+,B minus,B minus,C+,B,B minus,A minus,C+,B minus,B,"Morris County is located in Kansas with a population of 5,566. In Morris County, most residents own their homes. Many retirees live in Morris County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.11,0.06,0.1,0.1,0.12,0.16,0.24,0.06,-0.5,0.15,-0.2500000000000001,0.34,0.1724137931034484,0.36,0.33333333333333326,0.09,-0.25,,,,,,,,0.015,0.09,0.012,0.92,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.21,0.22,0.29,0.08,0.25,0.31,0.28,0.15
0,https://www.niche.com/places-to-live/c/hidalgo-county-tx/,B minus,C+,B+,B,C+,B minus,A minus,B+,A minus,C+,B,"Hidalgo County is located in Texas with a population of 855,176. In Hidalgo County, most residents own their homes. Many families live in Hidalgo County and residents tend to be liberal.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.18,0.15,0.11,0.13,0.13,0.11,0.08,0.11,0.06,-0.5,0.13,-0.35,0.24,-0.1724137931034483,0.23,-0.14814814814814814,0.34,1.8333333333333335,,,7,2,2,1,0,0.040999999999999995,0.295,0.193,0.06,0.92,0.0,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.33,0.21,0.2,0.19,0.06,0.41,0.31,0.18,0.1
0,https://www.niche.com/places-to-live/c/jackson-parish-la/,C+,B+,C,B minus,B+,B minus,unavailable,A,C+,C+,C,"Jackson Parish is a County in Louisiana with a population of 15,879. In Jackson Parish, most residents own their homes. Many families and retirees live in Jackson Parish and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.11,0.1,0.08,0.13,0.12,0.12,0.13,0.2,0.04,-0.6666666666666666,0.1,-0.5,0.24,-0.1724137931034483,0.43,0.5925925925925926,0.19,0.5833333333333335,,,0,0,10,0,0,0.023,0.228,0.011000000000000001,0.67,0.02,0.0,0.01,0.0,0.3,0.0,0.0,0.51,0.49,0.34,0.21,0.18,0.21,0.06,0.37,0.31,0.19,0.13
0,https://www.niche.com/places-to-live/c/asotin-county-wa/,A minus,B minus,B minus,B,C+,B minus,A,C,B,A,A,"Asotin County is located in Washington with a population of 22,421. In Asotin County, most residents own their homes. Many retirees live in Asotin County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.1,0.11,0.07,0.11,0.11,0.12,0.15,0.23,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.42,0.4482758620689655,0.28,0.03703703703703698,0.09,-0.25,,,0,0,1,0,0,0.038,0.126,0.015,0.9,0.04,0.03,0.01,0.0,0.01,0.0,0.01,0.48,0.52,0.19,0.22,0.24,0.27,0.07,0.26,0.36,0.24,0.15
0,https://www.niche.com/places-to-live/c/liberty-county-fl/,C,A minus,C,B minus,B+,C+,B+,A,C,B+,C,"Liberty County is located in Florida with a population of 8,345. In Liberty County, most residents own their homes. Residents of Liberty County tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.08,0.08,0.12,0.14,0.14,0.15,0.14,0.15,0.05,-0.5833333333333333,0.09,-0.55,0.21,-0.27586206896551724,0.46,0.7037037037037037,0.19,0.5833333333333335,,,,,,,,0.034,0.16699999999999998,0.022000000000000002,0.76,0.05,0.02,0.0,0.0,0.16,0.0,0.01,0.6,0.4,0.27,0.32,0.19,0.18,0.04,0.38,0.29,0.26,0.08
0,https://www.niche.com/places-to-live/c/allegany-county-md/,C+,C+,A,B minus,B minus,C+,C+,B+,B+,A minus,B,"Allegany County is located in Maryland with a population of 71,445. In Allegany County, most residents own their homes. Many retirees live in Allegany County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.09,0.08,0.13,0.12,0.11,0.13,0.13,0.2,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.42,0.5555555555555554,0.1,-0.16666666666666663,,,1,5,14,5,1,0.039,0.165,0.01,0.87,0.02,0.02,0.01,0.0,0.08,0.0,0.0,0.52,0.48,0.27,0.22,0.23,0.22,0.05,0.36,0.31,0.22,0.11
0,https://www.niche.com/places-to-live/c/carroll-county-mo/,B minus,A minus,C,C+,C,B,B minus,A,C minus,C minus,C+,"Carroll County is located in Missouri with a population of 8,781. In Carroll County, most residents own their homes. Many retirees live in Carroll County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.11,0.07,0.11,0.11,0.13,0.14,0.21,0.05,-0.5833333333333333,0.12,-0.4,0.25,-0.13793103448275856,0.44,0.6296296296296295,0.14,0.16666666666666674,,,,,,,,0.038,0.13699999999999998,0.006,0.95,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.25,0.22,0.24,0.22,0.07,0.28,0.35,0.25,0.12
0,https://www.niche.com/places-to-live/c/boise-county-id/,B minus,B,B minus,C,C+,A minus,C+,C,B minus,B+,C,"Boise County is located in Idaho with a population of 7,378. In Boise County, most residents own their homes. Many retirees live in Boise County and residents tend to be conservative.",,,,,,,,0.17,0.83,,,,,,,,,,,,,,,0.06,0.11,0.05,0.07,0.1,0.14,0.23,0.25,0.1,-0.16666666666666663,0.17,-0.15000000000000002,0.37,0.27586206896551735,0.31,0.14814814814814814,0.06,-0.5,,,0,1,0,0,0,0.026000000000000002,0.10800000000000001,0.018000000000000002,0.91,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.18,0.23,0.21,0.3,0.07,0.28,0.29,0.24,0.18
0,https://www.niche.com/places-to-live/c/red-river-county-tx/,B minus,B,C minus,C,B+,C,B,A,C minus,C minus,C minus,"Red River County is located in Texas with a population of 12,171. In Red River County, most residents own their homes. Many retirees live in Red River County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.09,0.11,0.07,0.1,0.12,0.12,0.15,0.24,0.03,-0.75,0.1,-0.5,0.33,0.13793103448275867,0.4,0.4814814814814814,0.15,0.25,,,0,0,3,1,1,0.035,0.19399999999999998,0.017,0.73,0.07,0.02,0.0,0.0,0.17,0.0,0.0,0.47,0.53,0.32,0.23,0.22,0.2,0.03,0.36,0.32,0.22,0.1
0,https://www.niche.com/places-to-live/c/richland-county-wi/,B minus,B minus,B,C+,C,B,C,B+,B minus,B minus,B,"Richland County is located in Wisconsin with a population of 17,459. In Richland County, most residents own their homes. Many retirees live in Richland County and residents tend to have moderate political views.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.1,0.08,0.09,0.11,0.12,0.16,0.22,0.07,-0.41666666666666663,0.12,-0.4,0.3,0.034482758620689724,0.41,0.5185185185185184,0.1,-0.16666666666666663,,,0,0,1,0,1,0.013999999999999999,0.14,0.016,0.95,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.22,0.21,0.26,0.26,0.05,0.27,0.31,0.31,0.11
0,https://www.niche.com/places-to-live/c/gallatin-county-il/,C+,B,B,C,C,B,B minus,A,C+,C+,C+,"Gallatin County is located in Illinois with a population of 5,064. In Gallatin County, most residents own their homes. Many retirees live in Gallatin County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.1,0.11,0.06,0.11,0.12,0.13,0.14,0.24,0.03,-0.75,0.08,-0.6000000000000001,0.36,0.24137931034482762,0.4,0.4814814814814814,0.13,0.08333333333333348,,,,,,,,0.025,0.20600000000000002,0.001,0.96,0.01,0.02,0.0,0.0,0.01,0.0,0.01,0.49,0.51,0.31,0.2,0.21,0.21,0.06,0.32,0.29,0.25,0.14
0,https://www.niche.com/places-to-live/c/jerome-county-id/,C minus,C,B,C+,A minus,B+,B+,C+,C+,B+,B+,"Jerome County is located in Idaho with a population of 23,730. In Jerome County, most residents own their homes. Many families live in Jerome County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.17,0.14,0.08,0.14,0.12,0.11,0.11,0.13,0.06,-0.5,0.1,-0.5,0.3,0.034482758620689724,0.31,0.14814814814814814,0.23,0.9166666666666667,,,1,1,0,0,0,0.024,0.184,0.138,0.61,0.36,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.23,0.19,0.29,0.24,0.05,0.29,0.38,0.22,0.11
0,https://www.niche.com/places-to-live/c/delta-county-co/,B,C minus,B,C+,B,C,B,C minus,B+,B+,B minus,"Delta County is located in Colorado with a population of 30,565. In Delta County, most residents own their homes. Many retirees live in Delta County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.1,0.1,0.07,0.09,0.11,0.11,0.17,0.25,0.08,-0.33333333333333326,0.14,-0.29999999999999993,0.31,0.06896551724137945,0.38,0.40740740740740744,0.09,-0.25,,,2,2,2,0,0,0.033,0.183,0.022000000000000002,0.81,0.15,0.01,0.01,0.0,0.01,0.0,0.01,0.51,0.49,0.26,0.24,0.21,0.21,0.08,0.3,0.32,0.23,0.15
0,https://www.niche.com/places-to-live/c/choctaw-county-ok/,C minus,C+,C,C,A minus,C+,B,A minus,C+,C,B,"Choctaw County is located in Oklahoma with a population of 14,807. In Choctaw County, most residents own their homes. Many retirees live in Choctaw County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.11,0.07,0.11,0.11,0.12,0.14,0.2,0.04,-0.6666666666666666,0.09,-0.55,0.3,0.034482758620689724,0.38,0.40740740740740744,0.18,0.5,,,0,1,2,0,0,0.038,0.276,0.006999999999999999,0.61,0.04,0.09,0.0,0.0,0.11,0.0,0.15,0.48,0.52,0.38,0.21,0.19,0.18,0.04,0.39,0.3,0.2,0.1
0,https://www.niche.com/places-to-live/c/rio-grande-county-co/,C,C minus,C,C+,A minus,C minus,B minus,C,B+,B,A minus,"Rio Grande County is located in Colorado with a population of 11,305. In Rio Grande County, most residents own their homes. Many young professionals and retirees live in Rio Grande County and residents tend to be conservative.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.11,0.12,0.09,0.09,0.13,0.11,0.15,0.19,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.3,0.034482758620689724,0.32,0.18518518518518512,0.13,0.08333333333333348,,,,,,,,0.049,0.17,0.037000000000000005,0.52,0.44,0.01,0.0,0.0,0.01,0.0,0.01,0.5,0.5,0.32,0.25,0.15,0.22,0.06,0.37,0.31,0.19,0.13
0,https://www.niche.com/places-to-live/c/monroe-county-mo/,C+,B,B minus,C+,C,A,C+,A,C+,B minus,C,"Monroe County is located in Missouri with a population of 8,629. In Monroe County, most residents own their homes. Many retirees live in Monroe County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.11,0.07,0.1,0.11,0.12,0.17,0.23,0.04,-0.6666666666666666,0.09,-0.55,0.28,-0.0344827586206895,0.48,0.7777777777777777,0.11,-0.08333333333333326,,,0,0,0,0,1,0.013000000000000001,0.132,0.004,0.93,0.02,0.01,0.0,0.0,0.03,0.0,0.01,0.51,0.49,0.23,0.29,0.24,0.23,0.01,0.27,0.36,0.29,0.07
0,https://www.niche.com/places-to-live/c/cleburne-county-ar/,B,B,B minus,C+,C,C+,B,A minus,C,C+,B minus,"Cleburne County is located in Arkansas with a population of 25,100. In Cleburne County, most residents own their homes. Many retirees live in Cleburne County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.1,0.09,0.06,0.1,0.11,0.12,0.15,0.27,0.06,-0.5,0.09,-0.55,0.28,-0.0344827586206895,0.43,0.5925925925925926,0.14,0.16666666666666674,,,,,,,,0.023,0.138,0.009000000000000001,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.01,0.5,0.5,0.25,0.26,0.24,0.18,0.07,0.32,0.36,0.21,0.11
0,https://www.niche.com/places-to-live/c/crook-county-wy/,A minus,B,B,C+,C,A minus,C minus,C+,C,C,B+,"Crook County is located in Wyoming with a population of 7,472. In Crook County, most residents own their homes. Many retirees live in Crook County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.14,0.11,0.06,0.11,0.1,0.13,0.17,0.19,0.06,-0.5,0.17,-0.15000000000000002,0.41,0.4137931034482758,0.29,0.07407407407407396,0.07,-0.41666666666666663,,,,,,,,0.013999999999999999,0.09300000000000001,0.012,0.94,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.5,0.5,0.17,0.19,0.22,0.32,0.11,0.25,0.28,0.23,0.24
0,https://www.niche.com/places-to-live/c/franklin-parish-la/,C minus,B minus,B minus,C,B+,C minus,unavailable,A,C+,C,B,"Franklin Parish is a County in Louisiana with a population of 20,238. In Franklin Parish, most residents own their homes. Many families live in Franklin Parish and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.15,0.11,0.08,0.13,0.12,0.11,0.13,0.18,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.21,-0.27586206896551724,0.42,0.5555555555555554,0.25,1.0833333333333335,,,0,0,1,0,1,0.049,0.289,0.003,0.65,0.0,0.01,0.0,0.0,0.34,0.0,0.0,0.49,0.51,0.37,0.24,0.18,0.18,0.04,0.39,0.3,0.21,0.09
0,https://www.niche.com/places-to-live/c/johnson-county-tn/,B minus,B,C,C,C,B,B,A minus,B,B minus,B minus,"Johnson County is located in Tennessee with a population of 17,753. In Johnson County, most residents own their homes. Many retirees live in Johnson County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.08,0.09,0.07,0.12,0.13,0.15,0.14,0.22,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.27,-0.06896551724137923,0.42,0.5555555555555554,0.2,0.6666666666666667,,,0,2,1,1,0,0.019,0.245,0.017,0.92,0.02,0.01,0.0,0.0,0.03,0.0,0.01,0.54,0.46,0.36,0.26,0.18,0.14,0.06,0.43,0.32,0.18,0.07
0,https://www.niche.com/places-to-live/c/early-county-ga/,C+,C minus,C,B minus,A minus,C minus,B+,B+,C+,B+,C+,"Early County is located in Georgia with a population of 10,312. In Early County, most residents own their homes. Many retirees live in Early County and residents tend to lean conservative.",,,,,,,,0.36,0.64,,,,,,,,,,,,,,,0.14,0.11,0.09,0.1,0.11,0.13,0.13,0.19,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.28,-0.0344827586206895,0.37,0.37037037037037024,0.2,0.6666666666666667,,,,,,,,0.045,0.306,0.004,0.45,0.01,0.01,0.01,0.0,0.52,0.0,0.0,0.46,0.54,0.44,0.18,0.17,0.19,0.02,0.35,0.38,0.2,0.08
0,https://www.niche.com/places-to-live/c/madison-county-va/,C+,C minus,C,C+,B minus,B minus,B minus,B minus,B minus,B minus,C+,"Madison County is located in Virginia with a population of 13,170. In Madison County, most residents own their homes. Many young professionals and retirees live in Madison County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.11,0.1,0.07,0.12,0.1,0.13,0.16,0.22,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.26,-0.10344827586206884,0.36,0.33333333333333326,0.14,0.16666666666666674,,,3,7,8,0,0,0.031,0.066,0.015,0.85,0.03,0.03,0.01,0.0,0.08,0.0,0.0,0.49,0.51,0.16,0.2,0.3,0.24,0.1,0.27,0.33,0.23,0.18
0,https://www.niche.com/places-to-live/c/orange-county-in/,C+,B,B,C+,C,C,C+,A,C+,B+,B minus,"Orange County is located in Indiana with a population of 19,545. In Orange County, most residents own their homes. Many families live in Orange County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.11,0.08,0.11,0.11,0.13,0.15,0.19,0.04,-0.6666666666666666,0.07,-0.6499999999999999,0.26,-0.10344827586206884,0.47,0.7407407407407405,0.17,0.41666666666666674,,,,,,,,0.022000000000000002,0.149,0.006999999999999999,0.95,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.5,0.5,0.27,0.21,0.27,0.21,0.05,0.32,0.36,0.23,0.1
0,https://www.niche.com/places-to-live/c/bledsoe-county-tn/,C+,B,C minus,B minus,B minus,C minus,A minus,A minus,C+,A minus,C+,"Bledsoe County is located in Tennessee with a population of 14,836. In Bledsoe County, most residents own their homes. Residents of Bledsoe County tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.11,0.08,0.07,0.13,0.14,0.15,0.15,0.18,0.04,-0.6666666666666666,0.08,-0.6000000000000001,0.24,-0.1724137931034483,0.4,0.4814814814814814,0.24,1.0,,,1,1,0,0,1,0.054000000000000006,0.233,0.021,0.88,0.02,0.04,0.0,0.0,0.03,0.0,0.02,0.59,0.41,0.3,0.21,0.21,0.22,0.06,0.36,0.32,0.23,0.09
0,https://www.niche.com/places-to-live/c/bourbon-county-ky/,C+,C+,C,C+,B minus,B minus,C+,B+,C+,C+,B minus,"Bourbon County is located in Kentucky with a population of 20,058. In Bourbon County, most residents own their homes. Many families live in Bourbon County and residents tend to be conservative.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.13,0.1,0.07,0.12,0.11,0.14,0.13,0.19,0.07,-0.41666666666666663,0.12,-0.4,0.29,0.0,0.36,0.33333333333333326,0.16,0.3333333333333335,,,,,,,,0.032,0.151,0.04,0.85,0.07,0.0,0.01,0.0,0.07,0.0,0.0,0.48,0.52,0.24,0.23,0.19,0.29,0.06,0.28,0.32,0.25,0.15
0,https://www.niche.com/places-to-live/c/johnson-county-ky/,B,B+,C+,C+,C minus,C+,B,A minus,C,C+,C+,"Johnson County is located in Kentucky with a population of 22,634. In Johnson County, most residents own their homes. Many families live in Johnson County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.1,0.07,0.12,0.13,0.14,0.14,0.18,0.07,-0.41666666666666663,0.09,-0.55,0.28,-0.0344827586206895,0.36,0.33333333333333326,0.19,0.5833333333333335,,,,,,,,0.037000000000000005,0.22399999999999998,0.006999999999999999,0.97,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.49,0.51,0.37,0.22,0.16,0.21,0.04,0.39,0.3,0.21,0.1
0,https://www.niche.com/places-to-live/c/montgomery-county-ky/,B,B minus,C+,C+,C+,B,C+,A minus,C+,C,C+,"Montgomery County is located in Kentucky with a population of 27,884. In Montgomery County, most residents own their homes. Many families live in Montgomery County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.14,0.1,0.08,0.13,0.13,0.14,0.13,0.16,0.07,-0.41666666666666663,0.09,-0.55,0.29,0.0,0.4,0.4814814814814814,0.15,0.25,,,,,,,,0.031,0.18,0.006999999999999999,0.93,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.49,0.51,0.25,0.25,0.23,0.24,0.03,0.33,0.32,0.27,0.08
0,https://www.niche.com/places-to-live/c/trigg-county-ky/,C,B,C,C,B minus,B minus,B minus,A minus,C+,C+,C minus,"Trigg County is located in Kentucky with a population of 14,449. In Trigg County, most residents own their homes. Many retirees live in Trigg County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.12,0.1,0.07,0.09,0.11,0.13,0.15,0.22,0.06,-0.5,0.11,-0.45000000000000007,0.38,0.3103448275862071,0.33,0.2222222222222221,0.12,0.0,,,,,,,,0.05,0.113,0.005,0.88,0.02,0.01,0.0,0.0,0.07,0.0,0.0,0.5,0.5,0.23,0.22,0.23,0.25,0.07,0.26,0.35,0.25,0.14
0,https://www.niche.com/places-to-live/c/hillsdale-county-mi/,C minus,B minus,B,C+,C,B minus,C,A minus,B,B,B minus,"Hillsdale County is located in Michigan with a population of 45,757. In Hillsdale County, most residents own their homes. Residents of Hillsdale County tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.1,0.1,0.1,0.11,0.13,0.15,0.19,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.39,0.4444444444444444,0.12,0.0,,,0,3,3,0,0,0.024,0.16,0.006,0.95,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.24,0.21,0.25,0.25,0.05,0.3,0.33,0.26,0.12
0,https://www.niche.com/places-to-live/c/jim-wells-county-tx/,C minus,C+,B+,C+,B,C+,A minus,A minus,B+,C+,C+,"Jim Wells County is located in Texas with a population of 40,972. In Jim Wells County, most residents own their homes. Many families live in Jim Wells County and residents tend to lean liberal.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.15,0.13,0.09,0.13,0.12,0.11,0.11,0.15,0.03,-0.75,0.09,-0.55,0.26,-0.10344827586206884,0.37,0.37037037037037024,0.25,1.0833333333333335,,,,,,,,0.028999999999999998,0.228,0.033,0.18,0.8,0.0,0.01,0.0,0.01,0.0,0.0,0.49,0.51,0.32,0.21,0.2,0.21,0.07,0.37,0.32,0.17,0.13
